,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score
James Webb,0,0.0,4,0,4,3,0,0.0,4,1,0.0,0,0,2,0,21:31,-9,1,0,1,"JAN 30, 2018",745,22,19,28,26,30,31,25,25,111,95,"Mauer""""","Wood""""",Sterling,NEW,BKN,NYK,7.5
Isaiah Whitehead,2,0.0,1,1,1,1,0,40.0,5,0,100,2,2,1,6,9:49,2,0,0,0,"JAN 30, 2018",745,22,19,28,26,30,31,25,25,111,95,"Mauer""""","Wood""""",Sterling,NEW,BKN,NYK,4.0
Timofey Mozgov,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 30, 2018",745,22,19,28,26,30,31,25,25,111,95,"Mauer""""","Wood""""",Sterling,NEW,BKN,NYK,NA
Tyler Zeller,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 30, 2018",745,22,19,28,26,30,31,25,25,111,95,"Mauer""""","Wood""""",Sterling,NEW,BKN,NYK,NA
Tim Hardaway,0,60.0,5,3,2,1,3,46.2,13,0,0.0,0,6,1,15,25:14,8,0,0,3,"JAN 30, 2018",745,22,19,28,26,30,31,25,25,111,95,"Mauer""""","Wood""""",Sterling,NEW,BKN,NYK,28.0
Kristaps Porzingis,4,75.0,8,1,1,5,6,47.4,19,2,100,4,9,3,28,30:12,8,2,2,1,"JAN 30, 2018",745,22,19,28,26,30,31,25,25,111,95,"Mauer""""","Wood""""",Sterling,NEW,BKN,NYK,52.0
Enes Kanter,4,0.0,0,4,4,20,0,80.0,10,5,100,4,8,15,20,30:28,11,5,2,0,"JAN 30, 2018",745,22,19,28,26,30,31,25,25,111,95,"Mauer""""","Wood""""",Sterling,NEW,BKN,NYK,45.5
Courtney Lee,4,50.0,4,0,1,1,2,30.0,10,0,80.0,5,3,1,12,31:16,15,2,0,0,"JAN 30, 2018",745,22,19,28,26,30,31,25,25,111,95,"Mauer""""","Wood""""",Sterling,NEW,BKN,NYK,16.0
Jarrett Jack,0,0.0,1,0,1,1,0,25.0,4,0,0.0,0,1,1,2,19:54,9,4,0,0,"JAN 30, 2018",745,22,19,28,26,30,31,25,25,111,95,"Mauer""""","Wood""""",Sterling,NEW,BKN,NYK,9.0
Lance Thomas,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,5:45,7,0,1,0,"JAN 30, 2018",745,22,19,28,26,30,31,25,25,111,95,"Mauer""""","Wood""""",Sterling,NEW,BKN,NYK,3.0
Ron Baker,0,0.0,1,0,0,0,0,0.0,1,0,0.0,0,0,0,0,0:38,0,0,0,0,"JAN 30, 2018",745,22,19,28,26,30,31,25,25,111,95,"Mauer""""","Wood""""",Sterling,NEW,BKN,NYK,0.0
Michael Beasley,4,0.0,1,1,0,13,0,36.4,11,4,80.0,5,4,9,12,22:30,8,0,0,0,"JAN 30, 2018",745,22,19,28,26,30,31,25,25,111,95,"Mauer""""","Wood""""",Sterling,NEW,BKN,NYK,20.0
Frank Ntilikina,0,66.7,3,2,2,0,2,42.9,7,0,0.0,1,3,0,8,25:54,10,5,0,1,"JAN 30, 2018",745,22,19,28,26,30,31,25,25,111,95,"Mauer""""","Wood""""",Sterling,NEW,BKN,NYK,20.5
Kyle OQuinn,2,0.0,0,0,1,5,0,50.0,2,1,100,2,1,4,4,11:28,2,0,0,0,"JAN 30, 2018",745,22,19,28,26,30,31,25,25,111,95,"Mauer""""","Wood""""",Sterling,NEW,BKN,NYK,7.0
Doug McDermott,1,0.0,2,0,0,0,0,37.5,8,0,50.0,2,3,0,7,18:40,-1,0,1,0,"JAN 30, 2018",745,22,19,28,26,30,31,25,25,111,95,"Mauer""""","Wood""""",Sterling,NEW,BKN,NYK,9.0
Trey Burke,0,0.0,1,0,1,0,0,25.0,4,0,0.0,0,1,0,2,16:39,0,4,0,0,"JAN 30, 2018",745,22,19,28,26,30,31,25,25,111,95,"Mauer""""","Wood""""",Sterling,NEW,BKN,NYK,8.0
Willy Hernangomez,1,0.0,0,0,0,1,0,0.0,0,0,50.0,2,0,1,1,1:22,3,0,0,1,"JAN 30, 2018",745,22,19,28,26,30,31,25,25,111,95,"Mauer""""","Wood""""",Sterling,NEW,BKN,NYK,4.0
Andrew Wiggins,0,16.7,6,3,1,8,1,31.8,22,1,0.0,0,7,7,15,34:21,-2,2,0,0,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,25.0
Taj Gibson,0,0.0,0,2,2,5,0,54.5,11,2,0.0,0,6,3,12,28:34,-5,1,0,0,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,16.5
KarlAnthony Towns,3,0.0,0,0,3,10,0,57.1,7,2,100,3,4,8,11,28:39,-4,3,0,0,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,22.5
Jimmy Butler,5,66.7,3,0,2,5,2,52.9,17,1,50.0,10,9,4,25,38:16,-2,6,0,0,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,38.0
Jeff Teague,1,100,1,2,4,3,1,66.7,9,2,33.3,3,6,1,14,30:37,-6,4,0,1,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,25.0
Gorgui Dieng,2,0.0,0,0,1,1,0,85.7,7,0,100,2,6,1,14,19:21,-1,0,2,1,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,22.0
Nemanja Bjelica,2,100,1,0,3,5,1,100,1,1,100,2,1,4,5,19:26,0,2,0,1,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,16.0
Tyus Jones,1,0.0,0,0,1,0,0,100,1,0,50.0,2,1,0,3,17:23,1,1,0,0,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,3.5
Jamal Crawford,0,0.0,1,0,2,1,0,33.3,6,0,0.0,0,2,1,4,16:29,-6,2,0,1,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,11.0
Shabazz Muhammad,1,0.0,0,1,0,2,0,0.0,4,1,50.0,2,0,1,1,6:54,0,0,0,0,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,1.0
Cole Aldrich,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,NA
Aaron Brooks,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,NA
Marcus GeorgesHunt,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,NA
OG Anunoby,0,50.0,2,0,4,3,1,50.0,2,1,0.0,0,1,2,3,15:36,4,1,0,0,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,9.5
Serge Ibaka,1,40.0,5,1,3,6,2,54.5,11,0,50.0,2,6,6,15,34:03,7,3,1,0,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,30.5
Jonas Valanciunas,2,0.0,1,1,1,11,0,66.7,12,3,100,2,8,8,18,28:37,14,1,0,1,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,30.5
DeMar DeRozan,10,16.7,6,1,1,4,1,33.3,18,1,90.9,11,6,3,23,36:41,1,8,0,1,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,33.0
Kyle Lowry,5,33.3,6,1,1,3,2,40.0,10,0,100,5,4,3,15,33:57,9,9,0,0,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,29.5
Norman Powell,0,40.0,5,1,1,3,2,42.9,7,0,0.0,0,3,3,8,19:52,-1,0,1,1,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,20.0
Jakob Poeltl,0,0.0,0,1,4,4,0,85.7,7,4,0.0,0,6,0,12,19:23,-9,0,2,0,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,21.0
Delon Wright,2,0.0,1,0,0,1,0,0.0,4,0,100,2,0,1,2,16:35,-4,2,0,0,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,4.0
Pascal Siakam,1,0.0,0,1,1,2,0,33.3,3,0,33.3,3,1,2,3,13:57,-2,2,0,0,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,6.0
Fred VanVleet,1,33.3,3,1,2,2,1,57.1,7,0,100,1,4,2,10,21:19,6,2,0,0,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,15.0
Lorenzo Brown,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,NA
Alfonzo McKinnie,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,NA
Lucas Nogueira,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 30, 2018",746,27,30,23,24,19,32,27,31,109,104,"Phillips""""","Scott""""",Goldenberg,TORONTO,MIN,TOR,NA
LeBron James,1,28.6,7,4,2,6,2,45.0,20,0,50.0,2,9,6,21,37:45,-13,7,1,0,"JAN 30, 2018",747,27,36,21,30,33,26,30,36,125,114,"Collins""""","Fitzgerald""""",Petraitis,DETROIT,CLE,DET,39.5
Kevin Love,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,4:41,-4,0,0,0,"JAN 30, 2018",747,27,36,21,30,33,26,30,36,125,114,"Collins""""","Fitzgerald""""",Petraitis,DETROIT,CLE,DET,0.0
Tristan Thompson,0,0.0,0,1,4,10,0,44.4,9,3,0.0,0,4,7,8,26:49,-8,1,0,0,"JAN 30, 2018",747,27,36,21,30,33,26,30,36,125,114,"Collins""""","Fitzgerald""""",Petraitis,DETROIT,CLE,DET,18.5
JR Smith,0,0.0,4,0,3,5,0,20.0,10,2,0.0,0,2,3,4,24:14,-13,2,0,1,"JAN 30, 2018",747,27,36,21,30,33,26,30,36,125,114,"Collins""""","Fitzgerald""""",Petraitis,DETROIT,CLE,DET,15.0
Isaiah Thomas,12,25.0,4,6,3,3,1,30.0,10,0,92.3,13,3,3,19,32:47,-25,5,0,0,"JAN 30, 2018",747,27,36,21,30,33,26,30,36,125,114,"Collins""""","Fitzgerald""""",Petraitis,DETROIT,CLE,DET,13.5
Jae Crowder,0,40.0,5,1,1,3,2,37.5,8,0,0.0,0,3,3,8,26:30,-16,1,0,0,"JAN 30, 2018",747,27,36,21,30,33,26,30,36,125,114,"Collins""""","Fitzgerald""""",Petraitis,DETROIT,CLE,DET,15.5
Channing Frye,4,57.1,7,1,3,6,4,66.7,9,0,100,4,6,6,20,21:11,-3,0,2,0,"JAN 30, 2018",747,27,36,21,30,33,26,30,36,125,114,"Collins""""","Fitzgerald""""",Petraitis,DETROIT,CLE,DET,35.0
Dwyane Wade,5,100,1,2,2,8,1,75.0,8,2,55.6,9,6,6,18,28:02,15,5,1,0,"JAN 30, 2018",747,27,36,21,30,33,26,30,36,125,114,"Collins""""","Fitzgerald""""",Petraitis,DETROIT,CLE,DET,31.5
Kyle Korver,2,33.3,6,0,3,0,2,42.9,7,0,100,2,3,0,10,23:46,2,3,1,1,"JAN 30, 2018",747,27,36,21,30,33,26,30,36,125,114,"Collins""""","Fitzgerald""""",Petraitis,DETROIT,CLE,DET,22.5
Jeff Green,1,100,1,0,1,0,1,66.7,3,0,50.0,2,2,0,6,11:54,7,0,0,0,"JAN 30, 2018",747,27,36,21,30,33,26,30,36,125,114,"Collins""""","Fitzgerald""""",Petraitis,DETROIT,CLE,DET,7.0
Jose Calderon,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,2:21,3,0,0,0,"JAN 30, 2018",747,27,36,21,30,33,26,30,36,125,114,"Collins""""","Fitzgerald""""",Petraitis,DETROIT,CLE,DET,0.0
Derrick Rose,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 30, 2018",747,27,36,21,30,33,26,30,36,125,114,"Collins""""","Fitzgerald""""",Petraitis,DETROIT,CLE,DET,NA
Iman Shumpert,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 30, 2018",747,27,36,21,30,33,26,30,36,125,114,"Collins""""","Fitzgerald""""",Petraitis,DETROIT,CLE,DET,NA
Stanley Johnson,5,25.0,4,4,2,10,1,47.6,21,2,62.5,8,10,8,26,40:07,10,4,1,2,"JAN 30, 2018",747,27,36,21,30,33,26,30,36,125,114,"Collins""""","Fitzgerald""""",Petraitis,DETROIT,CLE,DET,44.0
Anthony Tolliver,5,50.0,6,0,3,4,3,66.7,9,0,100,5,6,4,20,37:17,21,4,1,2,"JAN 30, 2018",747,27,36,21,30,33,26,30,36,125,114,"Collins""""","Fitzgerald""""",Petraitis,DETROIT,CLE,DET,40.0
Andre Drummond,3,0.0,0,3,3,22,0,75.0,12,5,42.9,7,9,17,21,37:35,18,7,3,3,"JAN 30, 2018",747,27,36,21,30,33,26,30,36,125,114,"Collins""""","Fitzgerald""""",Petraitis,DETROIT,CLE,DET,65.5
Reggie Bullock,0,66.7,6,1,5,2,4,60.0,15,0,0.0,1,9,2,22,29:33,12,2,0,0,"JAN 30, 2018",747,27,36,21,30,33,26,30,36,125,114,"Collins""""","Fitzgerald""""",Petraitis,DETROIT,CLE,DET,34.0
Ish Smith,3,0.0,1,0,4,2,0,47.1,17,0,60.0,5,8,2,19,33:01,12,7,0,2,"JAN 30, 2018",747,27,36,21,30,33,26,30,36,125,114,"Collins""""","Fitzgerald""""",Petraitis,DETROIT,CLE,DET,34.5
Luke Kennard,0,0.0,1,1,3,4,0,40.0,5,1,0.0,0,2,3,4,21:44,0,1,0,0,"JAN 30, 2018",747,27,36,21,30,33,26,30,36,125,114,"Collins""""","Fitzgerald""""",Petraitis,DETROIT,CLE,DET,8.5
Dwight Buycks,2,100,1,1,5,0,1,57.1,7,0,100,2,4,0,11,14:59,-1,2,0,2,"JAN 30, 2018",747,27,36,21,30,33,26,30,36,125,114,"Collins""""","Fitzgerald""""",Petraitis,DETROIT,CLE,DET,19.0
Eric Moreland,0,0.0,0,0,2,2,0,100,1,0,0.0,0,1,2,2,5:49,-7,0,0,0,"JAN 30, 2018",747,27,36,21,30,33,26,30,36,125,114,"Collins""""","Fitzgerald""""",Petraitis,DETROIT,CLE,DET,4.0
Henry Ellenson,0,0.0,2,0,0,1,0,0.0,3,0,0.0,0,0,1,0,10:35,-5,2,0,0,"JAN 30, 2018",747,27,36,21,30,33,26,30,36,125,114,"Collins""""","Fitzgerald""""",Petraitis,DETROIT,CLE,DET,4.0
Langston Galloway,0,0.0,2,0,0,0,0,0.0,3,0,0.0,0,0,0,0,9:20,-5,1,0,1,"JAN 30, 2018",747,27,36,21,30,33,26,30,36,125,114,"Collins""""","Fitzgerald""""",Petraitis,DETROIT,CLE,DET,4.5
Reggie Hearn,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 30, 2018",747,27,36,21,30,33,26,30,36,125,114,"Collins""""","Fitzgerald""""",Petraitis,DETROIT,CLE,DET,NA
Jonathon Simmons,0,25.0,4,1,3,1,1,53.8,13,0,0.0,0,7,1,15,35:05,-15,3,1,0,"JAN 30, 2018",748,30,25,33,19,27,27,36,24,114,107,"Adams""""","Brown""""",Taylor,HOUSTON,ORL,HOU,24.5
Mario Hezonja,0,60.0,5,1,3,3,3,58.3,12,1,0.0,0,7,2,17,24:53,-13,2,1,0,"JAN 30, 2018",748,30,25,33,19,27,27,36,24,114,107,"Adams""""","Brown""""",Taylor,HOUSTON,ORL,HOU,31.0
Bismack Biyombo,0,0.0,0,0,3,6,0,57.1,7,3,0.0,0,4,3,8,21:03,-5,1,1,2,"JAN 30, 2018",748,30,25,33,19,27,27,36,24,114,107,"Adams""""","Brown""""",Taylor,HOUSTON,ORL,HOU,24.5
Evan Fournier,2,33.3,6,1,1,3,2,33.3,12,0,100,2,4,3,12,27:06,-4,5,0,1,"JAN 30, 2018",748,30,25,33,19,27,27,36,24,114,107,"Adams""""","Brown""""",Taylor,HOUSTON,ORL,HOU,26.5
Elfrid Payton,0,0.0,0,0,3,1,0,33.3,6,1,0.0,0,2,0,4,17:32,-1,2,0,2,"JAN 30, 2018",748,30,25,33,19,27,27,36,24,114,107,"Adams""""","Brown""""",Taylor,HOUSTON,ORL,HOU,14.0
Wes Iwundu,0,0.0,0,2,2,3,0,33.3,3,1,0.0,0,1,2,2,20:30,1,1,0,0,"JAN 30, 2018",748,30,25,33,19,27,27,36,24,114,107,"Adams""""","Brown""""",Taylor,HOUSTON,ORL,HOU,4.5
DJ Augustin,2,60.0,5,1,0,3,3,40.0,10,0,66.7,3,4,3,13,28:13,1,4,0,0,"JAN 30, 2018",748,30,25,33,19,27,27,36,24,114,107,"Adams""""","Brown""""",Taylor,HOUSTON,ORL,HOU,25.0
Marreese Speights,1,50.0,8,1,4,5,4,54.5,11,0,100,1,6,5,17,21:02,7,2,1,1,"JAN 30, 2018",748,30,25,33,19,27,27,36,24,114,107,"Adams""""","Brown""""",Taylor,HOUSTON,ORL,HOU,37.0
Shelvin Mack,3,100,2,1,1,6,2,100,5,1,75.0,4,5,5,15,24:48,-1,4,0,0,"JAN 30, 2018",748,30,25,33,19,27,27,36,24,114,107,"Adams""""","Brown""""",Taylor,HOUSTON,ORL,HOU,27.0
Arron Afflalo,0,0.0,1,1,2,1,0,33.3,3,0,0.0,0,1,1,2,14:45,0,2,0,0,"JAN 30, 2018",748,30,25,33,19,27,27,36,24,114,107,"Adams""""","Brown""""",Taylor,HOUSTON,ORL,HOU,5.0
Khem Birch,0,0.0,0,1,0,1,0,100,1,0,0.0,0,1,1,2,5:03,-5,0,0,0,"JAN 30, 2018",748,30,25,33,19,27,27,36,24,114,107,"Adams""""","Brown""""",Taylor,HOUSTON,ORL,HOU,2.0
Aaron Gordon,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"JAN 30, 2018",748,30,25,33,19,27,27,36,24,114,107,"Adams""""","Brown""""",Taylor,HOUSTON,ORL,HOU,NA
Luc Mbah,3,20.0,5,0,2,2,1,33.3,6,0,50.0,6,2,2,8,39:16,3,1,0,0,"JAN 30, 2018",748,30,25,33,19,27,27,36,24,114,107,"Adams""""","Brown""""",Taylor,HOUSTON,ORL,HOU,10.5
Ryan Anderson,2,66.7,3,2,1,3,2,60.0,5,0,100,2,3,3,10,32:55,8,1,0,0,"JAN 30, 2018",748,30,25,33,19,27,27,36,24,114,107,"Adams""""","Brown""""",Taylor,HOUSTON,ORL,HOU,14.5
Clint Capela,0,0.0,0,1,3,13,0,42.9,14,5,0.0,0,6,8,12,30:04,13,2,3,1,"JAN 30, 2018",748,30,25,33,19,27,27,36,24,114,107,"Adams""""","Brown""""",Taylor,HOUSTON,ORL,HOU,39.0
Eric Gordon,0,0.0,1,0,0,0,0,0.0,2,0,0.0,0,0,0,0,10:15,5,0,0,0,"JAN 30, 2018",748,30,25,33,19,27,27,36,24,114,107,"Adams""""","Brown""""",Taylor,HOUSTON,ORL,HOU,0.0
James Harden,17,35.7,14,5,2,10,5,63.3,30,2,94.4,18,19,8,60,46:26,7,11,1,4,"JAN 30, 2018",748,30,25,33,19,27,27,36,24,114,107,"Adams""""","Brown""""",Taylor,HOUSTON,ORL,HOU,89.5
Gerald Green,1,28.6,7,2,2,6,2,36.4,11,1,50.0,2,4,5,11,32:12,2,0,1,0,"JAN 30, 2018",748,30,25,33,19,27,27,36,24,114,107,"Adams""""","Brown""""",Taylor,HOUSTON,ORL,HOU,21.0
PJ Tucker,0,60.0,5,1,3,3,3,60.0,5,0,0.0,0,3,3,9,35:41,3,1,0,0,"JAN 30, 2018",748,30,25,33,19,27,27,36,24,114,107,"Adams""""","Brown""""",Taylor,HOUSTON,ORL,HOU,18.5
Nene nan,0,0.0,0,1,2,3,0,50.0,4,0,0.0,0,2,3,4,13:11,-6,1,0,0,"JAN 30, 2018",748,30,25,33,19,27,27,36,24,114,107,"Adams""""","Brown""""",Taylor,HOUSTON,ORL,HOU,7.5
Tarik Black,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 30, 2018",748,30,25,33,19,27,27,36,24,114,107,"Adams""""","Brown""""",Taylor,HOUSTON,ORL,HOU,NA
Markel Brown,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 30, 2018",748,30,25,33,19,27,27,36,24,114,107,"Adams""""","Brown""""",Taylor,HOUSTON,ORL,HOU,NA
Chris Paul,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"JAN 30, 2018",748,30,25,33,19,27,27,36,24,114,107,"Adams""""","Brown""""",Taylor,HOUSTON,ORL,HOU,NA
Justin Jackson,1,0.0,0,0,2,3,0,50.0,4,1,100,1,2,2,5,17:42,9,2,0,1,"JAN 30, 2018",749,25,36,29,24,29,33,23,18,103,114,"Smith""""","Spooner""""",Nansel,SACRAMENTO,SAC,NOP,13.0
Zach Randolph,1,50.0,6,4,2,12,3,47.8,23,3,50.0,2,11,9,26,32:15,18,2,0,1,"JAN 30, 2018",749,25,36,29,24,29,33,23,18,103,114,"Smith""""","Spooner""""",Nansel,SACRAMENTO,SAC,NOP,45.0
Kosta Koufos,3,0.0,0,0,2,17,0,58.3,12,7,75.0,4,7,10,17,37:25,17,2,0,2,"JAN 30, 2018",749,25,36,29,24,29,33,23,18,103,114,"Smith""""","Spooner""""",Nansel,SACRAMENTO,SAC,NOP,40.0
Bogdan Bogdanovic,0,33.3,3,0,1,1,1,37.5,8,0,0.0,0,3,1,7,18:16,9,2,0,1,"JAN 30, 2018",749,25,36,29,24,29,33,23,18,103,114,"Smith""""","Spooner""""",Nansel,SACRAMENTO,SAC,NOP,16.0
DeAaron Fox,2,33.3,3,3,2,6,1,42.9,14,3,100,2,6,3,15,27:12,9,4,0,1,"JAN 30, 2018",749,25,36,29,24,29,33,23,18,103,114,"Smith""""","Spooner""""",Nansel,SACRAMENTO,SAC,NOP,27.0
Buddy Hield,0,0.0,4,1,0,1,0,44.4,9,0,0.0,0,4,1,8,21:41,-2,0,0,0,"JAN 30, 2018",749,25,36,29,24,29,33,23,18,103,114,"Smith""""","Spooner""""",Nansel,SACRAMENTO,SAC,NOP,8.0
Garrett Temple,2,60.0,5,2,3,2,3,41.7,12,0,100,2,5,2,15,31:55,2,6,0,1,"JAN 30, 2018",749,25,36,29,24,29,33,23,18,103,114,"Smith""""","Spooner""""",Nansel,SACRAMENTO,SAC,NOP,31.0
George Hill,3,50.0,2,0,3,0,1,62.5,8,0,100,3,5,0,14,27:31,6,0,0,0,"JAN 30, 2018",749,25,36,29,24,29,33,23,18,103,114,"Smith""""","Spooner""""",Nansel,SACRAMENTO,SAC,NOP,13.0
Georgios Papagiannis,0,0.0,0,1,2,2,0,50.0,2,0,0.0,0,1,2,2,10:35,-6,4,1,0,"JAN 30, 2018",749,25,36,29,24,29,33,23,18,103,114,"Smith""""","Spooner""""",Nansel,SACRAMENTO,SAC,NOP,12.0
Vince Carter,0,33.3,3,3,4,5,1,40.0,5,0,0.0,0,2,5,5,15:28,-7,0,0,0,"JAN 30, 2018",749,25,36,29,24,29,33,23,18,103,114,"Smith""""","Spooner""""",Nansel,SACRAMENTO,SAC,NOP,9.0
Malachi Richardson,NA,NA,NA,NA,NA,NA,NA,NA,REST,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"JAN 30, 2018",749,25,36,29,24,29,33,23,18,103,114,"Smith""""","Spooner""""",Nansel,SACRAMENTO,SAC,NOP,NA
JaKarr Sampson,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 30, 2018",749,25,36,29,24,29,33,23,18,103,114,"Smith""""","Spooner""""",Nansel,SACRAMENTO,SAC,NOP,NA
ETwaun Moore,1,33.3,3,1,3,4,1,42.9,7,0,50.0,2,3,4,8,29:02,-1,2,0,1,"JAN 30, 2018",749,25,36,29,24,29,33,23,18,103,114,"Smith""""","Spooner""""",Nansel,SACRAMENTO,SAC,NOP,18.0
Dante Cunningham,0,0.0,1,1,0,1,0,66.7,3,1,0.0,0,2,0,4,9:52,0,1,0,0,"JAN 30, 2018",749,25,36,29,24,29,33,23,18,103,114,"Smith""""","Spooner""""",Nansel,SACRAMENTO,SAC,NOP,5.5
Anthony Davis,9,66.7,3,4,1,13,2,37.5,16,0,90.0,10,6,13,23,36:25,-13,5,6,1,"JAN 30, 2018",749,25,36,29,24,29,33,23,18,103,114,"Smith""""","Spooner""""",Nansel,SACRAMENTO,SAC,NOP,55.5
Jrue Holiday,2,16.7,6,2,1,0,1,45.0,20,0,100,2,9,0,21,34:28,-6,6,1,2,"JAN 30, 2018",749,25,36,29,24,29,33,23,18,103,114,"Smith""""","Spooner""""",Nansel,SACRAMENTO,SAC,NOP,37.0
