+/-,1st Qtr A,1st Qtr H,2nd Qtr A,2nd Qtr H,3P%,3PA,3PM,3rd Qtr A,3rd Qtr H,4th Qtr A,4th Qtr H,AST,Away,BLK,DREB,FG%,FGA,FGM,FT%,FTA,FTM,Fantasy Score,Game,Home,MIN,OREB,PF,PTS,REB,Ref1,Ref2,Ref3,STL,TOV,Total A,Total H,W/L
3,25,31,27,31,0.0,0,0,21,29,23,23,1,IND,0,0,100,1,1,0.0,0,0,2.5,109,POR,8:34,0,0,2,0,"Zielinski""""","Brown""""",Workman,0,1,114,96,PORTLAND
1,25,31,27,31,0.0,0,0,21,29,23,23,0,IND,0,1,0.0,0,0,0.0,0,0,1.0,109,POR,3:51,0,0,0,1,"Zielinski""""","Brown""""",Workman,0,0,114,96,PORTLAND
1,25,31,27,31,0.0,0,0,21,29,23,23,0,IND,0,1,100,2,2,50.0,2,1,4.0,109,POR,3:51,0,1,5,1,"Zielinski""""","Brown""""",Workman,0,1,114,96,PORTLAND
5,25,31,27,31,0.0,0,0,21,29,23,23,0,IND,0,0,0.0,0,0,0.0,0,0,0.0,109,POR,2:24,0,0,0,0,"Zielinski""""","Brown""""",Workman,0,0,114,96,PORTLAND
-4,21,24,29,22,0.0,2,0,22,23,20,33,0,PHI,0,6,37.5,8,3,100,9,9,20.0,109,BOS,32:45,2,3,15,8,"Kogut""""","Fitzgerald""""",Holtkamp,3,3,102,92,BOSTON
5,21,24,29,22,42.9,7,3,22,23,20,33,3,PHI,0,6,31.3,16,5,100,4,4,31.5,109,BOS,36:25,3,2,17,9,"Kogut""""","Fitzgerald""""",Holtkamp,1,4,102,92,BOSTON
-3,21,24,29,22,0.0,0,0,22,23,20,33,2,PHI,0,3,62.5,8,5,0.0,1,0,20.0,109,BOS,13:39,5,5,10,8,"Kogut""""","Fitzgerald""""",Holtkamp,0,1,102,92,BOSTON
15,21,24,29,22,25.0,4,1,22,23,20,33,0,PHI,2,8,30.8,13,4,0.0,3,0,25.0,109,BOS,36:56,0,2,9,8,"Kogut""""","Fitzgerald""""",Holtkamp,0,0,102,92,BOSTON
2,21,24,29,22,25.0,4,1,22,23,20,33,4,PHI,2,4,41.2,17,7,85.7,7,6,30.0,109,BOS,35:48,2,4,21,6,"Kogut""""","Fitzgerald""""",Holtkamp,0,5,102,92,BOSTON
0,21,24,29,22,0.0,1,0,22,23,20,33,1,PHI,0,2,0.0,1,0,0.0,0,0,6.5,109,BOS,10:39,1,2,0,3,"Kogut""""","Fitzgerald""""",Holtkamp,1,1,102,92,BOSTON
6,21,24,29,22,33.3,6,2,22,23,20,33,2,PHI,0,6,54.5,11,6,0.0,3,0,26.0,109,BOS,30:29,1,2,14,7,"Kogut""""","Fitzgerald""""",Holtkamp,0,2,102,92,BOSTON
-2,21,24,29,22,0.0,1,0,22,23,20,33,0,PHI,0,2,0.0,2,0,0.0,0,0,2.0,109,BOS,6:58,0,1,0,2,"Kogut""""","Fitzgerald""""",Holtkamp,0,0,102,92,BOSTON
16,21,24,29,22,100,2,2,22,23,20,33,4,PHI,0,2,80.0,5,4,0.0,0,0,21.0,109,BOS,19:26,0,0,10,2,"Kogut""""","Fitzgerald""""",Holtkamp,0,1,102,92,BOSTON
4,21,24,29,22,100,1,1,22,23,20,33,0,PHI,0,1,50.0,2,1,0.0,0,0,4.0,109,BOS,3:18,0,2,3,1,"Kogut""""","Fitzgerald""""",Holtkamp,0,2,102,92,BOSTON
11,21,24,29,22,0.0,1,0,22,23,20,33,0,PHI,0,1,0.0,1,0,60.0,5,3,1.0,109,BOS,13:38,0,1,3,1,"Kogut""""","Fitzgerald""""",Holtkamp,0,0,102,92,BOSTON
NA,21,24,29,22,NA,NA,NA,22,23,20,33,NA,PHI,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,BOS,DNP,NA,NA,NA,NA,"Kogut""""","Fitzgerald""""",Holtkamp,NA,NA,102,92,BOSTON
-14,21,24,29,22,57.1,7,4,22,23,20,33,4,PHI,0,0,43.8,16,7,100,1,1,32.0,109,BOS,35:53,0,1,19,0,"Kogut""""","Fitzgerald""""",Holtkamp,0,0,102,92,BOSTON
-11,21,24,29,22,33.3,6,2,22,23,20,33,2,PHI,0,0,50.0,10,5,0.0,0,0,22.0,109,BOS,27:07,2,5,12,2,"Kogut""""","Fitzgerald""""",Holtkamp,1,2,102,92,BOSTON
-4,21,24,29,22,0.0,6,0,22,23,20,33,3,PHI,1,12,25.0,16,4,100,3,3,32.5,109,BOS,28:02,2,1,11,14,"Kogut""""","Fitzgerald""""",Holtkamp,2,3,102,92,BOSTON
-9,21,24,29,22,66.7,6,4,22,23,20,33,1,PHI,1,1,58.3,12,7,0.0,0,0,31.5,109,BOS,30:27,0,4,18,1,"Kogut""""","Fitzgerald""""",Holtkamp,0,0,102,92,BOSTON
-7,21,24,29,22,0.0,0,0,22,23,20,33,5,PHI,1,8,36.4,11,4,50.0,6,3,25.5,109,BOS,36:54,3,2,11,11,"Kogut""""","Fitzgerald""""",Holtkamp,0,4,102,92,BOSTON
-1,21,24,29,22,0.0,0,0,22,23,20,33,1,PHI,0,1,0.0,2,0,0.0,0,0,3.5,109,BOS,11:23,1,1,0,2,"Kogut""""","Fitzgerald""""",Holtkamp,0,0,102,92,BOSTON
2,21,24,29,22,0.0,4,0,22,23,20,33,2,PHI,0,6,40.0,10,4,50.0,2,1,18.0,109,BOS,23:41,4,5,9,10,"Kogut""""","Fitzgerald""""",Holtkamp,1,6,102,92,BOSTON
-7,21,24,29,22,0.0,0,0,22,23,20,33,1,PHI,1,2,22.2,9,2,100,2,2,11.5,109,BOS,16:53,1,4,6,3,"Kogut""""","Fitzgerald""""",Holtkamp,0,0,102,92,BOSTON
-3,21,24,29,22,0.0,1,0,22,23,20,33,0,PHI,2,3,50.0,2,1,100,2,2,11.0,109,BOS,12:19,1,5,4,4,"Kogut""""","Fitzgerald""""",Holtkamp,0,1,102,92,BOSTON
8,21,24,29,22,0.0,2,0,22,23,20,33,1,PHI,1,0,25.0,4,1,0.0,0,0,6.5,109,BOS,14:17,0,2,2,0,"Kogut""""","Fitzgerald""""",Holtkamp,0,0,102,92,BOSTON
-4,21,24,29,22,0.0,0,0,22,23,20,33,0,PHI,0,0,0.0,0,0,0.0,0,0,0.0,109,BOS,3:04,0,0,0,0,"Kogut""""","Fitzgerald""""",Holtkamp,0,0,102,92,BOSTON
NA,21,24,29,22,NA,NA,NA,22,23,20,33,NA,PHI,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,BOS,DNP,NA,NA,NA,NA,"Kogut""""","Fitzgerald""""",Holtkamp,NA,NA,102,92,BOSTON
NA,21,24,29,22,NA,NA,NA,22,23,20,33,NA,PHI,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,BOS,DNP,NA,NA,NA,NA,"Kogut""""","Fitzgerald""""",Holtkamp,NA,NA,102,92,BOSTON
-3,29,31,29,34,100,1,1,33,16,24,30,2,WAS,1,3,100,3,3,75.0,4,3,18.0,109,DET,23:42,0,3,10,3,"Corbin""""","Blair""""",Cutler,0,0,111,115,WASHINGTON
2,29,31,29,34,100,1,1,33,16,24,30,1,WAS,1,2,50.0,10,5,80.0,5,4,20.5,109,DET,33:41,1,2,15,3,"Corbin""""","Blair""""",Cutler,0,0,111,115,WASHINGTON
-7,29,31,29,34,0.0,0,0,33,16,24,30,2,WAS,1,6,44.4,9,4,100,1,1,25.0,109,DET,26:22,6,6,9,12,"Corbin""""","Blair""""",Cutler,0,1,111,115,WASHINGTON
-11,29,31,29,34,50.0,6,3,33,16,24,30,2,WAS,1,1,46.2,13,6,75.0,4,3,24.0,109,DET,32:58,1,3,18,2,"Corbin""""","Blair""""",Cutler,0,5,111,115,WASHINGTON
8,29,31,29,34,42.9,7,3,33,16,24,30,5,WAS,5,4,38.1,21,8,100,2,2,46.5,109,DET,31:47,0,5,21,4,"Corbin""""","Blair""""",Cutler,0,5,111,115,WASHINGTON
9,29,31,29,34,0.0,0,0,33,16,24,30,1,WAS,0,1,50.0,8,4,100,2,2,13.5,109,DET,32:01,0,3,10,1,"Corbin""""","Blair""""",Cutler,1,0,111,115,WASHINGTON
2,29,31,29,34,50.0,2,1,33,16,24,30,1,WAS,0,2,66.7,3,2,0.0,0,0,10.5,109,DET,12:13,0,3,5,2,"Corbin""""","Blair""""",Cutler,0,0,111,115,WASHINGTON
-12,29,31,29,34,0.0,2,0,33,16,24,30,3,WAS,1,1,50.0,12,6,0.0,2,0,18.5,109,DET,16:13,2,3,12,3,"Corbin""""","Blair""""",Cutler,0,4,111,115,WASHINGTON
-8,29,31,29,34,0.0,0,0,33,16,24,30,0,WAS,0,3,0.0,0,0,0.0,0,0,1.0,109,DET,12:23,0,3,0,3,"Corbin""""","Blair""""",Cutler,0,2,111,115,WASHINGTON
0,29,31,29,34,25.0,4,1,33,16,24,30,2,WAS,2,0,62.5,8,5,0.0,0,0,20.0,109,DET,18:40,0,1,11,0,"Corbin""""","Blair""""",Cutler,0,2,111,115,WASHINGTON
NA,29,31,29,34,NA,NA,NA,33,16,24,30,NA,WAS,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,DET,DNP,NA,NA,NA,NA,"Corbin""""","Blair""""",Cutler,NA,NA,111,115,WASHINGTON
NA,29,31,29,34,NA,NA,NA,33,16,24,30,NA,WAS,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,DET,DNP,NA,NA,NA,NA,"Corbin""""","Blair""""",Cutler,NA,NA,111,115,WASHINGTON
10,29,31,29,34,0.0,2,0,33,16,24,30,0,WAS,2,6,20.0,5,1,100,2,2,14.0,109,DET,35:55,1,3,4,7,"Corbin""""","Blair""""",Cutler,0,1,111,115,WASHINGTON
6,29,31,29,34,50.0,4,2,33,16,24,30,3,WAS,4,7,57.9,19,11,100,4,4,55.5,109,DET,37:50,2,2,28,9,"Corbin""""","Blair""""",Cutler,1,1,111,115,WASHINGTON
3,29,31,29,34,0.0,0,0,33,16,24,30,1,WAS,1,7,66.7,6,4,50.0,4,2,21.5,109,DET,34:35,2,5,10,9,"Corbin""""","Blair""""",Cutler,0,0,111,115,WASHINGTON
15,29,31,29,34,33.3,3,1,33,16,24,30,4,WAS,0,4,50.0,18,9,85.7,7,6,38.0,109,DET,34:52,0,4,25,4,"Corbin""""","Blair""""",Cutler,3,2,111,115,WASHINGTON
4,29,31,29,34,33.3,3,1,33,16,24,30,10,WAS,1,3,66.7,12,8,81.8,11,9,38.0,109,DET,33:34,0,1,26,3,"Corbin""""","Blair""""",Cutler,2,8,111,115,WASHINGTON
-10,29,31,29,34,0.0,0,0,33,16,24,30,1,WAS,0,0,75.0,4,3,100,2,2,10.5,109,DET,20:42,0,0,8,0,"Corbin""""","Blair""""",Cutler,1,0,111,115,WASHINGTON
-7,29,31,29,34,66.7,3,2,33,16,24,30,0,WAS,1,1,40.0,5,2,100,3,3,13.0,109,DET,15:02,0,0,9,1,"Corbin""""","Blair""""",Cutler,0,1,111,115,WASHINGTON
-1,29,31,29,34,0.0,0,0,33,16,24,30,2,WAS,1,1,66.7,3,2,50.0,2,1,13.0,109,DET,13:04,2,1,5,3,"Corbin""""","Blair""""",Cutler,0,0,111,115,WASHINGTON
0,29,31,29,34,0.0,2,0,33,16,24,30,4,WAS,2,1,0.0,3,0,0.0,0,0,10.0,109,DET,14:26,0,2,0,1,"Corbin""""","Blair""""",Cutler,0,3,111,115,WASHINGTON
NA,29,31,29,34,NA,NA,NA,33,16,24,30,NA,WAS,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,DET,DNP,NA,NA,NA,NA,"Corbin""""","Blair""""",Cutler,NA,NA,111,115,WASHINGTON
NA,29,31,29,34,NA,NA,NA,33,16,24,30,NA,WAS,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,DET,DNP,NA,NA,NA,NA,"Corbin""""","Blair""""",Cutler,NA,NA,111,115,WASHINGTON
NA,29,31,29,34,NA,NA,NA,33,16,24,30,NA,WAS,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,DET,DNP,NA,NA,NA,NA,"Corbin""""","Blair""""",Cutler,NA,NA,111,115,WASHINGTON
NA,29,31,29,34,NA,NA,NA,33,16,24,30,NA,WAS,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,DET,DNP,NA,NA,NA,NA,"Corbin""""","Blair""""",Cutler,NA,NA,111,115,WASHINGTON
13,25,25,24,30,50.0,4,2,24,31,24,30,8,MIL,1,4,62.5,16,10,100,2,2,44.0,109,CLE,37:25,1,2,24,5,"Davis""""","Tiven""""",Petraitis,1,5,116,97,CLEVELAND
4,25,25,24,30,100,2,2,24,31,24,30,1,MIL,1,4,75.0,8,6,0.0,0,0,26.5,109,CLE,25:14,0,1,14,4,"Davis""""","Tiven""""",Petraitis,0,0,116,97,CLEVELAND
-2,25,25,24,30,0.0,3,0,24,31,24,30,6,MIL,0,10,41.7,12,5,100,7,7,33.0,109,CLE,26:50,2,2,17,12,"Davis""""","Tiven""""",Petraitis,2,4,116,97,CLEVELAND
-2,25,25,24,30,0.0,1,0,24,31,24,30,3,MIL,1,2,28.6,7,2,0.0,0,0,10.5,109,CLE,26:15,0,3,4,2,"Davis""""","Tiven""""",Petraitis,0,3,116,97,CLEVELAND
9,25,25,24,30,0.0,0,0,24,31,24,30,1,MIL,2,1,75.0,4,3,100,6,6,14.5,109,CLE,22:53,1,0,12,2,"Davis""""","Tiven""""",Petraitis,0,1,116,97,CLEVELAND
15,25,25,24,30,16.7,6,1,24,31,24,30,2,MIL,0,4,27.3,11,3,0.0,0,0,14.0,109,CLE,22:37,0,1,7,4,"Davis""""","Tiven""""",Petraitis,0,2,116,97,CLEVELAND
16,25,25,24,30,0.0,0,0,24,31,24,30,0,MIL,0,5,66.7,6,4,0.0,0,0,16.0,109,CLE,24:12,3,0,8,8,"Davis""""","Tiven""""",Petraitis,0,0,116,97,CLEVELAND
3,25,25,24,30,0.0,1,0,24,31,24,30,1,MIL,1,1,0.0,1,0,0.0,0,0,5.5,109,CLE,13:58,1,1,0,2,"Davis""""","Tiven""""",Petraitis,0,1,116,97,CLEVELAND
10,25,25,24,30,0.0,2,0,24,31,24,30,1,MIL,1,0,57.1,7,4,100,2,2,12.5,109,CLE,17:39,1,1,10,1,"Davis""""","Tiven""""",Petraitis,0,1,116,97,CLEVELAND
14,25,25,24,30,83.3,6,5,24,31,24,30,1,MIL,1,3,75.0,8,6,0.0,0,0,34.5,109,CLE,19:15,0,0,17,3,"Davis""""","Tiven""""",Petraitis,0,0,116,97,CLEVELAND
5,25,25,24,30,0.0,0,0,24,31,24,30,0,MIL,0,0,0.0,0,0,0.0,0,0,0.0,109,CLE,1:14,0,0,0,0,"Davis""""","Tiven""""",Petraitis,0,0,116,97,CLEVELAND
5,25,25,24,30,0.0,0,0,24,31,24,30,0,MIL,0,0,0.0,0,0,0.0,0,0,0.0,109,CLE,1:14,0,0,0,0,"Davis""""","Tiven""""",Petraitis,0,0,116,97,CLEVELAND
5,25,25,24,30,100,1,1,24,31,24,30,1,MIL,0,1,100,1,1,0.0,0,0,7.5,109,CLE,1:14,0,0,3,1,"Davis""""","Tiven""""",Petraitis,0,0,116,97,CLEVELAND
-4,25,25,24,30,0.0,5,0,24,31,24,30,5,MIL,0,3,30.0,10,3,100,2,2,13.5,109,CLE,35:19,0,4,8,3,"Davis""""","Tiven""""",Petraitis,0,3,116,97,CLEVELAND
-17,25,25,24,30,0.0,1,0,24,31,24,30,8,MIL,3,6,68.2,22,15,66.7,6,4,60.0,109,CLE,38:32,2,2,34,8,"Davis""""","Tiven""""",Petraitis,1,2,116,97,CLEVELAND
-3,25,25,24,30,100,1,1,24,31,24,30,0,MIL,0,2,60.0,5,3,0.0,0,0,15.0,109,CLE,16:59,1,3,7,3,"Davis""""","Tiven""""",Petraitis,1,0,116,97,CLEVELAND
-5,25,25,24,30,42.9,7,3,24,31,24,30,3,MIL,1,2,42.9,7,3,0.0,0,0,24.5,109,CLE,31:37,0,1,9,2,"Davis""""","Tiven""""",Petraitis,0,0,116,97,CLEVELAND
-15,25,25,24,30,44.4,9,4,24,31,24,30,1,MIL,2,2,50.0,12,6,0.0,0,0,31.5,109,CLE,33:37,0,2,16,2,"Davis""""","Tiven""""",Petraitis,0,2,116,97,CLEVELAND
-15,25,25,24,30,0.0,0,0,24,31,24,30,0,MIL,0,3,50.0,8,4,0.0,0,0,11.0,109,CLE,18:08,3,1,8,6,"Davis""""","Tiven""""",Petraitis,0,3,116,97,CLEVELAND
-5,25,25,24,30,33.3,3,1,24,31,24,30,5,MIL,0,2,20.0,5,1,0.0,0,0,11.5,109,CLE,24:14,0,3,3,2,"Davis""""","Tiven""""",Petraitis,0,3,116,97,CLEVELAND
-1,25,25,24,30,25.0,4,1,24,31,24,30,0,MIL,0,0,25.0,4,1,0.0,0,0,5.0,109,CLE,8:45,0,0,3,0,"Davis""""","Tiven""""",Petraitis,0,0,116,97,CLEVELAND
-11,25,25,24,30,0.0,3,0,24,31,24,30,1,MIL,3,2,0.0,4,0,100,2,2,12.5,109,CLE,16:23,0,0,2,2,"Davis""""","Tiven""""",Petraitis,0,0,116,97,CLEVELAND
-5,25,25,24,30,0.0,0,0,24,31,24,30,0,MIL,0,0,100,1,1,100,2,2,3.0,109,CLE,8:15,2,1,4,2,"Davis""""","Tiven""""",Petraitis,0,1,116,97,CLEVELAND
-4,25,25,24,30,100,1,1,24,31,24,30,0,MIL,0,0,33.3,3,1,0.0,0,0,5.0,109,CLE,5:43,0,0,3,0,"Davis""""","Tiven""""",Petraitis,0,0,116,97,CLEVELAND
-5,25,25,24,30,0.0,1,0,24,31,24,30,0,MIL,0,0,0.0,1,0,0.0,0,0,0.0,109,CLE,1:14,0,0,0,0,"Davis""""","Tiven""""",Petraitis,0,0,116,97,CLEVELAND
-5,25,25,24,30,0.0,0,0,24,31,24,30,0,MIL,0,0,0.0,0,0,0.0,0,0,0.0,109,CLE,1:14,0,0,0,0,"Davis""""","Tiven""""",Petraitis,0,0,116,97,CLEVELAND
-3,29,27,29,28,33.3,6,2,31,36,37,30,5,BKN,2,7,38.1,21,8,100,4,4,42.5,109,ORL,35:39,2,3,22,9,"Goble""""","Taylor""""",Acosta,0,2,121,126,BROOKLYN
-3,29,27,29,28,100,1,1,31,36,37,30,3,BKN,2,1,80.0,5,4,0.0,0,0,21.5,109,ORL,22:39,0,3,9,1,"Goble""""","Taylor""""",Acosta,1,4,121,126,BROOKLYN
15,29,27,29,28,75.0,8,6,31,36,37,30,3,BKN,0,11,77.3,22,17,50.0,2,1,64.5,109,ORL,35:12,1,5,41,12,"Goble""""","Taylor""""",Acosta,0,4,121,126,BROOKLYN
6,29,27,29,28,50.0,4,2,31,36,37,30,2,BKN,1,4,44.4,9,4,100,1,1,26.0,109,ORL,30:16,2,3,11,6,"Goble""""","Taylor""""",Acosta,0,0,121,126,BROOKLYN
10,29,27,29,28,0.0,1,0,31,36,37,30,4,BKN,1,1,33.3,6,2,0.0,0,0,12.0,109,ORL,14:29,0,0,4,1,"Goble""""","Taylor""""",Acosta,0,2,121,126,BROOKLYN
0,29,27,29,28,50.0,2,1,31,36,37,30,1,BKN,1,2,20.0,5,1,0.0,0,0,11.5,109,ORL,15:35,1,3,3,3,"Goble""""","Taylor""""",Acosta,0,1,121,126,BROOKLYN
-8,29,27,29,28,66.7,3,2,31,36,37,30,1,BKN,0,0,50.0,6,3,100,2,2,12.5,109,ORL,21:46,1,2,10,1,"Goble""""","Taylor""""",Acosta,0,2,121,126,BROOKLYN
-8,29,27,29,28,66.7,3,2,31,36,37,30,5,BKN,1,1,60.0,5,3,100,2,2,22.5,109,ORL,23:09,1,3,10,2,"Goble""""","Taylor""""",Acosta,0,2,121,126,BROOKLYN
-20,29,27,29,28,0.0,0,0,31,36,37,30,0,BKN,0,1,50.0,2,1,100,1,1,4.0,109,ORL,12:48,0,3,3,1,"Goble""""","Taylor""""",Acosta,1,2,121,126,BROOKLYN
-3,29,27,29,28,0.0,2,0,31,36,37,30,3,BKN,0,2,0.0,3,0,66.7,3,2,9.5,109,ORL,14:56,0,1,2,2,"Goble""""","Taylor""""",Acosta,1,0,121,126,BROOKLYN
-5,29,27,29,28,100,1,1,31,36,37,30,0,BKN,0,1,50.0,2,1,0.0,0,0,6.0,109,ORL,3:24,1,0,3,2,"Goble""""","Taylor""""",Acosta,0,1,121,126,BROOKLYN
-6,29,27,29,28,50.0,2,1,31,36,37,30,3,BKN,1,0,33.3,3,1,0.0,0,0,10.5,109,ORL,10:07,0,1,3,0,"Goble""""","Taylor""""",Acosta,0,2,121,126,BROOKLYN
NA,29,27,29,28,NA,NA,NA,31,36,37,30,NA,BKN,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,ORL,DNP,NA,NA,NA,NA,"Goble""""","Taylor""""",Acosta,NA,NA,121,126,BROOKLYN
-5,29,27,29,28,75.0,4,3,31,36,37,30,2,BKN,2,7,66.7,9,6,100,2,2,37.0,109,ORL,27:34,1,2,17,8,"Goble""""","Taylor""""",Acosta,0,1,121,126,BROOKLYN
1,29,27,29,28,0.0,1,0,31,36,37,30,1,BKN,3,3,50.0,10,5,71.4,7,5,33.5,109,ORL,24:57,1,0,15,4,"Goble""""","Taylor""""",Acosta,3,0,121,126,BROOKLYN
-1,29,27,29,28,0.0,1,0,31,36,37,30,0,BKN,0,3,40.0,5,2,0.0,0,0,9.0,109,ORL,15:44,3,0,4,6,"Goble""""","Taylor""""",Acosta,0,1,121,126,BROOKLYN
-7,29,27,29,28,25.0,4,1,31,36,37,30,2,BKN,0,1,20.0,5,1,100,6,6,11.0,109,ORL,22:51,0,0,9,1,"Goble""""","Taylor""""",Acosta,1,1,121,126,BROOKLYN
-7,29,27,29,28,0.0,3,0,31,36,37,30,6,BKN,3,2,50.0,16,8,50.0,2,1,29.0,109,ORL,25:26,1,3,17,3,"Goble""""","Taylor""""",Acosta,0,8,121,126,BROOKLYN
0,29,27,29,28,0.0,0,0,31,36,37,30,2,BKN,0,6,54.5,11,6,62.5,8,5,24.0,109,ORL,21:40,5,3,17,11,"Goble""""","Taylor""""",Acosta,0,2,121,126,BROOKLYN
12,29,27,29,28,0.0,4,0,31,36,37,30,2,BKN,2,1,36.4,11,4,33.3,3,1,18.0,109,ORL,27:18,0,2,9,1,"Goble""""","Taylor""""",Acosta,1,3,121,126,BROOKLYN
4,29,27,29,28,100,1,1,31,36,37,30,1,BKN,0,4,100,1,1,0.0,0,0,9.5,109,ORL,16:44,0,2,3,4,"Goble""""","Taylor""""",Acosta,0,1,121,126,BROOKLYN
12,29,27,29,28,40.0,5,2,31,36,37,30,5,BKN,2,2,40.0,15,6,66.7,3,2,35.5,109,ORL,24:43,3,1,16,5,"Goble""""","Taylor""""",Acosta,0,1,121,126,BROOKLYN
9,29,27,29,28,50.0,4,2,31,36,37,30,1,BKN,0,2,66.7,6,4,0.0,0,0,18.5,109,ORL,18:28,1,1,10,3,"Goble""""","Taylor""""",Acosta,0,0,121,126,BROOKLYN
7,29,27,29,28,0.0,0,0,31,36,37,30,0,BKN,1,2,100,3,3,75.0,4,3,14.0,109,ORL,14:36,0,3,9,2,"Goble""""","Taylor""""",Acosta,1,0,121,126,BROOKLYN
NA,29,27,29,28,NA,NA,NA,31,36,37,30,NA,BKN,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,ORL,DNP,NA,NA,NA,NA,"Goble""""","Taylor""""",Acosta,NA,NA,121,126,BROOKLYN
NA,29,27,29,28,NA,NA,NA,31,36,37,30,NA,BKN,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,ORL,DNP,NA,NA,NA,NA,"Goble""""","Taylor""""",Acosta,NA,NA,121,126,BROOKLYN
-3,19,16,27,26,80.0,5,4,24,23,30,32,3,MIN,2,3,62.5,8,5,0.0,0,0,34.5,109,UTA,34:23,0,2,14,3,"Richardson""""","Guthrie""""",Goble,0,1,97,100,MINNESOTA
13,19,16,27,26,0.0,1,0,24,23,30,32,3,MIN,0,4,53.3,15,8,0.0,0,0,23.5,109,UTA,28:44,0,2,16,4,"Richardson""""","Guthrie""""",Goble,1,4,97,100,MINNESOTA
-15,19,16,27,26,0.0,0,0,24,23,30,32,0,MIN,2,9,50.0,10,5,0.0,0,0,32.0,109,UTA,32:58,4,2,10,13,"Richardson""""","Guthrie""""",Goble,2,3,97,100,MINNESOTA
10,19,16,27,26,42.9,7,3,24,23,30,32,4,MIN,1,1,58.3,12,7,100,3,3,31.0,109,UTA,23:45,0,2,20,1,"Richardson""""","Guthrie""""",Goble,0,2,97,100,MINNESOTA
-8,19,16,27,26,33.3,3,1,24,23,30,32,10,MIN,2,4,40.0,10,4,90.9,11,10,33.0,109,UTA,32:40,1,5,19,5,"Richardson""""","Guthrie""""",Goble,0,4,97,100,MINNESOTA
-16,19,16,27,26,0.0,3,0,24,23,30,32,1,MIN,1,1,28.6,7,2,0.0,0,0,7.5,109,UTA,19:16,0,1,4,1,"Richardson""""","Guthrie""""",Goble,0,2,97,100,MINNESOTA
-1,19,16,27,26,0.0,2,0,24,23,30,32,2,MIN,0,0,14.3,7,1,0.0,1,0,10.0,109,UTA,20:00,0,2,2,0,"Richardson""""","Guthrie""""",Goble,2,1,97,100,MINNESOTA
-5,19,16,27,26,0.0,0,0,24,23,30,32,0,MIN,1,2,0.0,2,0,0.0,0,0,4.0,109,UTA,8:33,0,2,0,2,"Richardson""""","Guthrie""""",Goble,0,1,97,100,MINNESOTA
12,19,16,27,26,0.0,0,0,24,23,30,32,0,MIN,0,2,50.0,2,1,50.0,2,1,15.0,109,UTA,15:02,2,1,3,4,"Richardson""""","Guthrie""""",Goble,3,0,97,100,MINNESOTA
-2,19,16,27,26,100,1,1,24,23,30,32,0,MIN,1,5,100,4,4,0.0,0,0,18.0,109,UTA,24:39,0,2,9,5,"Richardson""""","Guthrie""""",Goble,0,1,97,100,MINNESOTA
NA,19,16,27,26,NA,NA,NA,24,23,30,32,NA,MIN,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,UTA,DNP,NA,NA,NA,NA,"Richardson""""","Guthrie""""",Goble,NA,NA,97,100,MINNESOTA
NA,19,16,27,26,NA,NA,NA,24,23,30,32,NA,MIN,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,UTA,DNP,NA,NA,NA,NA,"Richardson""""","Guthrie""""",Goble,NA,NA,97,100,MINNESOTA
NA,19,16,27,26,NA,NA,NA,24,23,30,32,NA,MIN,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,UTA,DNP,NA,NA,NA,NA,"Richardson""""","Guthrie""""",Goble,NA,NA,97,100,MINNESOTA
4,19,16,27,26,33.3,6,2,24,23,30,32,0,MIN,0,2,36.8,19,7,83.3,6,5,23.0,109,UTA,34:39,3,1,21,5,"Richardson""""","Guthrie""""",Goble,0,2,97,100,MINNESOTA
4,19,16,27,26,0.0,1,0,24,23,30,32,1,MIN,2,5,40.0,5,2,0.0,0,0,18.5,109,UTA,26:18,3,1,4,8,"Richardson""""","Guthrie""""",Goble,0,1,97,100,MINNESOTA
-8,19,16,27,26,0.0,1,0,24,23,30,32,1,MIN,1,10,58.3,12,7,75.0,8,6,33.5,109,UTA,32:29,0,3,20,10,"Richardson""""","Guthrie""""",Goble,2,1,97,100,MINNESOTA
-2,19,16,27,26,0.0,2,0,24,23,30,32,3,MIN,5,7,35.7,14,5,100,3,3,32.5,109,UTA,38:35,0,1,13,7,"Richardson""""","Guthrie""""",Goble,0,4,97,100,MINNESOTA
1,19,16,27,26,0.0,3,0,24,23,30,32,4,MIN,2,2,30.0,10,3,100,4,4,17.0,109,UTA,32:52,0,2,10,2,"Richardson""""","Guthrie""""",Goble,0,3,97,100,MINNESOTA
