+/-,1st Qtr A,1st Qtr H,2nd Qtr A,2nd Qtr H,3P%,3PA,3PM,3rd Qtr A,3rd Qtr H,4th Qtr A,4th Qtr H,AST,Away,BLK,DREB,FG%,FGA,FGM,FT%,FTA,FTM,Fantasy Score,Game,Home,MIN,OREB,PF,PTS,REB,Ref1,Ref2,Ref3,STL,TOV,Total A,Total H,W/L
3,29,19,25,19,0.0,1,0,18,33,30,28,0,CLE,0,1,50.0,2,1,0.0,0,0,3.0,109,BOS,5:15,0,1,2,1,"McCutchen""""","Smith""""",Forte,0,0,99,102,CLEVELAND
6,29,19,25,19,50.0,2,1,18,33,30,28,3,CLE,0,6,41.7,12,5,100,3,3,26.5,109,BOS,36:32,4,4,14,10,"McCutchen""""","Smith""""",Forte,0,1,99,102,CLEVELAND
8,29,19,25,19,0.0,2,0,18,33,30,28,5,CLE,0,7,28.6,7,2,71.4,7,5,21.5,109,BOS,32:07,0,2,9,7,"McCutchen""""","Smith""""",Forte,1,0,99,102,CLEVELAND
-5,29,19,25,19,22.2,9,2,18,33,30,28,0,CLE,2,5,47.8,23,11,50.0,2,1,37.0,109,BOS,39:36,1,5,25,6,"McCutchen""""","Smith""""",Forte,0,3,99,102,CLEVELAND
-1,29,19,25,19,44.4,9,4,18,33,30,28,10,CLE,3,2,47.1,17,8,100,2,2,54.0,109,BOS,39:21,2,4,22,4,"McCutchen""""","Smith""""",Forte,0,2,99,102,CLEVELAND
-8,29,19,25,19,0.0,4,0,18,33,30,28,3,CLE,2,9,31.3,16,5,66.7,3,2,33.5,109,BOS,35:03,0,2,12,9,"McCutchen""""","Smith""""",Forte,2,2,99,102,CLEVELAND
-14,29,19,25,19,0.0,0,0,18,33,30,28,1,CLE,0,3,100,2,2,50.0,4,2,11.5,109,BOS,19:06,2,5,6,5,"McCutchen""""","Smith""""",Forte,1,2,99,102,CLEVELAND
-10,29,19,25,19,0.0,1,0,18,33,30,28,0,CLE,0,0,0.0,2,0,0.0,0,0,0.0,109,BOS,8:39,0,1,0,0,"McCutchen""""","Smith""""",Forte,0,0,99,102,CLEVELAND
4,29,19,25,19,33.3,3,1,18,33,30,28,2,CLE,4,3,33.3,6,2,100,4,4,25.0,109,BOS,19:32,0,0,9,3,"McCutchen""""","Smith""""",Forte,0,0,99,102,CLEVELAND
2,29,19,25,19,0.0,1,0,18,33,30,28,0,CLE,0,1,0.0,1,0,0.0,0,0,1.0,109,BOS,4:49,0,0,0,1,"McCutchen""""","Smith""""",Forte,0,0,99,102,CLEVELAND
NA,29,19,25,19,NA,NA,NA,18,33,30,28,NA,CLE,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,BOS,DNP,NA,NA,NA,NA,"McCutchen""""","Smith""""",Forte,NA,NA,99,102,CLEVELAND
NA,29,19,25,19,NA,NA,NA,18,33,30,28,NA,CLE,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,BOS,DNP,NA,NA,NA,NA,"McCutchen""""","Smith""""",Forte,NA,NA,99,102,CLEVELAND
2,29,19,25,19,20.0,5,1,18,33,30,28,9,CLE,0,15,63.2,19,12,100,4,4,58.5,109,BOS,41:12,1,3,29,16,"McCutchen""""","Smith""""",Forte,2,4,99,102,CLEVELAND
7,29,19,25,19,20.0,5,1,18,33,30,28,2,CLE,2,4,30.0,10,3,100,4,4,22.0,109,BOS,34:44,1,2,11,5,"McCutchen""""","Smith""""",Forte,0,1,99,102,CLEVELAND
1,29,19,25,19,25.0,4,1,18,33,30,28,0,CLE,0,8,44.4,9,4,85.7,7,6,20.0,109,BOS,28:24,3,2,15,11,"McCutchen""""","Smith""""",Forte,0,2,99,102,CLEVELAND
0,29,19,25,19,0.0,1,0,18,33,30,28,3,CLE,0,1,30.0,10,3,100,2,2,14.5,109,BOS,28:30,1,1,8,2,"McCutchen""""","Smith""""",Forte,2,4,99,102,CLEVELAND
-7,29,19,25,19,33.3,3,1,18,33,30,28,2,CLE,0,3,35.7,14,5,75.0,4,3,18.0,109,BOS,31:15,1,2,14,4,"McCutchen""""","Smith""""",Forte,0,2,99,102,CLEVELAND
2,29,19,25,19,0.0,0,0,18,33,30,28,2,CLE,0,5,66.7,3,2,33.3,3,1,11.0,109,BOS,19:36,1,3,5,6,"McCutchen""""","Smith""""",Forte,0,2,99,102,CLEVELAND
7,29,19,25,19,33.3,3,1,18,33,30,28,1,CLE,0,4,57.1,7,4,100,1,1,16.5,109,BOS,21:55,0,4,10,4,"McCutchen""""","Smith""""",Forte,0,0,99,102,CLEVELAND
6,29,19,25,19,0.0,0,0,18,33,30,28,0,CLE,1,1,66.7,3,2,0.0,0,0,8.0,109,BOS,12:51,1,3,4,2,"McCutchen""""","Smith""""",Forte,0,1,99,102,CLEVELAND
-2,29,19,25,19,0.0,1,0,18,33,30,28,0,CLE,0,0,37.5,8,3,0.0,0,0,5.0,109,BOS,14:14,0,3,6,0,"McCutchen""""","Smith""""",Forte,0,1,99,102,CLEVELAND
-1,29,19,25,19,0.0,0,0,18,33,30,28,0,CLE,0,0,0.0,0,0,0.0,0,0,0.0,109,BOS,7:19,0,2,0,0,"McCutchen""""","Smith""""",Forte,0,0,99,102,CLEVELAND
NA,29,19,25,19,NA,NA,NA,18,33,30,28,NA,CLE,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,BOS,DNP,NA,NA,NA,NA,"McCutchen""""","Smith""""",Forte,NA,NA,99,102,CLEVELAND
NA,29,19,25,19,NA,NA,NA,18,33,30,28,NA,CLE,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,BOS,DNP,NA,NA,NA,NA,"McCutchen""""","Smith""""",Forte,NA,NA,99,102,CLEVELAND
NA,29,19,25,19,NA,NA,NA,18,33,30,28,NA,CLE,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,BOS,DNP,NA,NA,NA,NA,"McCutchen""""","Smith""""",Forte,NA,NA,99,102,CLEVELAND
-8,35,34,36,28,40.0,5,2,30,26,20,34,5,GSW,2,5,33.3,9,3,0.0,0,0,30.5,109,HOU,37:39,1,2,8,6,"Foster""""","Garretson""""",Maddox,0,1,122,121,HOUSTON
8,35,34,36,28,37.5,8,3,30,26,20,34,1,GSW,1,5,41.7,12,5,0.0,0,0,34.5,109,HOU,33:17,3,3,13,8,"Foster""""","Garretson""""",Maddox,1,0,122,121,HOUSTON
-23,35,34,36,28,0.0,0,0,30,26,20,34,0,GSW,1,3,60.0,10,6,0.0,1,0,20.0,109,HOU,18:10,1,0,12,4,"Foster""""","Garretson""""",Maddox,1,2,122,121,HOUSTON
1,35,34,36,28,44.4,9,4,30,26,20,34,11,GSW,1,5,43.5,23,10,75.0,4,3,54.5,109,HOU,36:24,1,2,27,6,"Foster""""","Garretson""""",Maddox,0,3,122,121,HOUSTON
-13,35,34,36,28,0.0,4,0,30,26,20,34,10,GSW,2,7,22.2,9,2,0.0,0,0,35.0,109,HOU,33:04,1,4,4,8,"Foster""""","Garretson""""",Maddox,1,1,122,121,HOUSTON
20,35,34,36,28,66.7,6,4,30,26,20,34,0,GSW,1,5,66.7,9,6,66.7,6,4,32.0,109,HOU,28:40,1,3,20,6,"Foster""""","Garretson""""",Maddox,0,1,122,121,HOUSTON
16,35,34,36,28,0.0,6,0,30,26,20,34,1,GSW,1,1,56.3,16,9,75.0,8,6,27.5,109,HOU,29:23,0,1,24,1,"Foster""""","Garretson""""",Maddox,2,2,122,121,HOUSTON
4,35,34,36,28,66.7,3,2,30,26,20,34,0,GSW,0,2,66.7,9,6,0.0,0,0,20.0,109,HOU,23:23,2,1,14,4,"Foster""""","Garretson""""",Maddox,0,2,122,121,HOUSTON
NA,35,34,36,28,NA,NA,NA,30,26,20,34,NA,GSW,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,HOU,DNP,NA,NA,NA,NA,"Foster""""","Garretson""""",Maddox,NA,NA,122,121,HOUSTON
NA,35,34,36,28,NA,NA,NA,30,26,20,34,NA,GSW,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,HOU,DNP,NA,NA,NA,NA,"Foster""""","Garretson""""",Maddox,NA,NA,122,121,HOUSTON
NA,35,34,36,28,NA,NA,NA,30,26,20,34,NA,GSW,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,HOU,DNP,NA,NA,NA,NA,"Foster""""","Garretson""""",Maddox,NA,NA,122,121,HOUSTON
NA,35,34,36,28,NA,NA,NA,30,26,20,34,NA,GSW,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,HOU,DNP,NA,NA,NA,NA,"Foster""""","Garretson""""",Maddox,NA,NA,122,121,HOUSTON
NA,35,34,36,28,NA,NA,NA,30,26,20,34,NA,GSW,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,HOU,DNP,NA,NA,NA,NA,"Foster""""","Garretson""""",Maddox,NA,NA,122,121,HOUSTON
11,35,34,36,28,40.0,5,2,30,26,20,34,7,GSW,0,4,46.7,15,7,80.0,5,4,39.5,109,HOU,37:38,1,4,20,5,"Foster""""","Garretson""""",Maddox,4,8,122,121,HOUSTON
7,35,34,36,28,50.0,2,1,30,26,20,34,13,GSW,0,10,33.3,6,2,100,4,4,35.5,109,HOU,27:39,1,3,9,11,"Foster""""","Garretson""""",Maddox,0,2,122,121,HOUSTON
8,35,34,36,28,0.0,0,0,30,26,20,34,0,GSW,0,3,100,2,2,100,2,2,10.0,109,HOU,10:14,0,1,6,3,"Foster""""","Garretson""""",Maddox,1,0,122,121,HOUSTON
0,35,34,36,28,57.1,7,4,30,26,20,34,3,GSW,2,6,42.9,14,6,0.0,0,0,45.5,109,HOU,38:09,0,0,16,6,"Foster""""","Garretson""""",Maddox,2,1,122,121,HOUSTON
9,35,34,36,28,33.3,9,3,30,26,20,34,4,GSW,1,5,44.4,18,8,100,3,3,37.0,109,HOU,29:33,0,4,22,5,"Foster""""","Garretson""""",Maddox,0,2,122,121,HOUSTON
-9,35,34,36,28,0.0,0,0,30,26,20,34,1,GSW,1,2,66.7,3,2,0.0,0,0,14.5,109,HOU,18:39,1,1,4,3,"Foster""""","Garretson""""",Maddox,1,0,122,121,HOUSTON
-2,35,34,36,28,0.0,0,0,30,26,20,34,1,GSW,0,1,80.0,5,4,0.0,0,0,9.5,109,HOU,11:46,0,4,8,1,"Foster""""","Garretson""""",Maddox,0,1,122,121,HOUSTON
-10,35,34,36,28,85.7,7,6,30,26,20,34,0,GSW,0,1,88.9,9,8,100,1,1,35.0,109,HOU,26:10,1,4,23,2,"Foster""""","Garretson""""",Maddox,0,1,122,121,HOUSTON
-8,35,34,36,28,0.0,0,0,30,26,20,34,5,GSW,0,0,40.0,5,2,100,2,2,11.5,109,HOU,18:33,1,2,6,1,"Foster""""","Garretson""""",Maddox,0,1,122,121,HOUSTON
-4,35,34,36,28,0.0,0,0,30,26,20,34,0,GSW,0,1,0.0,0,0,100,2,2,1.0,109,HOU,4:28,0,0,2,1,"Foster""""","Garretson""""",Maddox,0,0,122,121,HOUSTON
-7,35,34,36,28,0.0,0,0,30,26,20,34,0,GSW,1,2,0.0,0,0,50.0,2,1,5.0,109,HOU,7:46,0,2,1,2,"Foster""""","Garretson""""",Maddox,0,0,122,121,HOUSTON
0,35,34,36,28,0.0,0,0,30,26,20,34,0,GSW,0,0,66.7,3,2,0.0,0,0,7.0,109,HOU,9:25,1,0,4,1,"Foster""""","Garretson""""",Maddox,1,1,122,121,HOUSTON
NA,35,34,36,28,NA,NA,NA,30,26,20,34,NA,GSW,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,HOU,DNP,NA,NA,NA,NA,"Foster""""","Garretson""""",Maddox,NA,NA,122,121,HOUSTON
-10,29,27,27,18,50.0,4,2,26,25,20,20,0,DET,0,2,40.0,5,2,50.0,2,1,12.0,109,CHA,26:39,0,2,7,2,"DeRosa""""","Davis""""",Boland,0,0,90,102,DETROIT
-15,29,27,27,18,50.0,4,2,26,25,20,20,2,DET,0,2,50.0,6,3,0.0,0,0,15.0,109,CHA,20:27,0,1,8,2,"DeRosa""""","Davis""""",Boland,0,2,90,102,DETROIT
-3,29,27,27,18,0.0,0,0,26,25,20,20,1,DET,1,14,55.6,9,5,0.0,2,0,32.5,109,CHA,31:27,1,2,10,15,"DeRosa""""","Davis""""",Boland,2,3,90,102,DETROIT
-10,29,27,27,18,0.0,3,0,26,25,20,20,2,DET,1,4,40.0,10,4,87.5,8,7,16.0,109,CHA,28:21,0,2,15,4,"DeRosa""""","Davis""""",Boland,0,2,90,102,DETROIT
-11,29,27,27,18,33.3,3,1,26,25,20,20,4,DET,0,5,46.2,13,6,84.6,13,11,23.0,109,CHA,35:26,1,1,24,6,"DeRosa""""","Davis""""",Boland,0,4,90,102,DETROIT
-6,29,27,27,18,0.0,5,0,26,25,20,20,2,DET,0,4,11.1,9,1,100,2,2,9.0,109,CHA,23:12,0,0,4,4,"DeRosa""""","Davis""""",Boland,0,0,90,102,DETROIT
-8,29,27,27,18,16.7,6,1,26,25,20,20,1,DET,0,0,11.1,9,1,0.0,0,0,3.5,109,CHA,21:28,0,1,3,0,"DeRosa""""","Davis""""",Boland,0,3,90,102,DETROIT
-4,29,27,27,18,0.0,0,0,26,25,20,20,0,DET,0,8,60.0,5,3,100,2,2,16.0,109,CHA,23:24,1,2,8,9,"DeRosa""""","Davis""""",Boland,1,2,90,102,DETROIT
-1,29,27,27,18,66.7,3,2,26,25,20,20,1,DET,2,3,66.7,3,2,0.0,0,0,19.5,109,CHA,12:34,0,3,6,3,"DeRosa""""","Davis""""",Boland,0,1,90,102,DETROIT
8,29,27,27,18,50.0,2,1,26,25,20,20,3,DET,0,2,50.0,4,2,0.0,0,0,13.5,109,CHA,17:02,0,1,5,2,"DeRosa""""","Davis""""",Boland,0,0,90,102,DETROIT
NA,29,27,27,18,NA,NA,NA,26,25,20,20,NA,DET,NA,NA,NA,INJURY/ILLNESS,,NA,NA,NA,NA,109,CHA,DND,NA,NA,NA,NA,"DeRosa""""","Davis""""",Boland,NA,NA,90,102,DETROIT
NA,29,27,27,18,NA,NA,NA,26,25,20,20,NA,DET,NA,NA,NA,PERSONAL,,NA,NA,NA,NA,109,CHA,NWT,NA,NA,NA,NA,"DeRosa""""","Davis""""",Boland,NA,NA,90,102,DETROIT
NA,29,27,27,18,NA,NA,NA,26,25,20,20,NA,DET,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,CHA,DNP,NA,NA,NA,NA,"DeRosa""""","Davis""""",Boland,NA,NA,90,102,DETROIT
6,29,27,27,18,0.0,6,0,26,25,20,20,1,DET,4,3,0.0,13,0,100,2,2,17.5,109,CHA,40:20,1,1,2,4,"DeRosa""""","Davis""""",Boland,0,0,90,102,DETROIT
10,29,27,27,18,57.1,7,4,26,25,20,20,3,DET,0,8,61.1,18,11,100,1,1,47.5,109,CHA,34:03,2,3,27,10,"DeRosa""""","Davis""""",Boland,0,1,90,102,DETROIT
8,29,27,27,18,0.0,0,0,26,25,20,20,4,DET,1,8,33.3,9,3,100,2,2,34.0,109,CHA,22:21,5,3,8,13,"DeRosa""""","Davis""""",Boland,2,0,90,102,DETROIT
10,29,27,27,18,0.0,0,0,26,25,20,20,1,DET,0,2,70.0,10,7,100,1,1,15.5,109,CHA,23:19,0,4,15,2,"DeRosa""""","Davis""""",Boland,0,2,90,102,DETROIT
10,29,27,27,18,0.0,1,0,26,25,20,20,8,DET,1,4,50.0,10,5,100,3,3,30.0,109,CHA,27:10,1,2,13,5,"DeRosa""""","Davis""""",Boland,0,0,90,102,DETROIT
2,29,27,27,18,0.0,0,0,26,25,20,20,0,DET,3,1,0.0,0,0,0.0,0,0,10.0,109,CHA,11:42,0,2,0,1,"DeRosa""""","Davis""""",Boland,0,0,90,102,DETROIT
6,29,27,27,18,0.0,1,0,26,25,20,20,0,DET,0,3,33.3,6,2,0.0,1,0,9.0,109,CHA,19:21,0,0,4,3,"DeRosa""""","Davis""""",Boland,1,1,90,102,DETROIT
2,29,27,27,18,0.0,1,0,26,25,20,20,6,DET,1,1,22.2,9,2,0.0,0,0,14.0,109,CHA,20:50,0,4,4,1,"DeRosa""""","Davis""""",Boland,0,3,90,102,DETROIT
2,29,27,27,18,50.0,6,3,26,25,20,20,0,DET,3,4,54.5,11,6,100,1,1,33.0,109,CHA,24:41,0,0,16,4,"DeRosa""""","Davis""""",Boland,0,1,90,102,DETROIT
4,29,27,27,18,50.0,4,2,26,25,20,20,1,DET,1,4,50.0,10,5,100,1,1,24.5,109,CHA,16:13,0,2,13,4,"DeRosa""""","Davis""""",Boland,0,0,90,102,DETROIT
NA,29,27,27,18,NA,NA,NA,26,25,20,20,NA,DET,NA,NA,NA,SUSPENDED,,NA,NA,NA,NA,109,CHA,NWT,NA,NA,NA,NA,"DeRosa""""","Davis""""",Boland,NA,NA,90,102,DETROIT
NA,29,27,27,18,NA,NA,NA,26,25,20,20,NA,DET,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,CHA,DNP,NA,NA,NA,NA,"DeRosa""""","Davis""""",Boland,NA,NA,90,102,DETROIT
NA,29,27,27,18,NA,NA,NA,26,25,20,20,NA,DET,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,CHA,DNP,NA,NA,NA,NA,"DeRosa""""","Davis""""",Boland,NA,NA,90,102,DETROIT
-10,29,30,36,33,0.0,0,0,41,35,34,33,2,IND,1,4,75.0,4,3,100,8,8,15.0,109,BKN,27:36,0,3,14,4,"Brothers""""","Collins""""",Cutler,0,1,131,140,INDIANA
-10,29,30,36,33,20.0,5,1,41,35,34,33,2,IND,1,7,33.3,12,4,50.0,2,1,24.0,109,BKN,27:31,2,2,10,9,"Brothers""""","Collins""""",Cutler,0,2,131,140,INDIANA
-11,29,30,36,33,0.0,1,0,41,35,34,33,0,IND,0,2,50.0,4,2,0.0,0,0,5.0,109,BKN,14:24,1,1,4,3,"Brothers""""","Collins""""",Cutler,0,2,131,140,INDIANA
-5,29,30,36,33,50.0,8,4,41,35,34,33,5,IND,1,2,54.5,22,12,100,2,2,47.5,109,BKN,30:28,1,4,30,3,"Brothers""""","Collins""""",Cutler,0,2,131,140,INDIANA
-6,29,30,36,33,50.0,2,1,41,35,34,33,4,IND,0,0,41.7,12,5,100,7,7,16.0,109,BKN,25:11,0,3,18,0,"Brothers""""","Collins""""",Cutler,0,3,131,140,INDIANA
0,29,30,36,33,60.0,5,3,41,35,34,33,0,IND,0,2,60.0,5,3,0.0,0,0,14.0,109,BKN,15:53,0,3,9,2,"Brothers""""","Collins""""",Cutler,0,3,131,140,INDIANA
4,29,30,36,33,66.7,3,2,41,35,34,33,1,IND,2,7,60.0,5,3,80.0,5,4,27.5,109,BKN,26:47,0,2,12,7,"Brothers""""","Collins""""",Cutler,1,2,131,140,INDIANA
1,29,30,36,33,0.0,1,0,41,35,34,33,0,IND,0,4,70.0,10,7,85.7,7,6,22.0,109,BKN,27:53,6,2,20,10,"Brothers""""","Collins""""",Cutler,0,2,131,140,INDIANA
-2,29,30,36,33,25.0,4,1,41,35,34,33,4,IND,2,2,33.3,15,5,100,1,1,29.0,109,BKN,27:45,0,3,12,2,"Brothers""""","Collins""""",Cutler,1,1,131,140,INDIANA
-6,29,30,36,33,0.0,1,0,41,35,34,33,4,IND,0,2,20.0,5,1,0.0,0,0,9.0,109,BKN,16:32,1,2,2,3,"Brothers""""","Collins""""",Cutler,0,2,131,140,INDIANA
NA,29,30,36,33,NA,NA,NA,41,35,34,33,NA,IND,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,BKN,DNP,NA,NA,NA,NA,"Brothers""""","Collins""""",Cutler,NA,NA,131,140,INDIANA
NA,29,30,36,33,NA,NA,NA,41,35,34,33,NA,IND,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,BKN,DNP,NA,NA,NA,NA,"Brothers""""","Collins""""",Cutler,NA,NA,131,140,INDIANA
NA,29,30,36,33,NA,NA,NA,41,35,34,33,NA,IND,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,BKN,DNP,NA,NA,NA,NA,"Brothers""""","Collins""""",Cutler,NA,NA,131,140,INDIANA
3,29,30,36,33,33.3,3,1,41,35,34,33,0,IND,0,0,55.6,9,5,100,3,3,10.0,109,BKN,29:24,0,2,14,0,"Brothers""""","Collins""""",Cutler,0,3,131,140,INDIANA
13,29,30,36,33,20.0,5,1,41,35,34,33,3,IND,2,6,43.8,16,7,100,2,2,42.5,109,BKN,33:20,5,3,17,11,"Brothers""""","Collins""""",Cutler,2,2,131,140,INDIANA
12,29,30,36,33,33.3,3,1,41,35,34,33,2,IND,0,11,61.5,13,8,100,4,4,47.0,109,BKN,33:56,3,3,21,14,"Brothers""""","Collins""""",Cutler,4,1,131,140,INDIANA
11,29,30,36,33,33.3,6,2,41,35,34,33,4,IND,4,5,50.0,12,6,80.0,10,8,38.0,109,BKN,24:33,0,5,22,5,"Brothers""""","Collins""""",Cutler,0,3,131,140,INDIANA
8,29,30,36,33,33.3,3,1,41,35,34,33,11,IND,2,2,75.0,12,9,66.7,3,2,44.5,109,BKN,30:10,1,1,21,3,"Brothers""""","Collins""""",Cutler,0,2,131,140,INDIANA
-2,29,30,36,33,22.2,9,2,41,35,34,33,3,IND,1,1,31.6,19,6,40.0,5,2,28.5,109,BKN,24:12,0,3,16,1,"Brothers""""","Collins""""",Cutler,1,1,131,140,INDIANA
7,29,30,36,33,50.0,2,1,41,35,34,33,4,IND,2,2,40.0,10,4,100,2,2,28.0,109,BKN,24:40,1,1,11,3,"Brothers""""","Collins""""",Cutler,1,1,131,140,INDIANA
-4,29,30,36,33,0.0,0,0,41,35,34,33,1,IND,0,3,100,7,7,66.7,3,2,21.5,109,BKN,19:13,4,3,16,7,"Brothers""""","Collins""""",Cutler,0,1,131,140,INDIANA
0,29,30,36,33,0.0,2,0,41,35,34,33,0,IND,1,1,33.3,3,1,0.0,0,0,6.0,109,BKN,11:02,0,1,2,1,"Brothers""""","Collins""""",Cutler,0,0,131,140,INDIANA
-3,29,30,36,33,0.0,1,0,41,35,34,33,1,IND,0,2,0.0,1,0,0.0,0,0,6.5,109,BKN,9:31,0,3,0,2,"Brothers""""","Collins""""",Cutler,1,0,131,140,INDIANA
NA,29,30,36,33,NA,NA,NA,41,35,34,33,NA,IND,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,BKN,DNP,NA,NA,NA,NA,"Brothers""""","Collins""""",Cutler,NA,NA,131,140,INDIANA
NA,29,30,36,33,NA,NA,NA,41,35,34,33,NA,IND,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,BKN,DNP,NA,NA,NA,NA,"Brothers""""","Collins""""",Cutler,NA,NA,131,140,INDIANA
NA,29,30,36,33,NA,NA,NA,41,35,34,33,NA,IND,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,BKN,DNP,NA,NA,NA,NA,"Brothers""""","Collins""""",Cutler,NA,NA,131,140,INDIANA
3,32,37,26,18,28.6,7,2,30,23,28,31,2,ORL,0,2,44.4,9,4,0.0,0,0,20.0,109,MIA,34:56,0,3,10,2,"Malloy""""","Lane""""",Holtkamp,1,2,109,116,ORLANDO
-10,32,37,26,18,50.0,2,1,30,23,28,31,3,ORL,0,5,42.9,7,3,100,3,3,18.5,109,MIA,21:00,0,4,10,5,"Malloy""""","Lane""""",Holtkamp,0,0,109,116,ORLANDO
-5,32,37,26,18,100,1,1,30,23,28,31,1,ORL,0,17,64.7,17,11,100,3,3,50.5,109,MIA,36:14,5,1,26,22,"Malloy""""","Lane""""",Holtkamp,1,1,109,116,ORLANDO
-6,32,37,26,18,16.7,6,1,30,23,28,31,4,ORL,2,0,41.2,17,7,0.0,0,0,29.0,109,MIA,38:18,0,1,15,0,"Malloy""""","Lane""""",Holtkamp,1,3,109,116,ORLANDO
-9,32,37,26,18,25.0,4,1,30,23,28,31,6,ORL,1,2,31.6,19,6,100,4,4,32.0,109,MIA,30:37,3,0,17,5,"Malloy""""","Lane""""",Holtkamp,0,0,109,116,ORLANDO
1,32,37,26,18,33.3,3,1,30,23,28,31,1,ORL,0,2,33.3,9,3,0.0,0,0,11.5,109,MIA,21:18,0,2,7,2,"Malloy""""","Lane""""",Holtkamp,0,1,109,116,ORLANDO
6,32,37,26,18,0.0,2,0,30,23,28,31,8,ORL,1,2,55.6,9,5,25.0,4,1,28.0,109,MIA,18:42,2,5,11,4,"Malloy""""","Lane""""",Holtkamp,1,4,109,116,ORLANDO
-13,32,37,26,18,100,1,1,30,23,28,31,2,ORL,1,3,50.0,8,4,50.0,2,1,20.0,109,MIA,23:16,1,2,10,4,"Malloy""""","Lane""""",Holtkamp,0,1,109,116,ORLANDO
3,32,37,26,18,0.0,0,0,30,23,28,31,0,ORL,0,0,0.0,1,0,0.0,0,0,0.0,109,MIA,5:42,0,2,0,0,"Malloy""""","Lane""""",Holtkamp,0,0,109,116,ORLANDO
-5,32,37,26,18,0.0,4,0,30,23,28,31,0,ORL,1,0,20.0,5,1,100,1,1,4.0,109,MIA,9:57,0,0,3,0,"Malloy""""","Lane""""",Holtkamp,0,1,109,116,ORLANDO
NA,32,37,26,18,NA,NA,NA,30,23,28,31,NA,ORL,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,MIA,DNP,NA,NA,NA,NA,"Malloy""""","Lane""""",Holtkamp,NA,NA,109,116,ORLANDO
NA,32,37,26,18,NA,NA,NA,30,23,28,31,NA,ORL,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,MIA,DNP,NA,NA,NA,NA,"Malloy""""","Lane""""",Holtkamp,NA,NA,109,116,ORLANDO
NA,32,37,26,18,NA,NA,NA,30,23,28,31,NA,ORL,NA,NA,DECISION,COACH'S,,NA,NA,NA,NA,109,MIA,DNP,NA,NA,NA,NA,"Malloy""""","Lane""""",Holtkamp,NA,NA,109,116,ORLANDO
2,32,37,26,18,60.0,5,3,30,23,28,31,3,ORL,1,1,52.9,17,9,100,2,2,34.5,109,MIA,34:25,0,0,23,1,"Malloy""""","Lane""""",Holtkamp,0,1,109,116,ORLANDO
10,32,37,26,18,50.0,2,1,30,23,28,31,3,ORL,0,7,30.8,13,4,83.3,6,5,29.5,109,MIA,34:13,2,4,14,9,"Malloy""""","Lane""""",Holtkamp,2,1,109,116,ORLANDO
11,32,37,26,18,0.0,3,0,30,23,28,31,1,ORL,2,10,50.0,12,6,87.5,8,7,36.5,109,MIA,31:37,2,1,19,12,"Malloy""""","Lane""""",Holtkamp,2,1,109,116,ORLANDO
18,32,37,26,18,42.9,7,3,30,23,28,31,4,ORL,2,6,45.5,11,5,100,2,2,36.0,109,MIA,31:12,0,0,15,6,"Malloy""""","Lane""""",Holtkamp,0,1,109,116,ORLANDO
9,32,37,26,18,100,1,1,30,23,28,31,9,ORL,3,3,50.0,12,6,0.0,2,0,39.5,109,MIA,31:43,0,2,13,3,"Malloy""""","Lane""""",Holtkamp,1,4,109,116,ORLANDO
-10,32,37,26,18,0.0,1,0,30,23,28,31,0,ORL,0,1,50.0,10,5,100,2,2,11.0,109,MIA,27:32,1,4,12,2,"Malloy""""","Lane""""",Holtkamp,0,1,109,116,ORLANDO
-2,32,37,26,18,0.0,0,0,30,23,28,31,0,ORL,0,3,50.0,8,4,50.0,2,1,16.0,109,MIA,16:04,2,3,9,5,"Malloy""""","Lane""""",Holtkamp,2,3,109,116,ORLANDO
-1,32,37,26,18,0.0,1,0,30,23,28,31,0,ORL,0,5,66.7,3,2,0.0,0,0,18.0,109,MIA,16:57,3,3,4,8,"Malloy""""","Lane""""",Holtkamp,2,0,109,116,ORLANDO
