,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score
Ekpe Udoh,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,1:33,4,0,0,0,"MAR 9, 2018",979,24,26,21,24,23,15,20,20,78,95,"Corbin""""","Spooner""""",Smith,UTAH,UTA,MEM,0.0
Georges Niang,0,0.0,0,0,0,1,0,0.0,0,0,0.0,0,0,1,0,1:20,4,1,0,1,"MAR 9, 2018",979,24,26,21,24,23,15,20,20,78,95,"Corbin""""","Spooner""""",Smith,UTAH,UTA,MEM,5.5
Tony Bradley,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 9, 2018",979,24,26,21,24,23,15,20,20,78,95,"Corbin""""","Spooner""""",Smith,UTAH,UTA,MEM,NA
Alec Burks,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 9, 2018",979,24,26,21,24,23,15,20,20,78,95,"Corbin""""","Spooner""""",Smith,UTAH,UTA,MEM,NA
Dillon Brooks,2,33.3,6,4,3,3,2,43.8,16,1,100,2,7,2,18,32:24,-2,1,0,0,"MAR 9, 2018",979,24,26,21,24,23,15,20,20,78,95,"Corbin""""","Spooner""""",Smith,UTAH,UTA,MEM,20.5
JaMychal Green,0,0.0,2,0,2,5,0,12.5,8,1,0.0,0,1,4,2,31:27,-24,3,0,0,"MAR 9, 2018",979,24,26,21,24,23,15,20,20,78,95,"Corbin""""","Spooner""""",Smith,UTAH,UTA,MEM,11.5
Marc Gasol,2,25.0,4,2,2,11,1,42.9,7,1,50.0,4,3,10,9,31:41,-19,6,4,1,"MAR 9, 2018",979,24,26,21,24,23,15,20,20,78,95,"Corbin""""","Spooner""""",Smith,UTAH,UTA,MEM,42.0
Ben McLemore,2,50.0,4,1,2,4,2,45.5,11,1,100,2,5,3,14,27:37,-1,0,0,0,"MAR 9, 2018",979,24,26,21,24,23,15,20,20,78,95,"Corbin""""","Spooner""""",Smith,UTAH,UTA,MEM,19.0
Kobi Simmons,0,0.0,0,2,4,3,0,42.9,7,0,0.0,0,3,3,6,25:54,-16,3,0,0,"MAR 9, 2018",979,24,26,21,24,23,15,20,20,78,95,"Corbin""""","Spooner""""",Smith,UTAH,UTA,MEM,11.5
Xavier RathanMayes,1,50.0,2,3,3,0,1,33.3,9,0,50.0,2,3,0,8,26:04,-9,1,1,2,"MAR 9, 2018",979,24,26,21,24,23,15,20,20,78,95,"Corbin""""","Spooner""""",Smith,UTAH,UTA,MEM,16.5
Jarell Martin,3,0.0,2,3,3,5,0,33.3,15,1,75.0,4,5,4,13,30:28,-6,0,0,1,"MAR 9, 2018",979,24,26,21,24,23,15,20,20,78,95,"Corbin""""","Spooner""""",Smith,UTAH,UTA,MEM,15.0
Wayne Selden,0,0.0,2,0,0,0,0,40.0,5,0,0.0,0,2,0,4,15:37,-4,2,0,0,"MAR 9, 2018",979,24,26,21,24,23,15,20,20,78,95,"Corbin""""","Spooner""""",Smith,UTAH,UTA,MEM,7.0
Deyonta Davis,0,0.0,0,0,3,8,0,40.0,5,5,0.0,0,2,3,4,16:19,2,0,0,0,"MAR 9, 2018",979,24,26,21,24,23,15,20,20,78,95,"Corbin""""","Spooner""""",Smith,UTAH,UTA,MEM,12.0
Ivan Rabb,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,1:20,-4,0,0,0,"MAR 9, 2018",979,24,26,21,24,23,15,20,20,78,95,"Corbin""""","Spooner""""",Smith,UTAH,UTA,MEM,0.0
Brice Johnson,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,1:09,-2,0,0,0,"MAR 9, 2018",979,24,26,21,24,23,15,20,20,78,95,"Corbin""""","Spooner""""",Smith,UTAH,UTA,MEM,0.0
Chandler Parsons,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 9, 2018",979,24,26,21,24,23,15,20,20,78,95,"Corbin""""","Spooner""""",Smith,UTAH,UTA,MEM,NA
Tim Hardaway,2,36.4,11,1,4,7,4,50.0,20,0,100,2,10,7,26,32:02,4,2,0,1,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,44.0
Lance Thomas,0,25.0,4,1,5,5,1,40.0,5,2,0.0,0,2,3,5,33:29,-1,2,1,1,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,20.0
Enes Kanter,0,0.0,0,3,4,8,0,72.7,11,5,0.0,0,8,3,16,21:45,-1,1,1,1,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,28.5
Emmanuel Mudiay,4,33.3,3,3,2,2,1,50.0,14,0,57.1,7,7,2,19,28:27,-5,4,0,1,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,25.0
Frank Ntilikina,0,0.0,1,1,2,3,0,25.0,4,0,0.0,0,1,3,2,33:27,-2,3,0,0,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,8.5
Damyean Dotson,0,0.0,2,1,3,1,0,33.3,3,0,0.0,0,1,1,2,7:30,-3,0,0,0,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,2.0
Michael Beasley,0,0.0,2,1,3,3,0,25.0,8,1,0.0,0,2,2,4,22:53,0,3,0,0,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,10.5
Troy Williams,3,33.3,3,0,0,5,1,50.0,14,2,100,3,7,3,18,25:39,-5,0,0,1,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,25.0
Kyle OQuinn,2,0.0,1,0,2,2,0,75.0,8,0,100,2,6,2,14,17:14,-6,6,3,1,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,35.0
Trey Burke,0,0.0,0,0,0,2,0,33.3,6,0,0.0,0,2,2,4,14:16,-15,3,0,0,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,10.5
Luke Kornet,0,0.0,1,0,1,1,0,20.0,5,1,0.0,0,1,0,2,3:18,-6,0,0,0,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,3.0
Isaiah Hicks,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,NA
Jarrett Jack,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,NA
Khris Middleton,6,50.0,4,1,3,4,2,68.8,16,0,100,6,11,4,30,31:09,-4,1,0,0,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,32.5
Giannis Antetokounmpo,14,0.0,0,1,2,10,0,46.7,15,2,77.8,18,7,8,28,35:14,19,5,2,2,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,42.5
John Henson,4,0.0,0,3,2,4,0,71.4,7,0,57.1,7,5,4,14,31:13,11,2,4,1,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,29.0
Tony Snell,0,0.0,2,1,2,1,0,0.0,3,0,0.0,0,0,1,0,27:23,2,5,0,0,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,7.5
Eric Bledsoe,0,33.3,3,5,1,3,1,50.0,6,0,0.0,2,3,3,7,28:01,7,8,0,4,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,31.0
Sterling Brown,2,60.0,5,1,1,7,3,60.0,5,0,100,2,3,7,11,21:48,6,1,0,0,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,22.5
Jabari Parker,0,66.7,3,1,0,4,2,62.5,8,1,0.0,0,5,3,12,23:26,1,5,0,0,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,26.5
Tyler Zeller,2,0.0,0,0,3,6,0,55.6,9,3,100,2,5,3,12,16:47,-3,1,0,0,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,17.5
Jason Terry,0,0.0,1,0,1,2,0,0.0,1,0,0.0,0,0,2,0,17:12,4,1,0,0,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,3.5
Shabazz Muhammad,2,0.0,0,1,0,1,0,66.7,3,0,100,2,2,1,6,6:06,0,0,0,1,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,7.0
Xavier Munford,0,0.0,0,0,1,0,0,0.0,0,0,0.0,0,0,0,0,1:41,-3,0,0,0,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,0.0
Thon Maker,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,NA
DJ Wilson,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 9, 2018",980,22,33,34,23,26,34,31,29,120,112,"Callahan""""","Ayotte""""",Goble,MILWAUKEE,NYK,MIL,NA
Otto Porter,1,50.0,4,0,0,7,2,61.5,13,1,100,1,8,6,19,25:58,31,1,0,1,"MAR 9, 2018",981,22,31,30,33,19,19,24,35,97,116,"Stafford""""","Forte""""",Workman,WASHINGTON,WAS,NOP,33.5
Markieff Morris,1,0.0,2,3,2,6,0,53.3,15,3,50.0,2,8,3,17,26:27,21,3,1,2,"MAR 9, 2018",981,22,31,30,33,19,19,24,35,97,116,"Stafford""""","Forte""""",Workman,WASHINGTON,WAS,NOP,32.5
Marcin Gortat,2,0.0,0,2,2,8,0,50.0,4,1,100,2,2,7,6,16:23,6,2,2,0,"MAR 9, 2018",981,22,31,30,33,19,19,24,35,97,116,"Stafford""""","Forte""""",Workman,WASHINGTON,WAS,NOP,19.0
Bradley Beal,2,28.6,7,2,0,4,2,42.9,14,1,66.7,3,6,3,16,29:05,17,7,0,1,"MAR 9, 2018",981,22,31,30,33,19,19,24,35,97,116,"Stafford""""","Forte""""",Workman,WASHINGTON,WAS,NOP,33.5
Tomas Satoransky,0,0.0,2,1,3,5,0,50.0,8,0,0.0,0,4,5,8,31:18,26,9,1,1,"MAR 9, 2018",981,22,31,30,33,19,19,24,35,97,116,"Stafford""""","Forte""""",Workman,WASHINGTON,WAS,NOP,31.5
Kelly Oubre,2,20.0,5,0,3,6,1,28.6,14,0,100,2,4,6,11,33:26,11,2,0,4,"MAR 9, 2018",981,22,31,30,33,19,19,24,35,97,116,"Stafford""""","Forte""""",Workman,WASHINGTON,WAS,NOP,32.0
Ian Mahinmi,0,0.0,0,1,2,2,0,0.0,2,0,0.0,0,0,2,0,5:54,-2,0,0,0,"MAR 9, 2018",981,22,31,30,33,19,19,24,35,97,116,"Stafford""""","Forte""""",Workman,WASHINGTON,WAS,NOP,1.0
Ramon Sessions,5,0.0,0,2,2,1,0,16.7,6,1,71.4,7,1,0,7,22:21,-3,6,0,0,"MAR 9, 2018",981,22,31,30,33,19,19,24,35,97,116,"Stafford""""","Forte""""",Workman,WASHINGTON,WAS,NOP,10.0
Jodie Meeks,0,66.7,3,0,0,4,2,50.0,8,1,0.0,0,4,3,10,21:14,-4,1,0,1,"MAR 9, 2018",981,22,31,30,33,19,19,24,35,97,116,"Stafford""""","Forte""""",Workman,WASHINGTON,WAS,NOP,22.5
Mike Scott,2,0.0,1,0,1,4,0,75.0,8,1,66.7,3,6,3,14,15:12,4,3,0,0,"MAR 9, 2018",981,22,31,30,33,19,19,24,35,97,116,"Stafford""""","Forte""""",Workman,WASHINGTON,WAS,NOP,20.5
Jason Smith,0,100,2,1,0,1,2,75.0,4,1,0.0,0,3,0,8,6:21,-6,0,0,0,"MAR 9, 2018",981,22,31,30,33,19,19,24,35,97,116,"Stafford""""","Forte""""",Workman,WASHINGTON,WAS,NOP,12.0
Tim Frazier,0,0.0,0,0,1,1,0,0.0,0,0,0.0,0,0,1,0,6:21,-6,0,0,0,"MAR 9, 2018",981,22,31,30,33,19,19,24,35,97,116,"Stafford""""","Forte""""",Workman,WASHINGTON,WAS,NOP,1.0
ETwaun Moore,0,0.0,1,1,1,2,0,44.4,9,0,0.0,0,4,2,8,24:17,-13,1,0,0,"MAR 9, 2018",981,22,31,30,33,19,19,24,35,97,116,"Stafford""""","Forte""""",Workman,WASHINGTON,WAS,NOP,10.5
Nikola Mirotic,3,0.0,4,1,1,12,0,27.3,11,1,75.0,4,3,11,9,26:30,-26,1,0,1,"MAR 9, 2018",981,22,31,30,33,19,19,24,35,97,116,"Stafford""""","Forte""""",Workman,WASHINGTON,WAS,NOP,21.5
Emeka Okafor,2,0.0,0,1,1,2,0,100,2,0,100,2,2,2,6,20:50,-7,0,2,0,"MAR 9, 2018",981,22,31,30,33,19,19,24,35,97,116,"Stafford""""","Forte""""",Workman,WASHINGTON,WAS,NOP,11.0
Jrue Holiday,0,0.0,1,2,1,3,0,25.0,8,0,0.0,0,2,3,4,28:01,-22,2,3,0,"MAR 9, 2018",981,22,31,30,33,19,19,24,35,97,116,"Stafford""""","Forte""""",Workman,WASHINGTON,WAS,NOP,17.0
Rajon Rondo,5,0.0,0,4,2,3,0,42.9,7,0,83.3,6,3,3,11,19:53,-23,4,0,1,"MAR 9, 2018",981,22,31,30,33,19,19,24,35,97,116,"Stafford""""","Forte""""",Workman,WASHINGTON,WAS,NOP,14.0
Darius Miller,4,50.0,8,3,4,0,4,54.5,11,0,100,4,6,0,20,32:51,-10,1,1,0,"MAR 9, 2018",981,22,31,30,33,19,19,24,35,97,116,"Stafford""""","Forte""""",Workman,WASHINGTON,WAS,NOP,25.5
Ian Clark,0,0.0,4,1,1,3,0,30.8,13,0,0.0,0,4,3,8,31:42,-5,4,0,1,"MAR 9, 2018",981,22,31,30,33,19,19,24,35,97,116,"Stafford""""","Forte""""",Workman,WASHINGTON,WAS,NOP,19.0
DeAndre Liggins,0,100,2,0,1,3,2,80.0,5,0,0.0,0,4,3,10,21:30,7,5,0,0,"MAR 9, 2018",981,22,31,30,33,19,19,24,35,97,116,"Stafford""""","Forte""""",Workman,WASHINGTON,WAS,NOP,24.5
Cheick Diallo,0,0.0,0,1,4,9,0,70.0,10,1,0.0,1,7,8,14,22:26,2,2,3,0,"MAR 9, 2018",981,22,31,30,33,19,19,24,35,97,116,"Stafford""""","Forte""""",Workman,WASHINGTON,WAS,NOP,34.0
Walter Lemon,1,0.0,0,1,2,1,0,50.0,6,0,100,1,3,1,7,12:00,2,3,1,0,"MAR 9, 2018",981,22,31,30,33,19,19,24,35,97,116,"Stafford""""","Forte""""",Workman,WASHINGTON,WAS,NOP,13.5
Charles Cooke,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 9, 2018",981,22,31,30,33,19,19,24,35,97,116,"Stafford""""","Forte""""",Workman,WASHINGTON,WAS,NOP,NA
Anthony Davis,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 9, 2018",981,22,31,30,33,19,19,24,35,97,116,"Stafford""""","Forte""""",Workman,WASHINGTON,WAS,NOP,NA
Kyle Kuzma,2,66.7,3,1,2,6,2,50.0,10,2,100,2,5,4,14,39:14,1,3,0,0,"MAR 9, 2018",982,28,34,34,20,37,28,29,31,125,116,"Garretson""""","Kennedy""""",Orr,DENVER,LAL,DEN,25.5
Julius Randle,6,0.0,0,4,4,6,0,50.0,12,1,66.7,9,6,5,18,28:34,-6,4,0,1,"MAR 9, 2018",982,28,34,34,20,37,28,29,31,125,116,"Garretson""""","Kennedy""""",Orr,DENVER,LAL,DEN,23.0
Brook Lopez,2,42.9,7,0,5,5,3,66.7,18,1,66.7,3,12,4,29,32:12,-18,2,2,0,"MAR 9, 2018",982,28,34,34,20,37,28,29,31,125,116,"Garretson""""","Kennedy""""",Orr,DENVER,LAL,DEN,47.0
Kentavious CaldwellPope,2,50.0,10,1,2,9,5,45.5,11,2,100,2,5,7,17,39:03,-16,1,0,1,"MAR 9, 2018",982,28,34,34,20,37,28,29,31,125,116,"Garretson""""","Kennedy""""",Orr,DENVER,LAL,DEN,37.5
Lonzo Ball,0,12.5,8,4,2,8,1,43.8,16,3,0.0,0,7,5,15,37:41,-14,8,1,4,"MAR 9, 2018",982,28,34,34,20,37,28,29,31,125,116,"Garretson""""","Kennedy""""",Orr,DENVER,LAL,DEN,48.0
Isaiah Thomas,0,0.0,2,2,2,2,0,38.5,13,0,0.0,0,5,2,10,28:55,-1,4,0,1,"MAR 9, 2018",982,28,34,34,20,37,28,29,31,125,116,"Garretson""""","Kennedy""""",Orr,DENVER,LAL,DEN,19.0
Ivica Zubac,0,0.0,0,0,2,5,0,0.0,4,2,0.0,0,0,3,0,8:34,-9,0,1,0,"MAR 9, 2018",982,28,34,34,20,37,28,29,31,125,116,"Garretson""""","Kennedy""""",Orr,DENVER,LAL,DEN,8.0
Tyler Ennis,0,100,2,3,2,1,2,100,3,1,0.0,0,3,0,8,17:02,13,3,1,1,"MAR 9, 2018",982,28,34,34,20,37,28,29,31,125,116,"Garretson""""","Kennedy""""",Orr,DENVER,LAL,DEN,20.5
Travis Wear,0,33.3,3,0,2,2,1,40.0,5,0,0.0,0,2,2,5,8:45,5,0,1,0,"MAR 9, 2018",982,28,34,34,20,37,28,29,31,125,116,"Garretson""""","Kennedy""""",Orr,DENVER,LAL,DEN,12.0
Luol Deng,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 9, 2018",982,28,34,34,20,37,28,29,31,125,116,"Garretson""""","Kennedy""""",Orr,DENVER,LAL,DEN,NA
Gary Payton,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 9, 2018",982,28,34,34,20,37,28,29,31,125,116,"Garretson""""","Kennedy""""",Orr,DENVER,LAL,DEN,NA
Derrick Williams,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 9, 2018",982,28,34,34,20,37,28,29,31,125,116,"Garretson""""","Kennedy""""",Orr,DENVER,LAL,DEN,NA
Will Barton,0,60.0,5,1,1,5,3,45.5,11,1,0.0,0,5,4,13,39:22,25,5,0,1,"MAR 9, 2018",982,28,34,34,20,37,28,29,31,125,116,"Garretson""""","Kennedy""""",Orr,DENVER,LAL,DEN,33.5
Paul Millsap,3,66.7,3,2,3,6,2,66.7,12,0,100,3,8,6,21,30:19,12,1,3,0,"MAR 9, 2018",982,28,34,34,20,37,28,29,31,125,116,"Garretson""""","Kennedy""""",Orr,DENVER,LAL,DEN,36.5
Nikola Jokic,4,33.3,3,3,2,6,1,57.1,14,3,100,4,8,3,21,32:48,13,6,0,2,"MAR 9, 2018",982,28,34,34,20,37,28,29,31,125,116,"Garretson""""","Kennedy""""",Orr,DENVER,LAL,DEN,37.0
Gary Harris,2,62.5,8,1,2,5,5,60.0,10,0,100,2,6,5,19,38:32,2,5,0,3,"MAR 9, 2018",982,28,34,34,20,37,28,29,31,125,116,"Garretson""""","Kennedy""""",Orr,DENVER,LAL,DEN,47.5
Jamal Murray,10,40.0,5,4,0,3,2,41.7,12,0,90.9,11,5,3,22,35:06,4,8,1,4,"MAR 9, 2018",982,28,34,34,20,37,28,29,31,125,116,"Garretson""""","Kennedy""""",Orr,DENVER,LAL,DEN,42.0
Juancho Hernangomez,1,0.0,3,1,1,4,0,42.9,7,1,100,1,3,3,7,18:44,-3,0,0,0,"MAR 9, 2018",982,28,34,34,20,37,28,29,31,125,116,"Garretson""""","Kennedy""""",Orr,DENVER,LAL,DEN,9.0
Mason Plumlee,4,0.0,0,0,3,5,0,50.0,4,2,66.7,6,2,3,8,18:04,-6,2,2,0,"MAR 9, 2018",982,28,34,34,20,37,28,29,31,125,116,"Garretson""""","Kennedy""""",Orr,DENVER,LAL,DEN,18.0
Devin Harris,2,66.7,3,0,2,0,2,57.1,7,0,66.7,3,4,0,12,15:51,-5,1,0,0,"MAR 9, 2018",982,28,34,34,20,37,28,29,31,125,116,"Garretson""""","Kennedy""""",Orr,DENVER,LAL,DEN,15.5
Trey Lyles,0,0.0,1,0,2,2,0,16.7,6,0,0.0,0,1,2,2,11:14,3,2,0,0,"MAR 9, 2018",982,28,34,34,20,37,28,29,31,125,116,"Garretson""""","Kennedy""""",Orr,DENVER,LAL,DEN,7.0
Darrell Arthur,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 9, 2018",982,28,34,34,20,37,28,29,31,125,116,"Garretson""""","Kennedy""""",Orr,DENVER,LAL,DEN,NA
Malik Beasley,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 9, 2018",982,28,34,34,20,37,28,29,31,125,116,"Garretson""""","Kennedy""""",Orr,DENVER,LAL,DEN,NA
Kenneth Faried,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 9, 2018",982,28,34,34,20,37,28,29,31,125,116,"Garretson""""","Kennedy""""",Orr,DENVER,LAL,DEN,NA
Richard Jefferson,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 9, 2018",982,28,34,34,20,37,28,29,31,125,116,"Garretson""""","Kennedy""""",Orr,DENVER,LAL,DEN,NA
Kevin Durant,10,50.0,12,5,1,6,6,57.1,21,1,100,10,12,5,40,36:38,-11,6,2,0,"MAR 9, 2018",983,27,25,31,25,33,28,26,38,125,108,"Phillips""""","Tiven""""",Twardoski,PORTLAND,GSW,POR,58.0
Draymond Green,2,33.3,3,1,3,12,1,28.6,7,1,100,2,2,11,7,37:40,-15,6,0,3,"MAR 9, 2018",983,27,25,31,25,33,28,26,38,125,108,"Phillips""""","Tiven""""",Twardoski,PORTLAND,GSW,POR,36.0
JaVale McGee,0,0.0,0,0,1,2,0,71.4,7,0,0.0,0,5,2,10,19:49,2,1,1,1,"MAR 9, 2018",983,27,25,31,25,33,28,26,38,125,108,"Phillips""""","Tiven""""",Twardoski,PORTLAND,GSW,POR,19.5
Klay Thompson,3,57.1,7,3,3,2,4,47.4,19,0,75.0,4,9,2,25,35:50,-15,3,0,1,"MAR 9, 2018",983,27,25,31,25,33,28,26,38,125,108,"Phillips""""","Tiven""""",Twardoski,PORTLAND,GSW,POR,36.5
Quinn Cook,2,0.0,3,0,2,1,0,37.5,8,0,100,2,3,1,8,30:06,-9,0,0,0,"MAR 9, 2018",983,27,25,31,25,33,28,26,38,125,108,"Phillips""""","Tiven""""",Twardoski,PORTLAND,GSW,POR,7.0
Omri Casspi,1,0.0,0,0,1,2,0,0.0,0,0,50.0,2,0,2,1,10:04,-2,2,0,0,"MAR 9, 2018",983,27,25,31,25,33,28,26,38,125,108,"Phillips""""","Tiven""""",Twardoski,PORTLAND,GSW,POR,5.0
Kevon Looney,2,0.0,0,0,5,3,0,60.0,5,3,50.0,4,3,0,8,19:45,-9,0,0,0,"MAR 9, 2018",983,27,25,31,25,33,28,26,38,125,108,"Phillips""""","Tiven""""",Twardoski,PORTLAND,GSW,POR,9.0
Nick Young,0,33.3,3,0,1,3,1,25.0,4,0,0.0,0,1,3,3,23:55,-13,0,0,0,"MAR 9, 2018",983,27,25,31,25,33,28,26,38,125,108,"Phillips""""","Tiven""""",Twardoski,PORTLAND,GSW,POR,8.0
Shaun Livingston,0,0.0,0,0,2,1,0,60.0,5,0,0.0,0,3,1,6,17:54,-8,2,0,0,"MAR 9, 2018",983,27,25,31,25,33,28,26,38,125,108,"Phillips""""","Tiven""""",Twardoski,PORTLAND,GSW,POR,10.0
Zaza Pachulia,0,0.0,0,1,1,1,0,0.0,2,1,0.0,0,0,0,0,6:21,-3,0,0,0,"MAR 9, 2018",983,27,25,31,25,33,28,26,38,125,108,"Phillips""""","Tiven""""",Twardoski,PORTLAND,GSW,POR,0.0
Damian Jones,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,1:58,-2,0,0,0,"MAR 9, 2018",983,27,25,31,25,33,28,26,38,125,108,"Phillips""""","Tiven""""",Twardoski,PORTLAND,GSW,POR,0.0
Maurice Harkless,0,50.0,4,0,3,1,2,40.0,5,0,0.0,0,2,1,6,19:40,-7,0,0,1,"MAR 9, 2018",983,27,25,31,25,33,28,26,38,125,108,"Phillips""""","Tiven""""",Twardoski,PORTLAND,GSW,POR,14.0
AlFarouq Aminu,2,0.0,3,1,1,5,0,20.0,5,1,100,2,1,4,4,20:49,-2,2,0,1,"MAR 9, 2018",983,27,25,31,25,33,28,26,38,125,108,"Phillips""""","Tiven""""",Twardoski,PORTLAND,GSW,POR,12.0
Jusuf Nurkic,0,0.0,0,3,2,11,0,62.5,8,4,0.0,2,5,7,10,20:49,-2,1,0,0,"MAR 9, 2018",983,27,25,31,25,33,28,26,38,125,108,"Phillips""""","Tiven""""",Twardoski,PORTLAND,GSW,POR,19.5
CJ McCollum,5,55.6,9,1,1,4,5,52.6,19,0,71.4,7,10,4,30,38:06,17,1,1,0,"MAR 9, 2018",983,27,25,31,25,33,28,26,38,125,108,"Phillips""""","Tiven""""",Twardoski,PORTLAND,GSW,POR,42.5
