,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score
Paul Zipser,0,0.0,1,0,5,3,0,50.0,2,0,0.0,0,1,3,2,14:25,5,0,0,0,"JAN 5, 2018",572,34,23,23,47,28,25,35,36,124,127,"Mauer""""","Richardson""""",Kogut,CHICAGO,CHI,DAL,5.0
Quincy Pondexter,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 5, 2018",572,34,23,23,47,28,25,35,36,124,127,"Mauer""""","Richardson""""",Kogut,CHICAGO,CHI,DAL,NA
Harrison Barnes,2,16.7,6,1,1,7,1,47.6,21,3,100,2,10,4,23,34:43,0,4,0,1,"JAN 5, 2018",572,34,23,23,47,28,25,35,36,124,127,"Mauer""""","Richardson""""",Kogut,CHICAGO,CHI,DAL,38.0
Maxi Kleber,0,0.0,1,0,3,3,0,57.1,7,1,0.0,0,4,2,8,22:51,5,3,0,0,"JAN 5, 2018",572,34,23,23,47,28,25,35,36,124,127,"Mauer""""","Richardson""""",Kogut,CHICAGO,CHI,DAL,15.5
Dirk Nowitzki,0,100,3,0,4,3,3,72.7,11,0,0.0,0,8,3,19,23:15,-6,2,0,1,"JAN 5, 2018",572,34,23,23,47,28,25,35,36,124,127,"Mauer""""","Richardson""""",Kogut,CHICAGO,CHI,DAL,34.0
Wesley Matthews,5,55.6,9,1,1,4,5,50.0,14,0,100,5,7,4,24,35:40,5,3,0,1,"JAN 5, 2018",572,34,23,23,47,28,25,35,36,124,127,"Mauer""""","Richardson""""",Kogut,CHICAGO,CHI,DAL,39.5
Dennis Smith,1,50.0,4,5,1,2,2,50.0,12,1,20.0,5,6,1,15,26:17,-4,7,0,3,"JAN 5, 2018",572,34,23,23,47,28,25,35,36,124,127,"Mauer""""","Richardson""""",Kogut,CHICAGO,CHI,DAL,34.5
Salah Mejri,0,0.0,0,1,0,4,0,0.0,0,0,0.0,0,0,4,0,10:10,4,0,2,1,"JAN 5, 2018",572,34,23,23,47,28,25,35,36,124,127,"Mauer""""","Richardson""""",Kogut,CHICAGO,CHI,DAL,12.0
Yogi Ferrell,0,50.0,4,1,4,6,2,40.0,5,2,0.0,0,2,4,6,21:04,-1,2,0,0,"JAN 5, 2018",572,34,23,23,47,28,25,35,36,124,127,"Mauer""""","Richardson""""",Kogut,CHICAGO,CHI,DAL,18.0
JJ Barea,2,33.3,3,1,3,2,1,40.0,10,0,100,2,4,2,11,22:29,-6,9,0,1,"JAN 5, 2018",572,34,23,23,47,28,25,35,36,124,127,"Mauer""""","Richardson""""",Kogut,CHICAGO,CHI,DAL,28.5
Devin Harris,1,0.0,2,2,1,1,0,33.3,6,0,50.0,2,2,1,5,16:28,-3,2,0,0,"JAN 5, 2018",572,34,23,23,47,28,25,35,36,124,127,"Mauer""""","Richardson""""",Kogut,CHICAGO,CHI,DAL,6.0
Dwight Powell,1,0.0,0,1,6,2,0,100,6,0,100,1,6,2,13,27:02,-9,1,0,3,"JAN 5, 2018",572,34,23,23,47,28,25,35,36,124,127,"Mauer""""","Richardson""""",Kogut,CHICAGO,CHI,DAL,23.5
Kyle Collinsworth,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 5, 2018",572,34,23,23,47,28,25,35,36,124,127,"Mauer""""","Richardson""""",Kogut,CHICAGO,CHI,DAL,NA
Josh McRoberts,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 5, 2018",572,34,23,23,47,28,25,35,36,124,127,"Mauer""""","Richardson""""",Kogut,CHICAGO,CHI,DAL,NA
Josh Jackson,2,100,1,3,5,5,1,50.0,8,0,66.7,3,4,5,11,22:23,-12,2,1,1,"JAN 5, 2018",573,26,16,30,17,26,23,31,23,103,89,"Garretson""""","Richardson""""",Williams,SAN,PHX,SAS,22.0
Marquese Chriss,0,0.0,5,4,3,7,0,35.3,17,1,0.0,0,6,6,12,32:16,-5,1,1,2,"JAN 5, 2018",573,26,16,30,17,26,23,31,23,103,89,"Garretson""""","Richardson""""",Williams,SAN,PHX,SAS,25.5
Tyson Chandler,1,0.0,0,3,2,12,0,50.0,2,3,50.0,2,1,9,3,25:32,-12,0,0,0,"JAN 5, 2018",573,26,16,30,17,26,23,31,23,103,89,"Garretson""""","Richardson""""",Williams,SAN,PHX,SAS,11.0
Devin Booker,2,50.0,6,6,4,5,3,47.1,17,0,100,2,8,5,21,34:41,-16,4,0,1,"JAN 5, 2018",573,26,16,30,17,26,23,31,23,103,89,"Garretson""""","Richardson""""",Williams,SAN,PHX,SAS,33.0
Tyler Ulis,4,0.0,5,3,2,1,0,25.0,8,0,100,4,2,1,8,34:39,-10,6,0,3,"JAN 5, 2018",573,26,16,30,17,26,23,31,23,103,89,"Garretson""""","Richardson""""",Williams,SAN,PHX,SAS,20.0
Dragan Bender,0,20.0,5,2,3,3,1,28.6,7,0,0.0,0,2,3,5,23:29,-1,4,0,1,"JAN 5, 2018",573,26,16,30,17,26,23,31,23,103,89,"Garretson""""","Richardson""""",Williams,SAN,PHX,SAS,17.0
Troy Daniels,1,16.7,6,1,2,2,1,40.0,10,0,50.0,2,4,2,10,30:54,-5,3,0,2,"JAN 5, 2018",573,26,16,30,17,26,23,31,23,103,89,"Garretson""""","Richardson""""",Williams,SAN,PHX,SAS,22.5
Danuel House,2,50.0,2,0,1,6,1,33.3,9,4,100,2,3,2,9,21:23,1,2,0,1,"JAN 5, 2018",573,26,16,30,17,26,23,31,23,103,89,"Garretson""""","Richardson""""",Williams,SAN,PHX,SAS,21.0
Alex Len,0,0.0,0,1,1,5,0,100,5,1,0.0,3,5,4,10,14:43,-10,0,0,0,"JAN 5, 2018",573,26,16,30,17,26,23,31,23,103,89,"Garretson""""","Richardson""""",Williams,SAN,PHX,SAS,14.0
Isaiah Canaan,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 5, 2018",573,26,16,30,17,26,23,31,23,103,89,"Garretson""""","Richardson""""",Williams,SAN,PHX,SAS,NA
Greg Monroe,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 5, 2018",573,26,16,30,17,26,23,31,23,103,89,"Garretson""""","Richardson""""",Williams,SAN,PHX,SAS,NA
Kawhi Leonard,2,16.7,6,1,0,3,1,47.4,19,1,50.0,4,9,2,21,28:31,5,3,3,4,"JAN 5, 2018",573,26,16,30,17,26,23,31,23,103,89,"Garretson""""","Richardson""""",Williams,SAN,PHX,SAS,48.5
Kyle Anderson,1,100,1,0,1,5,1,25.0,4,1,50.0,2,1,4,4,26:02,11,2,1,3,"JAN 5, 2018",573,26,16,30,17,26,23,31,23,103,89,"Garretson""""","Richardson""""",Williams,SAN,PHX,SAS,25.0
Pau Gasol,1,66.7,3,2,3,7,2,75.0,8,0,50.0,2,6,7,15,25:01,15,0,0,0,"JAN 5, 2018",573,26,16,30,17,26,23,31,23,103,89,"Garretson""""","Richardson""""",Williams,SAN,PHX,SAS,23.0
Bryn Forbes,0,33.3,6,2,3,3,2,43.8,16,1,0.0,2,7,2,16,32:08,21,1,0,3,"JAN 5, 2018",573,26,16,30,17,26,23,31,23,103,89,"Garretson""""","Richardson""""",Williams,SAN,PHX,SAS,31.5
Tony Parker,0,0.0,0,3,0,2,0,50.0,4,1,0.0,0,2,1,4,27:21,14,7,0,0,"JAN 5, 2018",573,26,16,30,17,26,23,31,23,103,89,"Garretson""""","Richardson""""",Williams,SAN,PHX,SAS,13.5
Joffrey Lauvergne,1,0.0,0,2,0,6,0,25.0,4,2,50.0,2,1,4,3,15:24,0,1,0,0,"JAN 5, 2018",573,26,16,30,17,26,23,31,23,103,89,"Garretson""""","Richardson""""",Williams,SAN,PHX,SAS,7.5
Davis Bertans,0,33.3,6,1,2,7,2,41.7,12,1,0.0,0,5,6,12,27:08,5,1,1,0,"JAN 5, 2018",573,26,16,30,17,26,23,31,23,103,89,"Garretson""""","Richardson""""",Williams,SAN,PHX,SAS,26.5
Patty Mills,0,0.0,4,1,0,2,0,16.7,6,0,0.0,0,1,2,2,17:46,0,1,0,0,"JAN 5, 2018",573,26,16,30,17,26,23,31,23,103,89,"Garretson""""","Richardson""""",Williams,SAN,PHX,SAS,4.5
Manu Ginobili,4,75.0,4,1,3,1,3,70.0,10,0,100,4,7,1,21,19:15,-2,3,1,2,"JAN 5, 2018",573,26,16,30,17,26,23,31,23,103,89,"Garretson""""","Richardson""""",Williams,SAN,PHX,SAS,36.5
Brandon Paul,0,0.0,0,0,1,3,0,100,2,0,0.0,0,2,3,4,10:04,1,2,0,3,"JAN 5, 2018",573,26,16,30,17,26,23,31,23,103,89,"Garretson""""","Richardson""""",Williams,SAN,PHX,SAS,19.0
Dejounte Murray,1,0.0,0,1,2,3,0,0.0,2,0,50.0,2,0,3,1,8:27,0,0,0,0,"JAN 5, 2018",573,26,16,30,17,26,23,31,23,103,89,"Garretson""""","Richardson""""",Williams,SAN,PHX,SAS,2.0
Derrick White,0,0.0,0,1,1,2,0,0.0,0,0,0.0,0,0,2,0,2:53,0,0,0,0,"JAN 5, 2018",573,26,16,30,17,26,23,31,23,103,89,"Garretson""""","Richardson""""",Williams,SAN,PHX,SAS,1.0
LaMarcus Aldridge,NA,NA,NA,NA,NA,NA,NA,NA,REST,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"JAN 5, 2018",573,26,16,30,17,26,23,31,23,103,89,"Garretson""""","Richardson""""",Williams,SAN,PHX,SAS,NA
Joe Ingles,0,33.3,3,4,4,6,1,57.1,7,1,0.0,0,4,5,9,31:36,11,9,0,2,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,32.5
Thabo Sefolosha,1,25.0,4,1,2,5,1,36.4,11,1,50.0,2,4,4,10,21:27,-4,1,1,2,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,25.5
Derrick Favors,2,0.0,0,2,2,10,0,60.0,10,1,66.7,3,6,9,14,33:55,3,1,3,0,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,30.5
Donovan Mitchell,0,50.0,6,1,1,7,3,46.2,13,0,0.0,1,6,7,15,35:43,1,5,1,1,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,40.5
Ricky Rubio,0,50.0,6,2,2,5,3,66.7,9,0,0.0,0,6,5,15,22:45,-25,2,0,1,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,30.0
Rodney Hood,0,40.0,5,3,4,4,2,55.6,9,1,0.0,0,5,3,12,30:51,5,3,0,1,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,24.5
Joe Johnson,0,33.3,3,2,0,7,1,22.2,9,0,0.0,0,2,7,5,24:09,-17,3,0,0,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,16.5
Alec Burks,0,0.0,3,1,0,3,0,30.0,10,1,0.0,0,3,2,6,19:44,0,1,0,0,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,9.5
Ekpe Udoh,0,0.0,0,0,1,4,0,50.0,2,3,0.0,0,1,1,2,12:00,-8,1,0,0,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,7.5
Royce ONeale,0,33.3,3,1,0,2,1,25.0,4,0,0.0,0,1,2,3,7:50,-6,0,0,0,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,6.0
Rudy Gobert,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,NA
Jonas Jerebko,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,NA
Naz MitrouLong,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,NA
Wilson Chandler,1,0.0,2,2,0,2,0,20.0,5,0,100,1,1,2,3,32:51,5,2,0,0,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,5.0
Nikola Jokic,1,25.0,4,2,3,10,1,23.1,13,2,50.0,2,3,8,8,32:07,6,4,0,1,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,26.0
Mason Plumlee,1,0.0,0,1,1,5,0,100,4,0,50.0,2,4,5,9,17:17,3,3,1,1,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,22.5
Gary Harris,0,16.7,6,3,2,0,1,42.9,14,0,0.0,1,6,0,13,36:43,7,2,0,3,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,24.0
Jamal Murray,2,85.7,7,1,2,6,6,69.2,13,1,100,2,9,5,26,32:34,10,3,0,0,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,45.5
Torrey Craig,0,0.0,1,0,0,1,0,0.0,1,0,0.0,2,0,1,0,10:15,2,0,0,0,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,1.0
Trey Lyles,4,50.0,8,0,1,7,4,52.9,17,1,80.0,5,9,6,26,28:01,11,1,0,2,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,44.5
Will Barton,0,40.0,5,1,1,3,2,33.3,15,0,0.0,0,5,3,12,33:26,-1,8,0,0,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,30.0
Malik Beasley,0,0.0,2,0,1,3,0,25.0,4,0,0.0,0,1,3,2,16:46,-3,1,0,2,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,12.5
Darrell Arthur,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,NA
Kenneth Faried,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,NA
Richard Jefferson,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,NA
Emmanuel Mudiay,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 5, 2018",574,26,23,16,26,23,23,38,15,99,91,"Foster""""","Cutler""""",Acosta,DENVER,UTA,DEN,NA
Otto Porter,0,0.0,2,1,3,5,0,16.7,6,1,0.0,0,1,4,2,27:23,12,0,0,1,"JAN 5, 2018",575,33,25,29,15,24,26,22,28,100,102,"Kennedy""""","Brown""""",Smith,WASHINGTON,WAS,MEM,9.0
Markieff Morris,2,0.0,2,0,4,17,0,41.7,12,1,100,2,5,16,12,31:58,-2,0,2,0,"JAN 5, 2018",575,33,25,29,15,24,26,22,28,100,102,"Kennedy""""","Brown""""",Smith,WASHINGTON,WAS,MEM,33.0
Marcin Gortat,2,0.0,0,0,5,5,0,25.0,12,2,50.0,4,3,3,8,26:38,2,1,2,0,"JAN 5, 2018",575,33,25,29,15,24,26,22,28,100,102,"Kennedy""""","Brown""""",Smith,WASHINGTON,WAS,MEM,18.5
Bradley Beal,11,50.0,10,0,1,5,5,50.0,18,1,100,11,9,4,34,37:42,11,5,0,1,"JAN 5, 2018",575,33,25,29,15,24,26,22,28,100,102,"Kennedy""""","Brown""""",Smith,WASHINGTON,WAS,MEM,48.5
John Wall,6,60.0,5,4,0,3,3,50.0,16,2,75.0,8,8,1,25,36:07,2,9,1,4,"JAN 5, 2018",575,33,25,29,15,24,26,22,28,100,102,"Kennedy""""","Brown""""",Smith,WASHINGTON,WAS,MEM,52.5
Mike Scott,0,50.0,4,4,3,1,2,66.7,6,1,0.0,0,4,0,10,17:54,2,0,0,0,"JAN 5, 2018",575,33,25,29,15,24,26,22,28,100,102,"Kennedy""""","Brown""""",Smith,WASHINGTON,WAS,MEM,11.0
Kelly Oubre,2,0.0,1,2,2,1,0,40.0,5,0,66.7,3,2,1,6,16:18,-2,0,0,0,"JAN 5, 2018",575,33,25,29,15,24,26,22,28,100,102,"Kennedy""""","Brown""""",Smith,WASHINGTON,WAS,MEM,3.0
Ian Mahinmi,2,0.0,0,2,5,9,0,33.3,3,3,50.0,4,1,6,4,17:25,1,2,1,0,"JAN 5, 2018",575,33,25,29,15,24,26,22,28,100,102,"Kennedy""""","Brown""""",Smith,WASHINGTON,WAS,MEM,15.0
Tomas Satoransky,1,0.0,1,0,0,2,0,0.0,3,1,50.0,2,0,1,1,19:44,-9,3,1,1,"JAN 5, 2018",575,33,25,29,15,24,26,22,28,100,102,"Kennedy""""","Brown""""",Smith,WASHINGTON,WAS,MEM,12.5
Jodie Meeks,0,0.0,2,0,0,0,0,0.0,3,0,0.0,0,0,0,0,8:51,-7,1,0,0,"JAN 5, 2018",575,33,25,29,15,24,26,22,28,100,102,"Kennedy""""","Brown""""",Smith,WASHINGTON,WAS,MEM,1.5
Tim Frazier,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 5, 2018",575,33,25,29,15,24,26,22,28,100,102,"Kennedy""""","Brown""""",Smith,WASHINGTON,WAS,MEM,NA
Jason Smith,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 5, 2018",575,33,25,29,15,24,26,22,28,100,102,"Kennedy""""","Brown""""",Smith,WASHINGTON,WAS,MEM,NA
Dillon Brooks,0,50.0,2,2,3,2,1,75.0,4,0,0.0,1,3,2,7,17:16,-5,0,0,0,"JAN 5, 2018",575,33,25,29,15,24,26,22,28,100,102,"Kennedy""""","Brown""""",Smith,WASHINGTON,WAS,MEM,9.0
JaMychal Green,1,100,2,1,1,5,2,66.7,6,1,50.0,2,4,4,11,24:32,9,1,1,0,"JAN 5, 2018",575,33,25,29,15,24,26,22,28,100,102,"Kennedy""""","Brown""""",Smith,WASHINGTON,WAS,MEM,22.5
Marc Gasol,5,40.0,5,3,2,11,2,33.3,15,0,83.3,6,5,11,17,32:54,0,5,5,0,"JAN 5, 2018",575,33,25,29,15,24,26,22,28,100,102,"Kennedy""""","Brown""""",Smith,WASHINGTON,WAS,MEM,46.5
Wayne Selden,1,25.0,4,1,2,1,1,14.3,7,0,50.0,2,1,1,4,15:57,4,0,0,0,"JAN 5, 2018",575,33,25,29,15,24,26,22,28,100,102,"Kennedy""""","Brown""""",Smith,WASHINGTON,WAS,MEM,5.0
Tyreke Evans,3,30.0,10,3,3,5,3,41.7,24,0,100,3,10,5,26,31:36,16,7,0,1,"JAN 5, 2018",575,33,25,29,15,24,26,22,28,100,102,"Kennedy""""","Brown""""",Smith,WASHINGTON,WAS,MEM,44.5
Jarell Martin,0,0.0,0,1,3,2,0,50.0,8,2,0.0,0,4,0,8,20:20,-13,1,1,0,"JAN 5, 2018",575,33,25,29,15,24,26,22,28,100,102,"Kennedy""""","Brown""""",Smith,WASHINGTON,WAS,MEM,13.5
James Ennis,6,0.0,1,1,1,4,0,25.0,4,1,75.0,8,1,3,8,33:59,-2,0,1,1,"JAN 5, 2018",575,33,25,29,15,24,26,22,28,100,102,"Kennedy""""","Brown""""",Smith,WASHINGTON,WAS,MEM,11.0
Mario Chalmers,4,25.0,4,0,3,4,1,44.4,9,0,100,4,4,4,13,27:42,-14,3,0,0,"JAN 5, 2018",575,33,25,29,15,24,26,22,28,100,102,"Kennedy""""","Brown""""",Smith,WASHINGTON,WAS,MEM,19.5
Kobi Simmons,0,0.0,0,2,1,0,0,50.0,2,0,0.0,0,1,0,2,8:01,-11,0,0,0,"JAN 5, 2018",575,33,25,29,15,24,26,22,28,100,102,"Kennedy""""","Brown""""",Smith,WASHINGTON,WAS,MEM,0.0
Deyonta Davis,0,0.0,0,1,1,1,0,0.0,0,0,0.0,0,0,1,0,3:13,-6,1,0,0,"JAN 5, 2018",575,33,25,29,15,24,26,22,28,100,102,"Kennedy""""","Brown""""",Smith,WASHINGTON,WAS,MEM,1.5
Brandan Wright,0,0.0,0,0,1,9,0,0.0,2,5,0.0,0,0,4,0,15:02,6,1,1,2,"JAN 5, 2018",575,33,25,29,15,24,26,22,28,100,102,"Kennedy""""","Brown""""",Smith,WASHINGTON,WAS,MEM,19.5
Ben McLemore,0,0.0,2,1,4,2,0,40.0,5,2,0.0,0,2,0,4,9:30,6,1,0,2,"JAN 5, 2018",575,33,25,29,15,24,26,22,28,100,102,"Kennedy""""","Brown""""",Smith,WASHINGTON,WAS,MEM,12.5
Ivan Rabb,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 5, 2018",575,33,25,29,15,24,26,22,28,100,102,"Kennedy""""","Brown""""",Smith,WASHINGTON,WAS,MEM,NA
Taurean Prince,2,25.0,4,2,3,8,1,36.4,11,1,100,2,4,7,11,24:58,-3,2,0,1,"JAN 5, 2018",576,22,24,22,21,30,22,30,28,110,89,"Zarba""""","Forte""""",Holtkamp,PORTLAND,ATL,POR,23.0
Ersan Ilyasova,0,25.0,4,0,1,11,1,36.4,11,2,0.0,0,4,9,9,27:05,-9,3,1,2,"JAN 5, 2018",576,22,24,22,21,30,22,30,28,110,89,"Zarba""""","Forte""""",Holtkamp,PORTLAND,ATL,POR,35.5
Miles Plumlee,0,0.0,0,0,2,2,0,100,2,1,0.0,0,2,1,4,20:50,-7,0,1,0,"JAN 5, 2018",576,22,24,22,21,30,22,30,28,110,89,"Zarba""""","Forte""""",Holtkamp,PORTLAND,ATL,POR,9.0
Kent Bazemore,1,0.0,1,2,0,0,0,33.3,9,0,50.0,2,3,0,7,24:21,-21,0,1,0,"JAN 5, 2018",576,22,24,22,21,30,22,30,28,110,89,"Zarba""""","Forte""""",Holtkamp,PORTLAND,ATL,POR,7.0
Dennis Schroder,3,25.0,4,4,1,2,1,35.7,14,1,100,3,5,1,14,22:42,-18,4,1,1,"JAN 5, 2018",576,22,24,22,21,30,22,30,28,110,89,"Zarba""""","Forte""""",Holtkamp,PORTLAND,ATL,POR,23.0
Marco Belinelli,0,66.7,3,2,1,1,2,37.5,8,1,0.0,0,3,0,8,18:16,-25,0,0,0,"JAN 5, 2018",576,22,24,22,21,30,22,30,28,110,89,"Zarba""""","Forte""""",Holtkamp,PORTLAND,ATL,POR,11.0
John Collins,5,0.0,2,3,3,5,0,20.0,5,3,71.4,7,1,2,7,22:23,-17,0,1,2,"JAN 5, 2018",576,22,24,22,21,30,22,30,28,110,89,"Zarba""""","Forte""""",Holtkamp,PORTLAND,ATL,POR,13.0
Tyler Cavanaugh,2,0.0,2,0,0,2,0,0.0,2,0,100,2,0,2,2,12:08,-2,0,0,0,"JAN 5, 2018",576,22,24,22,21,30,22,30,28,110,89,"Zarba""""","Forte""""",Holtkamp,PORTLAND,ATL,POR,2.0
Malcolm Delaney,2,66.7,3,0,1,0,2,40.0,5,0,100,2,2,0,8,18:07,-5,2,0,0,"JAN 5, 2018",576,22,24,22,21,30,22,30,28,110,89,"Zarba""""","Forte""""",Holtkamp,PORTLAND,ATL,POR,13.0
Isaiah Taylor,2,0.0,1,2,3,3,0,42.9,7,1,100,2,3,2,8,22:04,-4,2,0,0,"JAN 5, 2018",576,22,24,22,21,30,22,30,28,110,89,"Zarba""""","Forte""""",Holtkamp,PORTLAND,ATL,POR,10.0
Tyler Dorsey,3,100,1,0,0,2,1,33.3,6,0,75.0,4,2,2,8,10:34,2,0,0,1,"JAN 5, 2018",576,22,24,22,21,30,22,30,28,110,89,"Zarba""""","Forte""""",Holtkamp,PORTLAND,ATL,POR,12.0
Mike Muscala,0,0.0,0,0,0,2,0,0.0,1,1,0.0,0,0,1,0,8:16,2,0,0,0,"JAN 5, 2018",576,22,24,22,21,30,22,30,28,110,89,"Zarba""""","Forte""""",Holtkamp,PORTLAND,ATL,POR,2.0
Luke Babbitt,1,0.0,1,1,1,1,0,50.0,2,0,100,1,1,1,3,8:16,2,1,0,0,"JAN 5, 2018",576,22,24,22,21,30,22,30,28,110,89,"Zarba""""","Forte""""",Holtkamp,PORTLAND,ATL,POR,3.5
Evan Turner,0,100,2,0,1,4,2,80.0,5,0,0.0,0,4,4,10,23:13,10,1,0,0,"JAN 5, 2018",576,22,24,22,21,30,22,30,28,110,89,"Zarba""""","Forte""""",Holtkamp,PORTLAND,ATL,POR,19.5
AlFarouq Aminu,3,16.7,6,1,1,4,1,50.0,10,0,75.0,4,5,4,14,27:34,17,3,1,0,"JAN 5, 2018",576,22,24,22,21,30,22,30,28,110,89,"Zarba""""","Forte""""",Holtkamp,PORTLAND,ATL,POR,23.5
Jusuf Nurkic,3,0.0,0,1,2,9,0,50.0,8,2,75.0,4,4,7,11,22:34,11,3,0,1,"JAN 5, 2018",576,22,24,22,21,30,22,30,28,110,89,"Zarba""""","Forte""""",Holtkamp,PORTLAND,ATL,POR,23.5
CJ McCollum,0,66.7,6,1,1,4,4,61.5,13,1,0.0,0,8,3,20,31:50,25,6,0,3,"JAN 5, 2018",576,22,24,22,21,30,22,30,28,110,89,"Zarba""""","Forte""""",Holtkamp,PORTLAND,ATL,POR,49.0
Damian Lillard,0,33.3,6,4,2,4,2,40.0,15,0,0.0,0,6,4,14,28:56,16,6,1,2,"JAN 5, 2018",576,22,24,22,21,30,22,30,28,110,89,"Zarba""""","Forte""""",Holtkamp,PORTLAND,ATL,POR,36.0
