Name,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1QH,2QH,3QH,4QH,1QA,2QA,3QA,4QA,Total_H,Total_A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score,Season_Year,Years,Pos,Ht,Wt,Last_Game_TOV,AverageTOV,Last_Game_REB,AverageREB,Last_Game_3PM,Average3PM,Last_Game_FGM,AverageFGM,Last_Game_PTS,AveragePTS,Last_Game_AST,AverageAST,Last_Game_STL,AverageSTL,Last_Game_BLK,AverageBLK
Kyle Lowry,2,20,5,3,3,6,1,44.4,9,2,100,2,4,4,11,31:52:00,5,12,0,2,11/2/2018,122,23,25,29,30,26,26,19,27,98,107,"Garretson""","Richardson""",Brown,TORONTO,TOR,PHX,38,2019,13,G,Jun-00,205,5,3.6,3,5,3,1.6,7,5.2,20,14.6,12,12.2,0,0.4,1,1.8
Tyler Lydon,1,0,0,0,1,0,0,0,0,0,50,2,0,0,1,3:56,-6,0,0,0,11/1/2018,111,15,35,33,27,27,15,24,25,91,110,"Phillips""","Fraher""",Goble,DENVER,DEN,CLE,0,2019,2,F,10-Jun,215,0,,1,,0,,1,,2,,0,,0,,0,
Trey Lyles,4,16.7,6,0,3,1,1,42.9,14,0,100,4,6,1,17,21:08,4,1,0,1,10/29/2018,94,24,21,31,35,20,38,26,32,116,111,"Mauer""","Mott""",Buchert,DENVER,NOP,DEN,21,2019,4,F,10-Jun,234,2,2.6,4,3.4,1,0.4,5,3.6,11,9.6,3,2.2,0,0.2,1,1
Trey Lyles,0,33.3,3,2,2,10,1,44.4,9,3,0,1,4,7,9,20:03,-6,3,1,1,10/31/2018,105,28,23,29,18,24,24,30,20,107,108,"Fitzgerald""","Maddox""",Van,DENVER,DEN,CHI,30,2019,4,F,10-Jun,234,0,1.8,1,4.8,1,0.6,6,4.4,17,11,1,2.6,0,0.4,1,1.2
Trey Lyles,2,0,3,2,1,8,0,38.5,13,2,100,2,5,6,12,24:38:00,10,1,1,1,11/1/2018,111,15,35,33,27,27,15,24,25,91,110,"Phillips""","Fraher""",Goble,DENVER,DEN,CLE,24,2019,4,F,10-Jun,234,2,2,10,5.6,1,0.6,4,5,9,12.2,3,2.2,1,0.6,1,0.8
Shelvin Mack,2,66.7,3,0,2,2,2,62.5,8,0,100,2,5,2,14,29:38:00,11,8,0,1,10/30/2018,101,24,21,27,23,22,24,32,29,107,95,"Collins""","Lewis""",Petraitis,MEMPHIS,WAS,MEM,33,2019,8,G,3-Jun,203,0,0.8,0,1.4,0,0.8,4,4,8,9.8,6,5.2,0,0,1,0.8
Shelvin Mack,1,66.7,6,3,1,6,4,63.6,11,0,100,1,7,6,19,33:11:00,12,3,0,0,11/2/2018,121,29,24,30,27,31,29,18,22,100,110,"Mauer""","Buchert""",Acosta,MEMPHIS,MEM,UTA,34,2019,8,G,3-Jun,203,0,1,2,2.2,2,1.2,5,4.6,14,11.2,8,5.2,0,0,1,0.6
Ian Mahinmi,5,0,0,2,4,7,0,60,5,3,83,6,3,4,11,28:53:00,-24,0,0,0,10/28/2018,85,20,34,23,27,28,41,28,39,136,104,"Malloy""","Cutler""",Orr,LA,WAS,LAC,11,2019,12,C,11-Jun,250,1,0.8,5,4.6,0,0,1,1,4,4.2,1,0.8,0,0.2,2,1
Ian Mahinmi,3,0,0,0,4,6,0,66.7,3,1,75,4,2,5,7,20:12,-19,0,0,0,10/30/2018,101,24,21,27,23,22,24,32,29,107,95,"Collins""","Lewis""",Petraitis,MEMPHIS,WAS,MEM,10,2019,12,C,11-Jun,250,2,0.8,7,4.6,0,0,3,1.4,11,5.2,0,0.6,0,0,0,0.8
Ian Mahinmi,0,0,0,1,2,2,0,50,2,1,0,0,1,1,2,5:18,-12,0,0,0,11/2/2018,118,35,44,31,24,30,20,35,26,111,134,"Capers""","Lindsay""",Smith,OKLAHOMA,OKC,WAS,3,2019,12,C,11-Jun,250,0,1,6,5,0,0,2,1.6,7,5.6,0,0.4,0,0,0,0.8
Thon Maker,1,50,4,2,1,7,2,57.1,7,0,50,2,4,7,11,23:13,6,2,1,0,10/29/2018,91,29,24,27,29,30,32,33,29,124,109,"Phillips""","Forte""",Washington,MILWAUKEE,TOR,MIL,25,2019,3,F-C,1-Jul,216,0,,3,,0,,0,,0,,0,,1,,0,
Boban Marjanovic,1,0,1,1,3,9,0,85.7,7,2,100,1,6,7,13,11:50,12,1,2,1,10/28/2018,85,20,34,23,27,28,41,28,39,136,104,"Malloy""","Cutler""",Orr,LA,WAS,LAC,31,2019,4,C,3-Jul,290,0,0.4,3,3.2,0,0,1,2,3,4.6,0,0.2,0,0.4,1,0.6
Boban Marjanovic,3,0,0,3,4,2,0,50,2,1,50,6,1,1,5,10:21,0,1,3,0,10/30/2018,102,33,34,10,33,25,29,39,35,128,110,"Brown""","Forte""",Van,OKLAHOMA,LAC,OKC,12,2019,4,C,3-Jul,290,1,1,9,3.4,0,0,6,1.8,13,4.8,1,0.4,2,1,1,0.6
Boban Marjanovic,5,0,0,3,4,11,0,71.4,7,2,83,6,5,9,15,22:39,5,1,3,1,11/1/2018,112,30,27,29,27,34,38,18,32,122,113,"Kirkland""","Twardoski""",Adair,PHILADELPHIA,LAC,PHI,32,2019,4,C,3-Jul,290,3,1.4,2,5.6,0,0,1,2.8,5,7.8,1,0.6,3,1.6,0,0.8
Boban Marjanovic,2,0,0,2,2,11,0,57.1,7,3,33,6,4,8,10,22:31,4,2,0,0,11/2/2018,116,22,35,30,33,22,22,28,23,95,120,"Corbin""","Ayotte""",Sterling,LA,LAC,ORL,20,2019,4,C,3-Jul,290,3,1.8,11,7.2,0,0,5,3.4,15,9.2,1,1,3,1.6,1,0.6
Jarell Martin,0,0,0,0,2,1,0,60,5,0,0,0,3,1,6,8:22,-6,0,0,0,11/2/2018,116,22,35,30,33,22,22,28,23,95,120,"Corbin""","Ayotte""",Sterling,LA,LAC,ORL,7,2019,4,F,10-Jun,239,0,,2,,0,,1,,2,,1,,0,,0,
Frank Mason,1,33.3,3,0,3,3,1,25,8,0,33,3,2,3,6,17:36,-3,5,0,1,10/29/2018,88,17,34,43,29,28,23,32,30,113,123,"Fraher""","Blair""",Sterling,SACRAMENTO,SAC,MIA,21,2019,2,G,Jun-00,189,0,0.8,1,2.4,0,0.8,1,2.4,3,6.2,1,3.2,0,0,0,0.4
Frank Mason,3,0,2,2,2,0,0,28.6,7,0,100,3,2,0,7,20:47,11,5,0,2,10/30/2018,97,26,33,26,22,31,25,16,27,99,107,"Wall""","Zarba""",Nansel,SACRAMENTO,SAC,ORL,16,2019,2,G,Jun-00,189,0,0.6,3,1.4,1,0.4,2,1.6,6,4.8,5,2.8,0,0,1,0.6
Frank Mason,4,0,4,0,3,1,0,0,6,0,67,6,0,1,4,12:39,-7,5,0,1,11/1/2018,113,35,34,46,31,29,35,23,28,115,146,"Callahan""","Tiven""",Goldenberg,SACRAMENTO,SAC,ATL,12,2019,2,G,Jun-00,189,2,0.4,0,1.2,0,0.2,2,1.2,7,4.6,5,3.4,0,0,2,0.8
Wesley Matthews,10,50,4,0,1,7,2,29.4,17,2,83,12,5,5,22,35:51:00,0,1,0,1,10/28/2018,83,26,24,32,31,19,27,31,27,104,113,"Garretson""","Fraher""",Dalen,UTAH,UTA,DAL,28,2019,10,G,5-Jun,220,2,1.2,0,3.2,3,3.6,9,7.2,21,21,1,2,0,0,0,0.6
Wesley Matthews,2,0,4,2,4,2,0,30,10,0,100,2,3,2,8,39:03:00,14,3,0,0,10/29/2018,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""","Barnaky""",Goldenberg,SAN,DAL,SAS,11,2019,10,G,5-Jun,220,0,1.2,7,2.8,2,2.8,5,6.4,22,18.8,1,2.2,0,0,1,0.6
Wesley Matthews,1,40,10,2,3,1,4,53.3,15,0,100,1,8,1,21,31:38:00,9,1,0,2,10/31/2018,108,21,38,22,32,38,28,28,20,114,113,"Mott""","Lane""",Acosta,LOS,DAL,LAL,35,2019,10,G,5-Jun,220,2,1.4,2,2.6,0,2.8,3,6.8,8,19,3,1.6,0,0,0,0.6
Wesley Matthews,4,33.3,3,1,3,3,1,33.3,6,0,80,5,2,3,9,31:06:00,-20,4,0,1,11/2/2018,120,33,23,33,29,27,32,18,29,106,118,"Smith""","Blair""",Tiven,NEW,NYK,DAL,18,2019,10,G,5-Jun,220,2,1.4,1,2.6,4,2,8,5.4,21,16.2,1,2,0,0,2,0.8
CJ McCollum,2,20,5,1,0,6,1,46.7,15,2,100,2,7,4,17,32:30:00,-7,1,1,0,10/29/2018,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""","Maddox""",Adair,PORTLAND,POR,IND,27,2019,6,G,3-Jun,190,0,0.8,7,5.2,3,2,7,6.6,19,18,2,2.2,1,0.6,0,0.4
CJ McCollum,2,50,6,1,1,4,3,53.8,13,0,100,2,7,4,19,27:36:00,20,2,1,0,10/30/2018,100,19,32,34,19,15,21,26,23,85,104,"Callahan""","Barnaky""",Sterling,PORTLAND,POR,HOU,32,2019,6,G,3-Jun,190,1,0.6,6,5.2,1,2.4,7,7,17,19.2,1,1.8,1,0.8,0,0.2
CJ McCollum,4,0,3,4,3,2,0,25,8,0,67,6,2,2,8,29:47:00,12,4,0,1,11/1/2018,115,31,34,34,20,35,35,32,30,132,119,"Wood""","Lewis""",Lane,PORTLAND,NOP,POR,11,2019,6,G,3-Jun,190,1,1.2,4,5.2,3,2,7,6,19,16.4,2,2.2,1,0.8,0,0.2
Doug McDermott,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,10:33,-14,0,0,0,10/29/2018,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""","Maddox""",Adair,PORTLAND,POR,IND,0,2019,5,F,8-Jun,225,1,0.4,0,0.8,0,0.2,1,1.2,6,4.4,2,1.4,0,0,0,0
Doug McDermott,0,50,2,0,1,0,1,50,2,0,0,0,1,0,3,12:35,-2,0,0,0,10/31/2018,104,28,22,27,30,25,27,29,20,101,107,"Brothers""","Cutler""",Taylor,INDIANA,IND,NYK,5,2019,5,F,8-Jun,225,0,0.4,0,0.2,0,0.4,0,1.4,0,5,0,1.4,0,0,0,0
Doug McDermott,0,50,4,0,0,0,2,50,4,0,0,0,2,0,6,14:29,-4,2,0,1,11/2/2018,119,22,38,27,20,37,21,22,25,105,107,"Fraher""","Scott""",Twardoski,INDIANA,IND,CHI,16,2019,5,F,8-Jun,225,0,0.4,0,0,1,0.6,1,1,3,4.2,0,1.2,0,0,0,0.2
JaVale McGee,1,0,0,3,3,5,0,75,8,2,50,2,6,3,13,30:52:00,-6,0,3,2,10/29/2018,92,32,34,28,26,36,28,29,31,124,120,"Washington""","Lindsay""",Smith,MINNESOTA,LAL,MIN,29,2019,11,C,Jul-00,270,5,2.6,5,5.6,0,0.2,4,6.4,9,14.4,1,1.2,4,3.2,0,0.8
JaVale McGee,0,0,0,3,5,15,0,53.3,15,5,0,0,8,10,16,35:02:00,18,1,5,2,10/31/2018,108,21,38,22,32,38,28,28,20,114,113,"Mott""","Lane""",Acosta,LOS,DAL,LAL,51,2019,11,C,Jul-00,270,3,3.2,5,7.4,0,0,6,6.4,13,13.6,0,1,3,3.4,2,1
Rodney McGruder,0,25,4,2,3,2,1,37.5,8,0,0,0,3,2,7,32:22:00,-12,6,0,0,10/29/2018,88,17,34,43,29,28,23,32,30,113,123,"Fraher""","Blair""",Sterling,SACRAMENTO,SAC,MIA,18,2019,3,G,4-Jun,205,1,1,10,7.6,1,1.4,5,4.8,14,13.6,2,3.4,0,0,1,0.8
Rodney McGruder,0,50,6,1,3,3,3,38.5,13,0,0,0,5,3,13,34:59:00,-11,2,0,2,10/30/2018,95,29,26,18,40,31,34,27,33,125,113,"Wright""","Kogut""",Ransom,CHARLOTTE,MIA,CHA,30,2019,3,G,4-Jun,205,2,1.2,2,7,1,1.4,3,4.6,7,12.4,6,2.8,0,0,0,1
Alfonzo McKinnie,0,50,2,1,2,5,1,80,5,1,0,0,4,4,9,16:53,12,0,1,1,10/28/2018,82,32,31,30,27,29,20,28,37,114,120,"Corbin""","Richardson""",Ford,GOLDEN,GSW,BKN,21,2019,2,F,8-Jun,215,0,0.2,2,3.6,1,0.6,3,2.2,7,5.2,0,0,0,0.2,0,0.2
Alfonzo McKinnie,1,66.7,6,0,4,10,4,46.7,15,5,25,4,7,5,19,26:59:00,13,1,1,0,10/29/2018,90,44,48,33,24,28,22,39,35,124,149,"Smith""","Wright""",Workman,GOLDEN,GSW,CHI,41,2019,2,F,8-Jun,215,1,0.2,5,5.6,1,1.4,4,3.6,9,9,0,0.2,1,0.4,1,0.2
Alfonzo McKinnie,1,0,1,2,4,5,0,66.7,3,2,50,2,2,3,5,10:56,4,1,0,0,10/31/2018,107,37,26,29,29,43,27,37,24,131,121,"Garretson""","Richardson""",Orr,GOLDEN,NOP,GSW,9,2019,2,F,8-Jun,215,0,0.6,10,5.2,4,1.2,7,3.2,19,8,1,0.4,1,0.4,0,0.2
Alfonzo McKinnie,0,100,2,0,5,8,2,75,4,3,0,0,3,5,8,27:22:00,8,0,0,0,11/2/2018,123,32,26,29,12,36,25,22,33,116,99,"Foster""","Dalen""",Barnaky,GOLDEN,MIN,GSW,20,2019,2,F,8-Jun,215,2,0.6,5,6,0,1.6,2,3.8,5,9.6,1,0.4,0,0.4,0,0.2
Ben McLemore,0,100,1,1,3,0,1,50,2,0,0,0,1,0,3,6:22,2,0,0,0,11/1/2018,113,35,34,46,31,29,35,23,28,115,146,"Callahan""","Tiven""",Goldenberg,SACRAMENTO,SAC,ATL,4,2019,6,G,5-Jun,195,0,0.2,0,0,0,0.8,0,0.8,0,2.4,0,0.2,0,0,0,0
Khris Middleton,2,44.4,9,3,4,4,4,36.4,11,0,67,3,4,4,14,31:15:00,18,8,0,2,10/29/2018,91,29,24,27,29,30,32,33,29,124,109,"Phillips""","Forte""",Washington,MILWAUKEE,TOR,MIL,39,2019,7,F-G,8-Jun,234,3,2.6,7,5.2,2,3.2,4,4.8,18,16.4,4,3.6,0,0.4,1,1.6
Khris Middleton,1,30,10,3,2,4,3,33.3,18,1,100,1,6,3,16,34:17:00,-11,5,0,2,11/1/2018,114,16,37,25,35,23,32,38,24,117,113,"Washington""","Lindsay""",Ervin,BOSTON,MIL,BOS,36,2019,7,F-G,8-Jun,234,3,2.8,4,5.2,4,3,4,4.8,14,16.4,8,4.4,0,0.2,2,1.6
Patty Mills,0,50,4,2,0,3,2,44.4,9,0,0,0,4,3,10,34:05:00,3,2,0,1,10/29/2018,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""","Barnaky""",Goldenberg,SAN,DAL,SAS,21,2019,10,G,Jun-00,185,1,1.4,3,3,2,1.4,3,2.8,10,8.4,1,1.4,0,0,0,0.2
Patty Mills,4,33.3,3,2,3,1,1,33.3,6,0,100,4,2,1,9,20:22,5,1,0,1,10/31/2018,109,28,32,34,26,15,24,27,24,90,120,"Mauer""","Dalen""",Buchert,SAN,SAS,PHX,11,2019,10,G,Jun-00,185,2,1.8,3,2.8,2,1.4,4,2.4,10,7.8,2,1,0,0,1,0.4
Paul Millsap,4,50,4,3,2,8,2,50,12,3,100,4,6,5,18,26:52:00,1,3,1,1,10/29/2018,94,24,21,31,35,20,38,26,32,116,111,"Mauer""","Mott""",Buchert,DENVER,NOP,DEN,34,2019,13,F,8-Jun,246,3,2,5,6.8,0,0.6,3,4.2,6,11.6,2,1.6,2,1.4,0,1.2
Paul Millsap,2,50,2,1,2,6,1,61.5,13,1,67,3,8,5,19,32:57:00,7,1,3,0,10/31/2018,105,28,23,29,18,24,24,30,20,107,108,"Fitzgerald""","Maddox""",Van,DENVER,DEN,CHI,35,2019,13,F,8-Jun,246,3,1.6,8,6,2,0.8,6,4.8,18,12.6,3,1.4,1,1.6,1,1
Paul Millsap,3,100,1,0,3,6,1,66.7,9,2,75,4,6,4,16,20:50,11,1,0,1,11/1/2018,111,15,35,33,27,27,15,24,25,91,110,"Phillips""","Fraher""",Goble,DENVER,DEN,CLE,26,2019,13,F,8-Jun,246,1,1.4,6,6,1,1,8,5.8,19,14.8,1,1.4,3,1.4,0,0.6
Nikola Mirotic,0,27.3,11,2,1,10,3,41.2,17,0,0,2,7,10,17,37:53:00,-4,2,1,3,10/29/2018,94,24,21,31,35,20,38,26,32,116,111,"Mauer""","Mott""",Buchert,DENVER,NOP,DEN,46,2019,5,F,10-Jun,220,2,1.6,8,8.4,4,2.2,10,6.6,25,17.4,0,0.8,0,0.6,0,1
Nikola Mirotic,4,28.6,7,1,4,12,2,66.7,15,3,80,5,10,9,26,31:51:00,5,1,0,2,10/31/2018,107,37,26,29,29,43,27,37,24,131,121,"Garretson""","Richardson""",Orr,GOLDEN,NOP,GSW,45,2019,5,F,10-Jun,220,2,1.6,10,9.2,3,2.6,7,8,17,20.6,2,0.8,1,0.4,3,1.2
Nikola Mirotic,5,16.7,6,1,2,13,1,30,20,6,83,6,6,7,18,35:47:00,-18,3,2,1,11/1/2018,115,31,34,34,20,35,35,32,30,132,119,"Wood""","Lewis""",Lane,PORTLAND,NOP,POR,41,2019,5,F,10-Jun,220,1,1.4,12,10.2,2,2,10,7.2,26,19.2,1,1.4,0,0.8,2,1.4
Donovan Mitchell,0,0,3,5,5,1,0,52.6,19,1,0,0,10,0,20,35:04:00,-8,4,1,1,10/28/2018,83,26,24,32,31,19,27,31,27,104,113,"Garretson""","Fraher""",Dalen,UTAH,UTA,DAL,28,2019,2,G,3-Jun,211,1,3.2,2,2.6,3,2.2,7,8.8,22,23.2,6,5.4,0,0.2,1,1
Donovan Mitchell,3,60,5,1,2,1,3,41.7,24,1,100,3,10,0,26,30:52:00,-6,5,1,1,10/31/2018,106,25,31,40,29,32,33,36,27,128,125,"Goble""","Workman""",Petraitis,MINNESOTA,UTA,MIN,43,2019,2,G,3-Jun,211,5,2.2,1,2.2,0,2.6,10,9.6,20,25.6,4,5.6,1,0.4,1,0.8
Malik Monk,2,66.7,6,1,4,2,4,70,10,0,100,2,7,2,20,23:36,1,1,0,0,10/30/2018,95,29,26,18,40,31,34,27,33,125,113,"Wright""","Kogut""",Ransom,CHARLOTTE,MIA,CHA,29,2019,2,G,3-Jun,200,1,1.2,2,2,0,1.4,1,3,4,9.4,2,2,0,0,0,0.4
Malik Monk,3,33.3,12,3,3,0,4,46.7,15,0,100,3,7,0,21,23:00,-3,2,0,1,11/1/2018,110,24,20,29,38,22,26,29,30,107,111,"Boland""","Zarba""",Nansel,OKLAHOMA,OKC,CHA,29,2019,2,G,3-Jun,200,1,1.4,2,1.6,4,2,7,4,20,11.8,1,1.8,0,0,0,0.6
Greg Monroe,0,0,0,0,1,4,0,0,4,2,0,0,0,2,0,4:49,7,0,0,0,10/29/2018,91,29,24,27,29,30,32,33,29,124,109,"Phillips""","Forte""",Washington,MILWAUKEE,TOR,MIL,4,2019,9,C-F,11-Jun,265,0,,2,,0,,1,,2,,1,,0,,0,
Greg Monroe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0:56,-5,0,0,0,11/2/2018,122,23,25,29,30,26,26,19,27,98,107,"Garretson""","Richardson""",Brown,TORONTO,TOR,PHX,-1,2019,9,C-F,11-Jun,265,0,,4,,0,,0,,0,,0,,0,,0,
Marcus Morris,3,50,4,4,4,9,2,45.5,11,1,75,4,5,8,15,30:57:00,0,2,0,1,10/30/2018,98,28,30,13,34,31,25,25,27,108,105,"Corbin""","Taylor""",Twardoski,BOSTON,DET,BOS,27,2019,8,F,9-Jun,235,1,1.8,8,8.4,3,2.4,7,5.4,18,15.8,1,1,0,0,0,0.2
Marcus Morris,0,62.5,8,2,3,5,5,54.5,11,2,0,0,6,3,17,24:21:00,-8,1,1,1,11/1/2018,114,16,37,25,35,23,32,38,24,117,113,"Washington""","Lindsay""",Ervin,BOSTON,MIL,BOS,38,2019,8,F,9-Jun,235,4,2,9,8,2,3.4,5,6,15,17.8,2,1.2,0,0.2,1,0.4
Markieff Morris,0,0,3,0,1,1,0,0,4,0,0,0,0,1,0,13:39,-6,0,0,0,10/28/2018,85,20,34,23,27,28,41,28,39,136,104,"Malloy""","Cutler""",Orr,LA,WAS,LAC,1,2019,8,F,10-Jun,245,3,1.4,7,5.6,1,2,6,5.4,13,13.6,1,1,2,1,0,0.2
Markieff Morris,0,0,2,0,1,2,0,33.3,6,0,0,0,2,2,4,28:40:00,-9,4,0,1,11/2/2018,118,35,44,31,24,30,20,35,26,111,134,"Capers""","Lindsay""",Smith,OKLAHOMA,OKC,WAS,15,2019,8,F,10-Jun,245,0,1.2,1,4.2,0,0.8,0,4,0,8.8,0,1.6,0,0.8,0,0.2
Monte Morris,0,25,4,2,1,0,1,33.3,9,0,0,0,3,0,7,24:11:00,2,2,0,3,10/29/2018,94,24,21,31,35,20,38,26,32,116,111,"Mauer""","Mott""",Buchert,DENVER,NOP,DEN,19,2019,2,G,3-Jun,175,0,0.8,3,2.4,2,1,6,3.4,20,9.4,7,4,0,0,3,1.4
Monte Morris,2,0,1,0,2,2,0,16.7,6,1,100,2,1,1,4,24:35:00,-4,2,0,0,10/31/2018,105,28,23,29,18,24,24,30,20,107,108,"Fitzgerald""","Maddox""",Van,DENVER,DEN,CHI,7,2019,2,G,3-Jun,175,2,0.6,0,2.8,1,1,3,3.6,7,10.2,2,4.4,0,0,3,1.4
Monte Morris,0,100,1,1,1,3,1,42.9,7,1,0,0,3,2,7,22:11,5,3,0,2,11/1/2018,111,15,35,33,27,27,15,24,25,91,110,"Phillips""","Fraher""",Goble,DENVER,DEN,CLE,22,2019,2,G,3-Jun,175,0,0.6,2,2.2,0,1,1,3.4,4,9.8,2,4.2,0,0,0,1.8
Emmanuel Mudiay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2:24,4,0,0,0,10/29/2018,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""","Guthrie""",Goble,NEW,BKN,NYK,0,2019,4,G,5-Jun,200,,,,,,,,,,,,,,,,
Emmanuel Mudiay,0,0,2,1,1,2,0,60,5,1,0,0,3,1,6,15:58,5,4,0,3,11/2/2018,120,33,23,33,29,27,32,18,29,106,118,"Smith""","Blair""",Tiven,NEW,NYK,DAL,22,2019,4,G,5-Jun,200,0,,0,,0,,0,,0,,0,,0,,0,
Jamal Murray,3,40,5,3,1,5,2,47.4,19,1,100,3,9,4,23,38:52:00,4,2,1,5,10/29/2018,94,24,21,31,35,20,38,26,32,116,111,"Mauer""","Mott""",Buchert,DENVER,NOP,DEN,47,2019,3,G,4-Jun,207,3,1.8,10,4.2,1,1.8,8,6.4,22,18.6,1,2.8,1,0.6,1,1.8
Jamal Murray,2,0,4,1,1,8,0,38.5,13,1,100,2,5,7,12,43:31:00,9,6,1,0,10/31/2018,105,28,23,29,18,24,24,30,20,107,108,"Fitzgerald""","Maddox""",Van,DENVER,DEN,CHI,29,2019,3,G,4-Jun,207,3,1.4,5,5.2,2,1.2,9,5.6,23,15.8,2,3,1,0.6,5,1.4
Jamal Murray,0,0,1,1,0,1,0,62.5,8,0,0,0,5,1,10,22:44,10,3,0,0,11/1/2018,111,15,35,33,27,27,15,24,25,91,110,"Phillips""","Fraher""",Goble,DENVER,DEN,CLE,15,2019,3,G,4-Jun,207,1,1.6,8,5,0,1.2,5,6.6,12,17.2,6,3.2,1,0.6,0,1.4
Mike Muscala,0,66.7,6,1,1,5,4,71.4,7,1,0,0,5,4,14,18:52,7,0,1,0,10/29/2018,87,25,22,13,32,20,27,31,35,113,92,"Goble""","Scott""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,29,2019,6,F-C,11-Jun,240,1,,6,,0,,0,,2,,2,,1,,0,
Mike Muscala,5,33.3,3,1,1,5,1,60,5,2,100,5,3,3,12,16:03,-17,1,0,0,10/30/2018,99,26,27,33,26,35,32,38,24,129,112,"Foster""","Ervin""",Ford,TORONTO,PHI,TOR,15,2019,6,F-C,11-Jun,240,1,0.8,5,4.4,4,1.4,5,2.6,14,8.2,0,0.8,1,0.8,0,0
Mike Muscala,1,50,2,1,5,2,1,25,4,0,100,1,1,2,4,23:43,13,3,0,0,11/1/2018,112,30,27,29,27,34,38,18,32,122,113,"Kirkland""","Twardoski""",Adair,PHILADELPHIA,LAC,PHI,11,2019,6,F-C,11-Jun,240,1,1,5,4.4,1,1.4,3,2.4,12,8,1,1.4,0,0.4,0,0
Abdel Nader,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1:57,-9,0,0,0,10/28/2018,84,20,28,28,34,30,32,34,21,117,110,"Brothers""","Taylor""",Twardoski,OKLAHOMA,PHX,OKC,0,2019,2,F,6-Jun,230,,,,,,,,,,,,,,,,
Abdel Nader,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2:00,-1,0,0,1,10/30/2018,102,33,34,10,33,25,29,39,35,128,110,"Brown""","Forte""",Van,OKLAHOMA,LAC,OKC,3,2019,2,F,6-Jun,230,0,,0,,0,,0,,0,,0,,0,,0,
Abdel Nader,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2:18,-3,0,0,0,11/2/2018,118,35,44,31,24,30,20,35,26,111,134,"Capers""","Lindsay""",Smith,OKLAHOMA,OKC,WAS,-1,2019,2,F,6-Jun,230,0,,0,,0,,0,,0,,0,,0,,1,
Larry Nance,3,0,0,0,2,1,0,37.5,8,0,75,4,3,1,9,16:15,-10,3,0,0,10/30/2018,96,31,26,30,27,35,23,41,37,136,114,"Capers""","Myers""",Taylor,CLEVELAND,ATL,CLE,12,2019,4,F-C,9-Jun,230,0,0.6,12,5.8,0,0,6,3.8,15,9.6,4,4,0,0,1,1.2
Larry Nance,2,0,0,0,4,3,0,37.5,8,2,100,2,3,1,8,18:34,-10,1,1,3,11/1/2018,111,15,35,33,27,27,15,24,25,91,110,"Phillips""","Fraher""",Goble,DENVER,DEN,CLE,23,2019,4,F-C,9-Jun,230,0,0.4,1,5.6,0,0,3,3.8,9,9.4,3,3.4,0,0.2,0,1.8
Shabazz Napier,2,25,4,1,0,1,1,14.3,7,0,100,2,1,1,5,14:00,-11,3,0,0,10/28/2018,82,32,31,30,27,29,20,28,37,114,120,"Corbin""","Richardson""",Ford,GOLDEN,GSW,BKN,10,2019,5,G,1-Jun,175,0,,2,,3,,6,,16,,1,,0,,1,
Shabazz Napier,4,100,2,1,1,0,2,50,6,0,100,4,3,0,12,18:53,3,3,0,1,10/29/2018,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""","Guthrie""",Goble,NEW,BKN,NYK,19,2019,5,G,1-Jun,175,1,,1,,1,,1,,5,,3,,0,,0,
Shabazz Napier,1,0,1,1,1,0,0,0,3,0,50,2,0,0,1,5:43,-13,0,0,0,10/31/2018,103,22,38,23,27,28,26,23,33,120,119,"Smith""","Williams""",Smith,BROOKLYN,DET,BKN,-1,2019,5,G,1-Jun,175,1,1,0,0.6,2,1.6,3,2.4,12,8.4,3,1.6,0,0,1,0.8
Shabazz Napier,2,75,4,0,3,2,3,42.9,7,1,100,2,3,1,11,16:24,9,0,0,0,11/2/2018,117,25,31,35,28,32,29,25,25,111,119,"Malloy""","Maddox""",Adair,HOUSTON,HOU,BKN,17,2019,5,G,1-Jun,175,1,0.6,0,1,0,1.8,0,2.6,1,9,0,1.4,0,0,0,0.4
Georges Niang,3,66.7,3,0,3,1,2,80,5,0,100,3,4,1,13,13:30,5,0,0,0,10/28/2018,83,26,24,32,31,19,27,31,27,104,113,"Garretson""","Fraher""",Dalen,UTAH,UTA,DAL,15,2019,3,F,8-Jun,230,2,0.8,2,1.6,1,1,1,1.6,5,5.6,1,0.4,0,0,1,0.4
