Name,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score,Season_Year,Years,Pos,Ht,Wt
John Wall,0,57.1,7,9,3,5,4,60,15,1,0,0,9,4,22,34:22:00,-14,7,0,3,30-Oct-18,101,24,21,27,23,22,24,32,29,107,95,"Collins""","Lewis""",Petraitis,MEMPHIS,WAS,MEM,45.5,2019,9,G,4-Jun,195
John Wall,1,40,5,7,3,2,2,61.5,13,0,50,2,8,2,19,33:54:00,-16,9,0,1,2-Nov-18,118,35,44,31,24,30,20,35,26,111,134,"Capers""","Lindsay""",Smith,OKLAHOMA,OKC,WAS,33.5,2019,9,G,4-Jun,195
Hassan Whiteside,2,0,0,6,3,24,0,70,10,5,33.3,6,7,19,16,29:01:00,-4,0,5,2,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""","Blair""",Sterling,SACRAMENTO,SAC,MIA,53,2019,9,C,Jul-00,265
Hassan Whiteside,4,0,0,2,2,12,0,54.5,11,5,100,4,6,7,16,29:01:00,-11,0,2,0,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""","Kogut""",Ransom,CHARLOTTE,MIA,CHA,28,2019,9,C,Jul-00,265
Hassan Whiteside,2,0,0,6,3,24,0,70,10,5,33.3,6,7,19,16,29:01:00,-4,0,5,2,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""","Blair""",Sterling,SACRAMENTO,SAC,MIA,53,2019,9,C,Jul-00,265
Hassan Whiteside,4,0,0,2,2,12,0,54.5,11,5,100,4,6,7,16,29:01:00,-11,0,2,0,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""","Kogut""",Ransom,CHARLOTTE,MIA,CHA,28,2019,9,C,Jul-00,265
Andrew Wiggins,0,60,5,2,3,6,3,47.1,17,1,0,1,8,5,19,37:41:00,-9,1,1,2,31-Oct-18,106,25,31,40,29,32,33,36,27,128,125,"Goble""","Workman""",Petraitis,MINNESOTA,UTA,MIN,39.5,2019,5,F-G,8-Jun,199
Andrew Wiggins,0,44.4,9,1,2,4,4,39.1,23,0,0,0,9,4,22,36:49:00,-10,0,1,2,2-Nov-18,123,32,26,29,12,36,25,22,33,116,99,"Foster""","Dalen""",Barnaky,GOLDEN,MIN,GSW,42,2019,5,F-G,8-Jun,199
Lou Williams,1,50,4,1,1,0,2,53.8,13,0,100,1,7,0,17,15:44,11,6,0,1,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""","Cutler""",Orr,LA,WAS,LAC,31,2019,14,G,1-Jun,175
Lou Williams,8,50,2,5,1,5,1,36.4,11,0,100,8,4,5,17,24:46:00,-14,3,0,1,30-Oct-18,102,33,34,10,33,25,29,39,35,128,110,"Brown""","Forte""",Van,OKLAHOMA,LAC,OKC,18.5,2019,14,G,1-Jun,175
Lou Williams,6,40,5,4,1,1,2,47.4,19,1,85.7,7,9,0,26,24:23:00,-16,2,0,1,1-Nov-18,112,30,27,29,27,34,38,18,32,122,113,"Kirkland""","Twardoski""",Adair,PHILADELPHIA,LAC,PHI,27,2019,14,G,1-Jun,175
Lou Williams,9,100,5,2,1,3,5,53.8,13,0,90,10,7,3,28,20:50,15,3,0,1,2-Nov-18,116,22,35,30,33,22,22,28,23,95,120,"Corbin""","Ayotte""",Sterling,LA,LAC,ORL,37.5,2019,14,G,1-Jun,175
Marvin Williams,0,0,2,1,2,1,0,25,4,0,0,0,1,1,2,18:06,-1,2,1,1,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""","Kogut""",Ransom,CHARLOTTE,MIA,CHA,11,2019,14,F,9-Jun,237
Marvin Williams,0,0,2,1,2,2,0,33.3,6,0,0,0,2,2,4,17:58,5,0,0,0,1-Nov-18,110,24,20,29,38,22,26,29,30,107,111,"Boland""","Zarba""",Nansel,OKLAHOMA,OKC,CHA,5,2019,14,F,9-Jun,237
Guerschon Yabusele,0,0,2,0,0,2,0,0,2,1,0,0,0,1,0,2:59,-6,0,1,0,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""","Taylor""",Twardoski,BOSTON,DET,BOS,5,2019,2,F,7-Jun,260
Thaddeus Young,3,50,2,0,3,4,1,46.2,13,1,75,4,6,3,16,31:14:00,7,0,0,2,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""","Maddox""",Adair,PORTLAND,POR,IND,25,2019,12,F,8-Jun,221
Thaddeus Young,2,33.3,3,0,1,10,1,50,10,4,50,4,5,6,13,33:52:00,8,1,3,5,31-Oct-18,104,28,22,27,30,25,27,29,20,101,107,"Brothers""","Cutler""",Taylor,INDIANA,IND,NYK,48.5,2019,12,F,8-Jun,221
Thaddeus Young,0,0,1,1,2,9,0,40,10,4,0,0,4,5,8,31:29:00,11,1,1,1,2-Nov-18,119,22,38,27,20,37,21,22,25,105,107,"Fraher""","Scott""",Twardoski,INDIANA,IND,CHI,23.5,2019,12,F,8-Jun,221
Cody Zeller,3,0,2,3,6,4,0,66.7,6,0,100,3,4,4,11,25:20:00,-6,1,2,1,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""","Kogut""",Ransom,CHARLOTTE,MIA,CHA,19.5,2019,6,C-F,Jul-00,240
Cody Zeller,1,0,0,3,4,8,0,50,4,2,50,2,2,6,5,27:14:00,3,4,1,0,1-Nov-18,110,24,20,29,38,22,26,29,30,107,111,"Boland""","Zarba""",Nansel,OKLAHOMA,OKC,CHA,18,2019,6,C-F,Jul-00,240
Ante Zizic,2,0,0,0,0,1,0,50,2,1,100,2,1,0,4,2:28,-3,0,0,0,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""","Myers""",Taylor,CLEVELAND,ATL,CLE,3,2019,2,F-C,11-Jun,250
Ante Zizic,1,0,0,0,1,2,0,33.3,3,1,50,2,1,1,3,4:46,7,0,0,0,1-Nov-18,111,15,35,33,27,27,15,24,25,91,110,"Phillips""","Fraher""",Goble,DENVER,DEN,CLE,4,2019,2,F-C,11-Jun,250
JJ Redick,2,36.4,11,3,3,8,4,26.7,15,0,100,2,4,8,14,25:16:00,18,3,1,2,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""","Scott""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,38.5,2019,13,G,6.04,195
JJ Redick,0,27.3,11,1,2,3,3,33.3,15,2,0,0,5,1,13,29:53:00,-5,3,0,0,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""","Ervin""",Ford,TORONTO,PHI,TOR,25.5,2019,13,G,6.04,195
JJ Redick,7,50,6,4,2,2,3,33.3,12,1,87.5,8,4,1,18,34:38:00,6,4,0,0,1-Nov-18,112,30,27,29,27,34,38,18,32,122,113,"Kirkland""","Twardoski""",Adair,PHILADELPHIA,LAC,PHI,21,2019,13,G,6.04,195
TJ McConnell,0,0,0,2,1,4,0,33.3,3,1,0,0,1,3,2,6:02,-2,1,0,0,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""","Scott""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,5.5,2019,3,G,6.02,200
TJ McConnell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7:48,-3,1,1,1,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""","Ervin""",Ford,TORONTO,PHI,TOR,7.5,2019,3,G,6.02,200
Landry Shamet,3,40,5,1,2,1,2,50,8,0,100,3,4,1,13,24:42:00,8,2,0,1,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""","Scott""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,20,2019,1,G,6.05,210
Landry Shamet,0,33.3,6,0,2,0,2,37.5,8,0,0,0,3,0,8,16:25,-8,0,0,0,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""","Ervin""",Ford,TORONTO,PHI,TOR,12,2019,1,G,6.05,210
Landry Shamet,0,50,6,0,3,1,3,62.5,8,0,0,1,5,1,13,23:14,0,0,0,1,1-Nov-18,112,30,27,29,27,34,38,18,32,122,113,"Kirkland""","Twardoski""",Adair,PHILADELPHIA,LAC,PHI,23,2019,1,G,6.05,210
Jonah Bolden,0,0,3,1,1,1,0,40,5,0,0,0,2,1,4,6:48,1,0,1,0,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""","Scott""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,7,2019,2,F,6.1,250
Jonah Bolden,1,0,0,0,0,1,0,0,0,0,50,2,0,1,1,3:49,0,1,0,0,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""","Ervin""",Ford,TORONTO,PHI,TOR,2.5,2019,2,F,6.1,250
Hamidou Diallo,2,0,1,1,3,3,0,20,5,1,100,2,1,2,4,10:49,-4,0,0,1,30-Oct-18,102,33,34,10,33,25,29,39,35,128,110,"Brown""","Forte""",Van,OKLAHOMA,LAC,OKC,7,2019,1,G,6.05,205
Hamidou Diallo,0,0,1,0,1,2,0,75,4,2,0,0,3,0,6,10:46,0,0,0,0,1-Nov-18,110,24,20,29,38,22,26,29,30,107,111,"Boland""","Zarba""",Nansel,OKLAHOMA,OKC,CHA,8,2019,1,G,6.05,205
Hamidou Diallo,3,0,1,0,0,4,0,40,5,1,75,4,2,3,7,18:43,8,0,0,1,2-Nov-18,118,35,44,31,24,30,20,35,26,111,134,"Capers""","Lindsay""",Smith,OKLAHOMA,OKC,WAS,11,2019,1,G,6.05,205
Donte DiVincenzo,2,40,5,1,0,8,2,44.4,9,0,100,2,4,8,12,22:47,7,2,0,0,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""","Forte""",Washington,MILWAUKEE,TOR,MIL,24,2019,1,G,6.05,205
Donte DiVincenzo,1,25,4,0,2,5,1,50,6,0,100,1,3,5,8,24:24:00,16,2,0,0,1-Nov-18,114,16,37,25,35,23,32,38,24,117,113,"Washington""","Lindsay""",Ervin,BOSTON,MIL,BOS,17,2019,1,G,6.05,205
Christian Wood,2,0,1,0,1,1,0,0,2,0,100,2,0,1,2,4:27,-8,0,0,0,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""","Forte""",Washington,MILWAUKEE,TOR,MIL,1,2019,3,F-C,6.1,240
Michael KiddGilchrist,4,0,0,0,3,8,0,55.6,9,4,100,4,5,4,14,25:39:00,19,1,0,0,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""","Kogut""",Ransom,CHARLOTTE,MIA,CHA,19.5,2019,6,F,6.07,210
Michael KiddGilchrist,3,0,2,1,3,9,0,30,10,3,100,3,3,6,9,24:49:00,-25,0,0,1,1-Nov-18,110,24,20,29,38,22,26,29,30,107,111,"Boland""","Zarba""",Nansel,OKLAHOMA,OKC,CHA,17,2019,6,F,6.07,210
Miles Bridges,0,0,0,0,2,3,0,0,2,0,0,2,0,3,0,16:20,5,1,0,1,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""","Kogut""",Ransom,CHARLOTTE,MIA,CHA,7.5,2019,1,F,6.07,225
Miles Bridges,0,0,3,1,2,5,0,33.3,6,0,0,0,2,5,4,19:21,-3,2,1,1,1-Nov-18,110,24,20,29,38,22,26,29,30,107,111,"Boland""","Zarba""",Nansel,OKLAHOMA,OKC,CHA,17,2019,1,F,6.07,225
DAngelo Russell,2,62.5,8,5,3,6,5,64.3,14,0,66.7,3,9,6,25,29:30:00,7,6,1,0,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""","Richardson""",Ford,GOLDEN,GSW,BKN,46,2019,3,G,6.05,210
DAngelo Russell,2,42.9,7,2,1,3,3,40,10,1,100,2,4,2,13,27:19:00,-14,2,0,0,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""","Guthrie""",Goble,NEW,BKN,NYK,21,2019,3,G,6.05,210
DAngelo Russell,0,0,6,2,2,2,0,20,15,0,0,1,3,2,6,25:01:00,-2,6,1,3,31-Oct-18,103,22,38,23,27,28,26,23,33,120,119,"Smith""","Williams""",Smith,BROOKLYN,DET,BKN,27,2019,3,G,6.05,210
DAngelo Russell,1,20,5,1,0,3,1,35.7,14,1,50,2,5,2,12,22:26,-12,3,0,0,2-Nov-18,117,25,31,35,28,32,29,25,25,111,119,"Malloy""","Maddox""",Adair,HOUSTON,HOU,BKN,19.5,2019,3,G,6.05,210
Bruce Brown,2,0,2,0,3,2,0,57.1,7,1,100,2,4,1,10,13:09,1,0,1,1,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""","Taylor""",Twardoski,BOSTON,DET,BOS,16,2019,1,G,6.05,202
Bruce Brown,2,25,4,1,4,1,1,33.3,9,0,66.7,3,3,1,9,28:40:00,3,0,0,0,31-Oct-18,103,22,38,23,27,28,26,23,33,120,119,"Smith""","Williams""",Smith,BROOKLYN,DET,BKN,9,2019,1,G,6.05,202
Jaren Jackson,0,0,0,2,4,3,0,66.7,3,0,0,0,2,3,4,10:03,3,1,0,0,30-Oct-18,101,24,21,27,23,22,24,32,29,107,95,"Collins""","Lewis""",Petraitis,MEMPHIS,WAS,MEM,6.5,2019,1,F-C,6.11,250
Jaren Jackson,0,50,2,3,5,1,1,66.7,9,1,0,0,6,0,13,20:25,2,1,1,1,2-Nov-18,121,29,24,30,27,31,29,18,22,100,110,"Mauer""","Buchert""",Acosta,MEMPHIS,MEM,UTA,20.5,2019,1,F-C,6.11,250
TJ Leaf,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,4:03,-7,0,0,0,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""","Maddox""",Adair,PORTLAND,POR,IND,0,2019,2,F,6.1,240
TJ Leaf,0,0,1,0,0,1,0,50,2,0,0,0,1,1,2,6:06,-2,0,0,0,2-Nov-18,119,22,38,27,20,37,21,22,25,105,107,"Fraher""","Scott""",Twardoski,INDIANA,IND,CHI,3,2019,2,F,6.1,240
Kyle OQuinn,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2:59,-2,0,0,0,31-Oct-18,104,28,22,27,30,25,27,29,20,101,107,"Brothers""","Cutler""",Taylor,INDIANA,IND,NYK,0,2019,7,C-F,6.1,240
DJ Augustin,2,33.3,6,1,3,4,2,28.6,7,2,100,2,2,2,8,26:37:00,-10,3,0,1,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""","Zarba""",Nansel,SACRAMENTO,SAC,ORL,20.5,2019,11,G,6,185
DJ Augustin,2,100,1,0,0,5,1,50,10,2,100,2,5,3,13,27:00:00,-9,3,0,0,2-Nov-18,116,22,35,30,33,22,22,28,23,95,120,"Corbin""","Ayotte""",Sterling,LA,LAC,ORL,22.5,2019,11,G,6,185
Taurean Prince,2,16.7,6,3,3,6,1,9.1,11,1,100,2,1,5,5,25:34:00,-16,2,0,1,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""","Scott""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,14,2019,3,F,6.07,230
Taurean Prince,2,20,5,4,6,4,1,25,12,0,100,2,3,4,9,26:16:00,-20,2,0,1,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""","Myers""",Taylor,CLEVELAND,ATL,CLE,15,2019,3,F,6.07,230
Taurean Prince,0,14.3,7,4,2,7,1,25,12,0,0,0,3,7,7,28:40:00,-20,6,0,2,1-Nov-18,113,35,34,46,31,29,35,23,28,115,146,"Callahan""","Tiven""",Goldenberg,SACRAMENTO,SAC,ATL,27,2019,3,F,6.07,230
Trae Young,0,16.7,6,0,1,2,1,38.5,13,0,0,0,5,2,11,29:13:00,-14,8,0,0,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""","Scott""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,27,2019,1,G,6.02,190
Trae Young,3,75,4,3,2,1,3,69.2,13,0,60,5,9,1,24,31:24:00,-29,4,0,0,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""","Myers""",Taylor,CLEVELAND,ATL,CLE,31,2019,1,G,6.02,190
Trae Young,2,0,1,8,3,3,0,46.2,13,0,66.7,3,6,3,14,27:02:00,-11,10,0,0,1-Nov-18,113,35,34,46,31,29,35,23,28,115,146,"Callahan""","Tiven""",Goldenberg,SACRAMENTO,SAC,ATL,22,2019,1,G,6.02,190
DeAndre Bembry,1,0,2,2,0,7,0,28.6,7,1,50,2,2,6,5,24:18:00,-7,2,0,1,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""","Scott""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,15,2019,3,F-G,6.06,225
DeAndre Bembry,0,50,2,1,4,4,1,50,6,0,0,0,3,4,7,22:29,-2,4,1,0,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""","Myers""",Taylor,CLEVELAND,ATL,CLE,21,2019,3,F-G,6.06,225
DeAndre Bembry,2,50,2,2,3,5,1,62.5,8,1,50,4,5,4,13,24:32:00,-20,2,1,0,1-Nov-18,113,35,34,46,31,29,35,23,28,115,146,"Callahan""","Tiven""",Goldenberg,SACRAMENTO,SAC,ATL,22,2019,3,F-G,6.06,225
Omari Spellman,2,25,4,0,1,6,1,36.4,11,4,50,4,4,2,11,23:15,-12,0,0,1,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""","Scott""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,20,2019,1,F,6.09,235
Omari Spellman,0,50,2,2,3,4,1,33.3,3,0,0,0,1,4,3,20:23,-14,0,0,1,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""","Myers""",Taylor,CLEVELAND,ATL,CLE,10,2019,1,F,6.09,235
Omari Spellman,0,0,1,0,1,2,0,33.3,3,1,0,0,1,1,2,20:27,-10,3,1,0,1-Nov-18,113,35,34,46,31,29,35,23,28,115,146,"Callahan""","Tiven""",Goldenberg,SACRAMENTO,SAC,ATL,11.5,2019,1,F,6.09,235
Kevin Huerter,2,0,2,1,1,3,0,0,3,0,100,2,0,3,2,17:21,-5,1,1,0,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""","Scott""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,6.5,2019,1,G,6.07,190
Kevin Huerter,0,75,4,2,0,1,3,83.3,6,1,0,0,5,0,13,15:20,5,0,0,0,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""","Myers""",Taylor,CLEVELAND,ATL,CLE,18,2019,1,G,6.07,190
Kevin Huerter,0,100,1,0,0,0,1,100,1,0,0,0,1,0,3,1:27,-2,0,0,0,1-Nov-18,113,35,34,46,31,29,35,23,28,115,146,"Callahan""","Tiven""",Goldenberg,SACRAMENTO,SAC,ATL,5,2019,1,G,6.07,190
Jaylen Adams,0,50,2,0,0,1,1,50,2,0,0,0,1,1,3,5:06,1,0,0,0,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""","Scott""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,6,2019,1,G,6.02,190
Jaylen Adams,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2:42,3,0,1,0,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""","Myers""",Taylor,CLEVELAND,ATL,CLE,3,2019,1,G,6.02,190
Mitchell Robinson,1,0,0,0,3,3,0,100,5,2,50,2,5,1,11,15:07,6,1,1,1,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""","Guthrie""",Goble,NEW,BKN,NYK,20.5,2019,1,C,7.04,245
Mitchell Robinson,0,0,0,1,1,4,0,0,3,1,0,0,0,3,0,17:41,4,0,2,0,31-Oct-18,104,28,22,27,30,25,27,29,20,101,107,"Brothers""","Cutler""",Taylor,INDIANA,IND,NYK,9,2019,1,C,7.04,245
Mitchell Robinson,3,0,0,0,5,10,0,83.3,6,5,75,4,5,5,13,34:01:00,9,3,1,3,2-Nov-18,120,33,23,33,29,27,32,18,29,106,118,"Smith""","Blair""",Tiven,NEW,NYK,DAL,36.5,2019,1,C,7.04,245
Allonzo Trier,2,0,1,0,1,5,0,71.4,7,1,100,2,5,4,12,24:41:00,2,2,0,0,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""","Guthrie""",Goble,NEW,BKN,NYK,18,2019,1,G,6.05,200
Allonzo Trier,0,100,2,0,2,3,2,85.7,7,1,0,0,6,2,14,23:08,-2,1,1,0,31-Oct-18,104,28,22,27,30,25,27,29,20,101,107,"Brothers""","Cutler""",Taylor,INDIANA,IND,NYK,25.5,2019,1,G,6.05,200
Allonzo Trier,6,33.3,3,3,2,2,1,80,10,1,85.7,7,8,1,23,24:02:00,1,1,0,0,2-Nov-18,120,33,23,33,29,27,32,18,29,106,118,"Smith""","Blair""",Tiven,NEW,NYK,DAL,19.5,2019,1,G,6.05,200
Collin Sexton,8,50,2,3,3,8,1,40,10,4,88.9,9,4,4,17,27:42:00,-2,3,1,0,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""","Myers""",Taylor,CLEVELAND,ATL,CLE,23.5,2019,1,G,6.02,200
Collin Sexton,1,100,1,4,2,2,1,45.5,11,1,100,1,5,1,12,25:04:00,-9,2,0,1,1-Nov-18,111,15,35,33,27,27,15,24,25,91,110,"Phillips""","Fraher""",Goble,DENVER,DEN,CLE,17,2019,1,G,6.02,200
CJ Miles,1,14.3,7,1,1,1,1,14.3,7,0,50,2,1,1,4,19:29,-27,0,1,0,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""","Forte""",Washington,MILWAUKEE,TOR,MIL,8,2019,14,F-G,6.06,225
CJ Miles,0,33.3,3,0,2,0,1,25,4,0,0,0,1,0,3,17:39,-2,2,0,0,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""","Ervin""",Ford,TORONTO,PHI,TOR,8,2019,14,F-G,6.06,225
CJ Miles,0,60,5,0,1,1,3,42.9,7,0,0,0,3,1,9,15:38,4,2,1,0,2-Nov-18,122,23,25,29,30,26,26,19,27,98,107,"Garretson""","Richardson""",Brown,TORONTO,TOR,PHX,22,2019,14,F-G,6.06,225
ETwaun Moore,1,60,5,5,3,2,3,70,10,1,50,2,7,1,18,37:46:00,4,2,0,0,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""","Mott""",Buchert,DENVER,NOP,DEN,23,2019,7,G-F,6.04,200
ETwaun Moore,0,75,4,0,5,4,3,56.3,16,3,0,0,9,1,21,38:52:00,-5,0,1,2,31-Oct-18,107,37,26,29,29,43,27,37,24,131,121,"Garretson""","Richardson""",Orr,GOLDEN,NOP,GSW,40,2019,7,G-F,6.04,200
ETwaun Moore,3,66.7,3,1,3,1,2,58.3,12,0,100,3,7,1,19,30:41:00,-9,1,0,1,1-Nov-18,115,31,34,34,20,35,35,32,30,132,119,"Wood""","Lewis""",Lane,PORTLAND,NOP,POR,24.5,2019,7,G-F,6.04,200
Kenrich Williams,0,100,1,0,0,1,1,100,2,0,0,0,2,1,5,3:22,4,0,0,0,1-Nov-18,115,31,34,34,20,35,35,32,30,132,119,"Wood""","Lewis""",Lane,PORTLAND,NOP,POR,8,2019,1,F,6.07,225
Frank Jackson,0,100,2,0,2,2,2,50,8,0,0,0,4,2,10,26:28:00,2,1,0,1,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""","Mott""",Buchert,DENVER,NOP,DEN,20.5,2019,2,G,6.03,195
Frank Jackson,0,25,4,1,4,0,1,14.3,7,0,0,0,1,0,3,18:01,-9,0,0,1,31-Oct-18,107,37,26,29,29,43,27,37,24,131,121,"Garretson""","Richardson""",Orr,GOLDEN,NOP,GSW,7,2019,2,G,6.03,195
Frank Jackson,0,0,3,0,1,2,0,20,5,0,0,0,1,2,2,11:51,3,0,0,0,1-Nov-18,115,31,34,34,20,35,35,32,30,132,119,"Wood""","Lewis""",Lane,PORTLAND,NOP,POR,4,2019,2,G,6.03,195
PJ Tucker,0,40,5,2,2,8,2,50,6,3,0,0,3,5,8,34:00:00,-11,1,1,2,30-Oct-18,100,19,32,34,19,15,21,26,23,85,104,"Callahan""","Barnaky""",Sterling,PORTLAND,POR,HOU,28.5,2019,13,F,6.05,210
PJ Tucker,2,100,1,0,3,11,1,100,1,2,100,2,1,9,5,39:04:00,21,2,1,0,2-Nov-18,117,25,31,35,28,32,29,25,25,111,119,"Malloy""","Maddox""",Adair,HOUSTON,HOU,BKN,22,2019,13,F,6.05,210
Michael CarterWilliams,2,0,2,1,2,1,0,50,4,0,50,4,2,1,6,14:35,-4,2,1,2,30-Oct-18,100,19,32,34,19,15,21,26,23,85,104,"Callahan""","Barnaky""",Sterling,PORTLAND,POR,HOU,16,2019,7,G ,6.06,210
Michael CarterWilliams,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,5:37,-7,1,0,1,2-Nov-18,117,25,31,35,28,32,29,25,25,111,119,"Malloy""","Maddox""",Adair,HOUSTON,HOU,BKN,4.5,2019,7,G ,6.06,210
Gary Clark,0,42.9,7,0,2,4,3,44.4,9,2,0,0,4,2,11,19:27,-6,1,1,0,30-Oct-18,100,19,32,34,19,15,21,26,23,85,104,"Callahan""","Barnaky""",Sterling,PORTLAND,POR,HOU,25.5,2019,1,F,6.08,225
Gary Clark,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,9:04,-7,0,1,1,2-Nov-18,117,25,31,35,28,32,29,25,25,111,119,"Malloy""","Maddox""",Adair,HOUSTON,HOU,BKN,5,2019,1,F,6.08,225
Isaiah Hartenstein,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,6:59,0,1,0,0,30-Oct-18,100,19,32,34,19,15,21,26,23,85,104,"Callahan""","Barnaky""",Sterling,PORTLAND,POR,HOU,2.5,2019,2,F-C,7,250
Isaiah Hartenstein,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,7:39,1,0,2,0,2-Nov-18,117,25,31,35,28,32,29,25,25,111,119,"Malloy""","Maddox""",Adair,HOUSTON,HOU,BKN,6,2019,2,F-C,7,250
KarlAnthony Towns,8,50,6,5,4,16,3,38.9,18,9,100,8,7,7,25,32:00:00,5,6,4,1,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""","Lindsay""",Smith,MINNESOTA,LAL,MIN,58,2019,4,C,7,235
KarlAnthony Towns,6,44.4,9,3,4,16,4,52.9,17,3,75,8,9,13,28,40:08:00,10,4,2,2,31-Oct-18,106,25,31,40,29,32,33,36,27,128,125,"Goble""","Workman""",Petraitis,MINNESOTA,UTA,MIN,61,2019,4,C,7,235
KarlAnthony Towns,1,33.3,6,2,0,11,2,38.5,13,1,50,2,5,10,13,35:22:00,-15,1,1,2,2-Nov-18,123,32,26,29,12,36,25,22,33,116,99,"Foster""","Dalen""",Barnaky,GOLDEN,MIN,GSW,35.5,2019,4,C,7,235
Royce ONeale,0,100,1,2,2,4,1,100,2,0,0,0,2,4,5,17:05,0,0,0,1,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""","Fraher""",Dalen,UTAH,UTA,DAL,12,2019,4,F,6.06,225
Royce ONeale,0,0,0,0,0,4,0,50,6,1,0,0,3,3,6,17:41,-3,1,0,1,31-Oct-18,106,25,31,40,29,32,33,36,27,128,125,"Goble""","Workman""",Petraitis,MINNESOTA,UTA,MIN,14.5,2019,4,F,6.06,225
