Name,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score
Alex Len,2,0,0,1,3,15,0,40,5,3,100,2,2,12,6,25:21,-18,0,0,0,"OCT 31 2017",102,30,29,28,35,24,29,35,26,114,122,"Brothers""""","Workman""""",Scott,PHOENIX,PHX,BKN,18
Tyler Ulis,1,0,0,3,0,2,0,50,10,0,100,1,5,2,11,18:49,-9,2,0,0,"OCT 31 2017",102,30,29,28,35,24,29,35,26,114,122,"Brothers""""","Workman""""",Scott,PHOENIX,PHX,BKN,12
Troy Daniels,0,0,1,0,0,1,0,66.7,3,0,0,0,2,1,4,12:32,5,0,0,0,"OCT 31 2017",102,30,29,28,35,24,29,35,26,114,122,"Brothers""""","Workman""""",Scott,PHOENIX,PHX,BKN,5
Jared Dudley,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"OCT 31 2017",102,30,29,28,35,24,29,35,26,114,122,"Brothers""""","Workman""""",Scott,PHOENIX,PHX,BKN,NA
Derrick Jones,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"OCT 31 2017",102,30,29,28,35,24,29,35,26,114,122,"Brothers""""","Workman""""",Scott,PHOENIX,PHX,BKN,NA
DeMarre Carroll,3,50,4,0,4,5,2,36.4,11,0,50,6,4,5,13,32:03,-10,1,1,4,"OCT 31 2017",102,30,29,28,35,24,29,35,26,114,122,"Brothers""""","Workman""""",Scott,PHOENIX,PHX,BKN,35.5
Rondae HollisJefferson,5,0,1,2,2,7,0,50,16,1,71.4,7,8,6,21,30:47,-14,1,2,1,"OCT 31 2017",102,30,29,28,35,24,29,35,26,114,122,"Brothers""""","Workman""""",Scott,PHOENIX,PHX,BKN,31.5
Timofey Mozgov,0,0,2,1,2,5,0,20,5,0,0,0,1,5,2,15:21,-6,0,0,0,"OCT 31 2017",102,30,29,28,35,24,29,35,26,114,122,"Brothers""""","Workman""""",Scott,PHOENIX,PHX,BKN,6
Caris LeVert,2,20,5,1,0,2,1,44.4,9,1,66.7,3,4,1,11,27:56,-10,3,1,0,"OCT 31 2017",102,30,29,28,35,24,29,35,26,114,122,"Brothers""""","Workman""""",Scott,PHOENIX,PHX,BKN,19.5
DAngelo Russell,9,40,5,1,2,6,2,52.4,21,1,81.8,11,11,5,33,28:42,-22,4,0,0,"OCT 31 2017",102,30,29,28,35,24,29,35,26,114,122,"Brothers""""","Workman""""",Scott,PHOENIX,PHX,BKN,39
Allen Crabbe,0,14.3,7,1,2,6,1,20,10,0,0,0,2,6,5,28:32,-9,0,0,0,"OCT 31 2017",102,30,29,28,35,24,29,35,26,114,122,"Brothers""""","Workman""""",Scott,PHOENIX,PHX,BKN,12
Tyler Zeller,0,0,1,0,3,4,0,28.6,7,1,0,0,2,3,4,16:36,3,0,0,1,"OCT 31 2017",102,30,29,28,35,24,29,35,26,114,122,"Brothers""""","Workman""""",Scott,PHOENIX,PHX,BKN,11
Spencer Dinwiddie,2,75,4,1,4,0,3,50,10,0,100,2,5,0,15,22:14,6,4,0,2,"OCT 31 2017",102,30,29,28,35,24,29,35,26,114,122,"Brothers""""","Workman""""",Scott,PHOENIX,PHX,BKN,30
Trevor Booker,0,0,0,0,2,4,0,28.6,7,1,0,0,2,3,4,18:38,3,0,0,0,"OCT 31 2017",102,30,29,28,35,24,29,35,26,114,122,"Brothers""""","Workman""""",Scott,PHOENIX,PHX,BKN,8
Joe Harris,0,0,2,0,1,5,0,50,6,2,0,1,3,3,6,19:11,19,2,0,1,"OCT 31 2017",102,30,29,28,35,24,29,35,26,114,122,"Brothers""""","Workman""""",Scott,PHOENIX,PHX,BKN,17
Jarrett Allen,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"OCT 31 2017",102,30,29,28,35,24,29,35,26,114,122,"Brothers""""","Workman""""",Scott,PHOENIX,PHX,BKN,NA
Sean Kilpatrick,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"OCT 31 2017",102,30,29,28,35,24,29,35,26,114,122,"Brothers""""","Workman""""",Scott,PHOENIX,PHX,BKN,NA
Jacob Wiley,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"OCT 31 2017",102,30,29,28,35,24,29,35,26,114,122,"Brothers""""","Workman""""",Scott,PHOENIX,PHX,BKN,NA
Paul George,0,50,8,3,1,3,4,47.1,17,0,0,0,8,3,20,28:59,16,0,1,1,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,34
Carmelo Anthony,4,33.3,3,0,3,8,1,42.9,14,0,80,5,6,8,17,28:42,14,1,1,1,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,30.5
Steven Adams,0,0,0,1,2,11,0,70,10,3,0,0,7,8,14,26:35,13,2,0,1,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,30
Andre Roberson,2,20,5,1,3,3,1,42.9,7,1,100,2,3,2,9,20:49,8,0,0,0,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,11
Russell Westbrook,2,0,2,4,2,10,0,41.7,12,1,66.7,3,5,9,12,26:35,13,10,0,0,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,31
Patrick Patterson,0,100,2,0,1,3,2,100,2,1,0,0,2,2,6,23:51,14,1,0,0,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,14.5
Raymond Felton,3,66.7,3,1,2,1,2,40,5,0,75,4,2,1,9,19:04,10,6,0,0,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,19
Jerami Grant,7,0,2,2,1,4,0,55.6,9,3,100,7,5,1,17,27:50,6,2,0,2,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,21
Alex Abrines,0,100,2,2,4,1,2,50,4,0,0,0,2,1,6,27:11,11,1,0,1,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,13.5
Josh Huestis,0,0,1,1,0,2,0,0,1,0,0,0,0,2,0,6:02,-4,1,1,0,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,5.5
Terrance Ferguson,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2:21,-4,0,0,0,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,0
Dakari Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2:01,-2,0,0,0,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,0
Nick Collison,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,NA
Khris Middleton,3,0,6,3,3,7,0,21.4,14,1,100,3,3,6,9,31:58,-19,2,0,2,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,19
Giannis Antetokounmpo,8,66.7,3,4,4,8,2,64.3,14,2,88.9,9,9,6,28,27:49,-15,3,1,0,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,35.5
Thon Maker,1,25,4,0,2,1,1,33.3,9,0,100,1,3,1,8,19:06,-11,0,0,0,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,10
Tony Snell,0,50,2,0,0,4,1,40,5,0,0,0,2,4,5,29:44,-22,5,0,1,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,21.5
Malcolm Brogdon,2,0,3,0,3,1,0,25,4,0,100,2,1,1,4,20:30,-7,4,0,1,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,12
Matthew Dellavedova,2,100,1,3,2,1,1,66.7,3,0,100,2,2,1,7,20:38,-18,3,0,0,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,9.5
Rashad Vaughn,0,33.3,3,0,0,0,1,44.4,9,0,0,0,4,0,9,18:16,3,1,0,2,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,18.5
Mirza Teletovic,0,33.3,6,1,4,1,2,33.3,9,0,0,0,3,1,8,20:43,-5,4,0,1,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,21
John Henson,1,0,0,1,0,4,0,0,2,0,25,4,0,4,1,22:02,-14,0,3,0,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,12
DJ Wilson,0,0,1,0,1,1,0,50,4,0,0,0,2,1,4,12:30,-2,0,0,0,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,5
Sterling Brown,0,0,1,1,2,2,0,50,2,0,0,0,1,2,2,9:52,9,2,0,1,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,9
DeAndre Liggins,1,100,1,1,1,1,1,100,2,1,100,1,2,0,6,6:52,6,0,0,0,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,7
Jason Terry,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"OCT 31 2017",103,31,29,25,25,23,19,22,27,91,110,"Davis""""","Lane""""",Holtkamp,OKLAHOMA,OKC,MIL,NA
Stanley Johnson,0,50,6,3,3,4,3,37.5,8,0,0,0,3,4,9,28:25,-5,0,1,0,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,19
Tobias Harris,0,28.6,7,0,1,4,2,42.1,19,1,0,0,8,3,18,32:30,-13,2,1,1,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,35
Andre Drummond,0,0,0,0,1,12,0,55.6,9,4,0,0,5,8,10,35:04,-10,5,0,1,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,32.5
Avery Bradley,0,0,5,3,2,5,0,23.5,17,2,0,0,4,3,8,34:17,-10,0,0,1,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,13
Reggie Jackson,1,25,4,2,1,7,1,53.3,15,2,100,1,8,5,18,27:05,-16,5,0,2,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,37.5
Ish Smith,0,0,1,0,0,3,0,66.7,9,0,0,0,6,3,12,22:54,-7,3,0,0,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,19.5
Henry Ellenson,0,50,2,1,0,1,1,25,4,0,0,0,1,1,3,9:25,-5,1,0,0,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,6.5
Jon Leuer,0,0,0,1,2,4,0,50,4,1,0,0,2,3,4,9:54,-12,1,0,0,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,8.5
Reggie Bullock,0,0,3,1,0,2,0,0,3,0,0,0,0,2,0,15:16,-16,2,1,1,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,10
Langston Galloway,0,100,1,1,0,1,1,100,2,0,0,0,2,1,5,11:44,-7,1,0,0,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,8.5
Anthony Tolliver,0,50,4,0,1,0,2,50,4,0,0,0,2,0,6,10:24,-1,0,0,0,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,10
Eric Moreland,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,3:02,2,1,0,1,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,5.5
Boban Marjanovic,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,NA
Brandon Ingram,0,50,2,5,1,5,1,50,12,0,0,0,6,5,13,34:15,17,6,1,4,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,39
Larry Nance,4,0,0,1,0,12,0,50,10,3,100,4,5,9,14,27:12,12,2,0,3,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,33
Brook Lopez,0,33.3,6,1,1,1,2,33.3,9,0,0,0,3,1,8,21:18,11,4,2,0,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,24
Kentavious CaldwellPope,3,40,5,2,2,6,2,40,10,0,75,4,4,6,13,27:57,12,2,0,1,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,24
Lonzo Ball,0,33.3,3,0,0,6,1,46.2,13,2,0,0,6,4,13,27:46,8,3,2,0,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,31.5
Kyle Kuzma,0,100,4,0,1,6,4,75,8,2,0,0,6,4,16,19:59,8,3,0,0,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,34.5
Julius Randle,3,0,1,3,3,7,0,77.8,9,0,60,5,7,7,17,17:25,10,3,0,1,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,25.5
Jordan Clarkson,1,50,2,0,1,3,1,44.4,9,0,100,1,4,3,10,20:55,15,4,0,0,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,20
Josh Hart,0,100,1,1,1,2,1,33.3,3,0,0,0,1,2,3,17:00,8,1,0,0,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,7.5
Corey Brewer,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13:45,3,1,0,0,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,1.5
Andrew Bogut,0,0,0,0,2,4,0,66.7,3,3,0,0,2,1,4,7:44,2,1,0,0,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,9.5
Ivica Zubac,0,0,0,1,1,1,0,0,2,1,0,0,0,0,0,2:22,-3,0,0,0,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,0
Tyler Ennis,0,0,1,0,1,0,0,50,2,0,0,0,1,0,2,2:22,-3,0,0,0,"OCT 31 2017",104,22,23,27,21,25,33,29,26,113,93,"Garretson""""","Wood""""",Smith,LOS,DET,LAL,2
Khris Middleton,8,45.5,11,0,4,5,5,53.6,28,2,80,10,15,3,43,39:36,1,7,0,0,"NOV 1 2017",105,32,25,31,33,25,35,28,38,126,121,"Corbin""""","Richardson""""",Buchert,CHARLOTTE,MIL,CHA,60.5
Giannis Antetokounmpo,4,0,2,3,5,13,0,31.3,16,1,100,4,5,12,14,31:57,14,5,2,2,"NOV 1 2017",105,32,25,31,33,25,35,28,38,126,121,"Corbin""""","Richardson""""",Buchert,CHARLOTTE,MIL,CHA,39.5
John Henson,0,0,1,4,5,10,0,33.3,6,4,0,0,2,6,4,29:14,12,6,1,1,"NOV 1 2017",105,32,25,31,33,25,35,28,38,126,121,"Corbin""""","Richardson""""",Buchert,CHARLOTTE,MIL,CHA,25
Tony Snell,0,83.3,6,1,1,2,5,85.7,7,0,0,0,6,2,17,37:21,0,3,0,0,"NOV 1 2017",105,32,25,31,33,25,35,28,38,126,121,"Corbin""""","Richardson""""",Buchert,CHARLOTTE,MIL,CHA,32.5
Malcolm Brogdon,0,50,4,1,5,1,2,56.3,16,0,0,1,9,1,20,37:28,-16,4,0,0,"NOV 1 2017",105,32,25,31,33,25,35,28,38,126,121,"Corbin""""","Richardson""""",Buchert,CHARLOTTE,MIL,CHA,30
Thon Maker,0,50,2,2,3,1,1,50,4,0,0,0,2,1,5,18:46,-17,0,0,0,"NOV 1 2017",105,32,25,31,33,25,35,28,38,126,121,"Corbin""""","Richardson""""",Buchert,CHARLOTTE,MIL,CHA,6
Mirza Teletovic,0,66.7,6,1,1,4,4,50,8,1,0,0,4,3,12,20:58,-20,1,0,0,"NOV 1 2017",105,32,25,31,33,25,35,28,38,126,121,"Corbin""""","Richardson""""",Buchert,CHARLOTTE,MIL,CHA,24.5
Matthew Dellavedova,0,50,2,1,1,3,1,33.3,3,1,0,0,1,2,3,18:02,-3,3,0,0,"NOV 1 2017",105,32,25,31,33,25,35,28,38,126,121,"Corbin""""","Richardson""""",Buchert,CHARLOTTE,MIL,CHA,11.5
