Name,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score
Trevor Ariza,2,36.4,11,1,2,4,4,28.6,14,0,100,2,4,4,14,30:56,9,0,0,0,"MAR 25 2018",1101,20,25,29,25,33,36,25,24,118,99,"Garretson""""","Twardoski""""",Petraitis,HOUSTON,ATL,HOU,23
PJ Tucker,0,44.4,9,1,1,1,4,44.4,9,0,0,0,4,1,12,30:17,14,0,0,0,"MAR 25 2018",1101,20,25,29,25,33,36,25,24,118,99,"Garretson""""","Twardoski""""",Petraitis,HOUSTON,ATL,HOU,20
Clint Capela,0,0,0,2,1,8,0,77.8,9,3,0,0,7,5,14,27:42,3,1,2,2,"MAR 25 2018",1101,20,25,29,25,33,36,25,24,118,99,"Garretson""""","Twardoski""""",Petraitis,HOUSTON,ATL,HOU,33.5
Eric Gordon,2,44.4,9,2,0,2,4,61.5,13,0,100,2,8,2,22,32:19,19,4,1,1,"MAR 25 2018",1101,20,25,29,25,33,36,25,24,118,99,"Garretson""""","Twardoski""""",Petraitis,HOUSTON,ATL,HOU,40
James Harden,5,14.3,7,2,2,10,1,40,15,0,100,5,6,10,18,30:03,14,15,0,2,"MAR 25 2018",1101,20,25,29,25,33,36,25,24,118,99,"Garretson""""","Twardoski""""",Petraitis,HOUSTON,ATL,HOU,51.5
Gerald Green,0,50,10,1,1,7,5,66.7,15,1,0,0,10,6,25,32:27,8,2,0,1,"MAR 25 2018",1101,20,25,29,25,33,36,25,24,118,99,"Garretson""""","Twardoski""""",Petraitis,HOUSTON,ATL,HOU,47
Joe Johnson,1,40,5,1,1,4,2,33.3,9,0,50,2,3,4,9,29:00,14,4,0,0,"MAR 25 2018",1101,20,25,29,25,33,36,25,24,118,99,"Garretson""""","Twardoski""""",Petraitis,HOUSTON,ATL,HOU,21
Nene nan,0,0,0,1,3,3,0,33.3,3,0,0,0,1,3,2,14:50,13,1,1,1,"MAR 25 2018",1101,20,25,29,25,33,36,25,24,118,99,"Garretson""""","Twardoski""""",Petraitis,HOUSTON,ATL,HOU,11.5
Tarik Black,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,5:28,3,1,0,0,"MAR 25 2018",1101,20,25,29,25,33,36,25,24,118,99,"Garretson""""","Twardoski""""",Petraitis,HOUSTON,ATL,HOU,4.5
Zhou Qi,0,0,0,0,0,3,0,50,2,2,0,0,1,1,2,3:29,-1,0,0,0,"MAR 25 2018",1101,20,25,29,25,33,36,25,24,118,99,"Garretson""""","Twardoski""""",Petraitis,HOUSTON,ATL,HOU,5
RJ Hunter,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3:29,-1,0,0,0,"MAR 25 2018",1101,20,25,29,25,33,36,25,24,118,99,"Garretson""""","Twardoski""""",Petraitis,HOUSTON,ATL,HOU,0
Luc Mbah,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 25 2018",1101,20,25,29,25,33,36,25,24,118,99,"Garretson""""","Twardoski""""",Petraitis,HOUSTON,ATL,HOU,NA
Chris Paul,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 25 2018",1101,20,25,29,25,33,36,25,24,118,99,"Garretson""""","Twardoski""""",Petraitis,HOUSTON,ATL,HOU,NA
Joe Ingles,2,57.1,7,2,1,6,4,33.3,12,0,100,2,4,6,14,32:04,30,8,0,2,"MAR 25 2018",1102,18,35,36,21,22,25,18,26,91,110,"Wall""""","Adams""""",Guthrie,UTAH,UTA,GSW,42
Derrick Favors,2,0,2,0,2,8,0,57.1,7,4,50,4,4,4,10,24:07,14,1,1,0,"MAR 25 2018",1102,18,35,36,21,22,25,18,26,91,110,"Wall""""","Adams""""",Guthrie,UTAH,UTA,GSW,20.5
Rudy Gobert,3,0,0,1,2,15,0,63.6,11,5,75,4,7,10,17,31:08,14,3,4,0,"MAR 25 2018",1102,18,35,36,21,22,25,18,26,91,110,"Wall""""","Adams""""",Guthrie,UTAH,UTA,GSW,44.5
Donovan Mitchell,1,50,8,2,2,2,4,42.1,19,1,50,2,8,1,21,30:52,15,6,1,2,"MAR 25 2018",1102,18,35,36,21,22,25,18,26,91,110,"Wall""""","Adams""""",Guthrie,UTAH,UTA,GSW,46
Ricky Rubio,2,50,2,3,3,3,1,40,10,0,100,2,4,3,11,26:25,15,0,0,1,"MAR 25 2018",1102,18,35,36,21,22,25,18,26,91,110,"Wall""""","Adams""""",Guthrie,UTAH,UTA,GSW,14
Jae Crowder,0,50,4,0,2,5,2,54.5,11,0,0,0,6,5,14,30:11,19,2,0,0,"MAR 25 2018",1102,18,35,36,21,22,25,18,26,91,110,"Wall""""","Adams""""",Guthrie,UTAH,UTA,GSW,26
Jonas Jerebko,0,0,1,1,0,2,0,33.3,3,0,0,0,1,2,2,9:25,-7,0,0,0,"MAR 25 2018",1102,18,35,36,21,22,25,18,26,91,110,"Wall""""","Adams""""",Guthrie,UTAH,UTA,GSW,3
Royce ONeale,0,0,1,1,3,3,0,66.7,3,0,0,0,2,3,4,24:46,10,1,1,1,"MAR 25 2018",1102,18,35,36,21,22,25,18,26,91,110,"Wall""""","Adams""""",Guthrie,UTAH,UTA,GSW,13.5
Dante Exum,2,33.3,3,2,0,1,1,62.5,8,0,100,2,5,1,13,16:50,5,5,0,0,"MAR 25 2018",1102,18,35,36,21,22,25,18,26,91,110,"Wall""""","Adams""""",Guthrie,UTAH,UTA,GSW,19.5
Ekpe Udoh,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4:06,-5,0,1,0,"MAR 25 2018",1102,18,35,36,21,22,25,18,26,91,110,"Wall""""","Adams""""",Guthrie,UTAH,UTA,GSW,2
Alec Burks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4:06,-5,0,0,0,"MAR 25 2018",1102,18,35,36,21,22,25,18,26,91,110,"Wall""""","Adams""""",Guthrie,UTAH,UTA,GSW,0
Georges Niang,0,0,0,0,0,2,0,50,2,1,0,0,1,1,2,3:00,-5,1,0,0,"MAR 25 2018",1102,18,35,36,21,22,25,18,26,91,110,"Wall""""","Adams""""",Guthrie,UTAH,UTA,GSW,5.5
David Stockton,2,0,0,1,1,0,0,0,0,0,100,2,0,0,2,3:00,-5,0,0,0,"MAR 25 2018",1102,18,35,36,21,22,25,18,26,91,110,"Wall""""","Adams""""",Guthrie,UTAH,UTA,GSW,-1
Patrick McCaw,2,0,1,3,2,2,0,30,10,1,100,2,3,1,8,33:27,-14,3,0,0,"MAR 25 2018",1102,18,35,36,21,22,25,18,26,91,110,"Wall""""","Adams""""",Guthrie,UTAH,UTA,GSW,9.5
Kevon Looney,2,0,0,1,4,5,0,33.3,6,1,100,2,2,4,6,24:26,-17,2,2,2,"MAR 25 2018",1102,18,35,36,21,22,25,18,26,91,110,"Wall""""","Adams""""",Guthrie,UTAH,UTA,GSW,23
JaVale McGee,0,0,0,0,2,9,0,33.3,12,4,0,0,4,5,8,18:03,-12,0,2,1,"MAR 25 2018",1102,18,35,36,21,22,25,18,26,91,110,"Wall""""","Adams""""",Guthrie,UTAH,UTA,GSW,26
Nick Young,2,16.7,6,1,3,3,1,21.4,14,0,100,2,3,3,9,37:58,-15,1,0,1,"MAR 25 2018",1102,18,35,36,21,22,25,18,26,91,110,"Wall""""","Adams""""",Guthrie,UTAH,UTA,GSW,15.5
Quinn Cook,2,50,2,1,1,4,1,46.7,15,0,100,2,7,4,17,34:56,-11,8,1,1,"MAR 25 2018",1102,18,35,36,21,22,25,18,26,91,110,"Wall""""","Adams""""",Guthrie,UTAH,UTA,GSW,38
Andre Iguodala,0,80,5,1,3,2,4,57.1,7,1,0,0,4,1,12,19:21,-6,2,0,1,"MAR 25 2018",1102,18,35,36,21,22,25,18,26,91,110,"Wall""""","Adams""""",Guthrie,UTAH,UTA,GSW,27
Zaza Pachulia,0,0,0,2,1,4,0,50,6,4,0,0,3,0,6,11:18,-1,3,1,0,"MAR 25 2018",1102,18,35,36,21,22,25,18,26,91,110,"Wall""""","Adams""""",Guthrie,UTAH,UTA,GSW,15.5
Jordan Bell,0,0,0,0,1,4,0,75,4,0,0,0,3,4,6,17:30,-3,4,0,1,"MAR 25 2018",1102,18,35,36,21,22,25,18,26,91,110,"Wall""""","Adams""""",Guthrie,UTAH,UTA,GSW,19
Shaun Livingston,0,0,1,2,1,2,0,40,5,0,0,1,2,2,4,18:18,-11,1,0,1,"MAR 25 2018",1102,18,35,36,21,22,25,18,26,91,110,"Wall""""","Adams""""",Guthrie,UTAH,UTA,GSW,8.5
David West,1,0,0,0,0,2,0,50,8,1,100,1,4,1,9,12:43,-10,0,1,1,"MAR 25 2018",1102,18,35,36,21,22,25,18,26,91,110,"Wall""""","Adams""""",Guthrie,UTAH,UTA,GSW,16
Damian Jones,0,0,0,0,1,4,0,75,4,2,0,0,3,2,6,12:00,5,0,0,0,"MAR 25 2018",1102,18,35,36,21,22,25,18,26,91,110,"Wall""""","Adams""""",Guthrie,UTAH,UTA,GSW,10
Lance Thomas,0,50,2,0,4,2,1,25,4,1,0,0,1,1,3,19:47,-4,1,0,0,"MAR 26 2018",1103,22,27,33,35,27,35,25,30,137,128,"Goble""""","Kogut""""",Maddox,CHARLOTTE,NYK,CHA,8.5
Michael Beasley,2,25,4,3,4,8,1,54.5,22,1,100,2,12,7,27,34:44,-8,1,0,1,"MAR 26 2018",1103,22,27,33,35,27,35,25,30,137,128,"Goble""""","Kogut""""",Maddox,CHARLOTTE,NYK,CHA,36.5
Enes Kanter,1,0,0,0,5,13,0,53.8,13,4,100,1,7,9,15,32:51,7,2,0,0,"MAR 26 2018",1103,22,27,33,35,27,35,25,30,137,128,"Goble""""","Kogut""""",Maddox,CHARLOTTE,NYK,CHA,30
Tim Hardaway,5,28.6,7,1,2,5,2,41.7,12,1,100,5,5,4,17,36:29,-4,2,0,1,"MAR 26 2018",1103,22,27,33,35,27,35,25,30,137,128,"Goble""""","Kogut""""",Maddox,CHARLOTTE,NYK,CHA,26
Trey Burke,1,33.3,9,2,1,1,3,61.3,31,1,100,1,19,0,42,40:52,2,12,0,1,"MAR 26 2018",1103,22,27,33,35,27,35,25,30,137,128,"Goble""""","Kogut""""",Maddox,CHARLOTTE,NYK,CHA,67
Frank Ntilikina,0,0,1,2,6,1,0,60,10,0,0,0,6,1,12,17:41,-13,3,0,1,"MAR 26 2018",1103,22,27,33,35,27,35,25,30,137,128,"Goble""""","Kogut""""",Maddox,CHARLOTTE,NYK,CHA,18.5
Isaiah Hicks,0,0,0,1,3,3,0,0,0,1,0,0,0,2,0,7:37,-11,1,0,0,"MAR 26 2018",1103,22,27,33,35,27,35,25,30,137,128,"Goble""""","Kogut""""",Maddox,CHARLOTTE,NYK,CHA,3.5
Courtney Lee,0,0,2,0,0,1,0,20,5,1,0,0,1,0,2,31:58,-9,0,0,0,"MAR 26 2018",1103,22,27,33,35,27,35,25,30,137,128,"Goble""""","Kogut""""",Maddox,CHARLOTTE,NYK,CHA,3
Luke Kornet,2,50,4,1,0,5,2,33.3,6,0,100,2,2,5,8,26:30,0,0,1,1,"MAR 26 2018",1103,22,27,33,35,27,35,25,30,137,128,"Goble""""","Kogut""""",Maddox,CHARLOTTE,NYK,CHA,20
Troy Williams,0,0,1,0,2,2,0,50,2,1,0,0,1,1,2,16:31,-5,3,0,1,"MAR 26 2018",1103,22,27,33,35,27,35,25,30,137,128,"Goble""""","Kogut""""",Maddox,CHARLOTTE,NYK,CHA,11.5
Jarrett Jack,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 26 2018",1103,22,27,33,35,27,35,25,30,137,128,"Goble""""","Kogut""""",Maddox,CHARLOTTE,NYK,CHA,NA
Emmanuel Mudiay,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"MAR 26 2018",1103,22,27,33,35,27,35,25,30,137,128,"Goble""""","Kogut""""",Maddox,CHARLOTTE,NYK,CHA,NA
Michael KiddGilchrist,1,0,0,0,2,3,0,50,8,1,25,4,4,2,9,22:05,-2,2,0,2,"MAR 26 2018",1103,22,27,33,35,27,35,25,30,137,128,"Goble""""","Kogut""""",Maddox,CHARLOTTE,NYK,CHA,20
Marvin Williams,1,0,1,1,1,4,0,60,10,2,100,1,6,2,13,30:00,8,1,2,1,"MAR 26 2018",1103,22,27,33,35,27,35,25,30,137,128,"Goble""""","Kogut""""",Maddox,CHARLOTTE,NYK,CHA,25.5
Dwight Howard,5,0,1,6,4,13,0,60,15,4,100,5,9,9,23,35:58,15,1,0,0,"MAR 26 2018",1103,22,27,33,35,27,35,25,30,137,128,"Goble""""","Kogut""""",Maddox,CHARLOTTE,NYK,CHA,26.5
Nicolas Batum,2,100,1,0,0,3,1,60,5,0,66.7,3,3,3,9,23:58,-1,4,1,0,"MAR 26 2018",1103,22,27,33,35,27,35,25,30,137,128,"Goble""""","Kogut""""",Maddox,CHARLOTTE,NYK,CHA,21
Kemba Walker,5,33.3,12,3,1,2,4,52.4,21,0,100,5,11,2,31,38:32,10,7,0,0,"MAR 26 2018",1103,22,27,33,35,27,35,25,30,137,128,"Goble""""","Kogut""""",Maddox,CHARLOTTE,NYK,CHA,43.5
Frank Kaminsky,3,50,2,2,0,4,1,50,6,1,100,3,3,3,10,23:00,1,1,0,1,"MAR 26 2018",1103,22,27,33,35,27,35,25,30,137,128,"Goble""""","Kogut""""",Maddox,CHARLOTTE,NYK,CHA,15.5
Jeremy Lamb,4,50,4,1,0,6,2,42.9,7,0,100,4,3,6,12,27:47,12,6,0,0,"MAR 26 2018",1103,22,27,33,35,27,35,25,30,137,128,"Goble""""","Kogut""""",Maddox,CHARLOTTE,NYK,CHA,26
Dwayne Bacon,1,0,1,1,1,2,0,42.9,7,0,100,1,3,2,7,30:55,11,1,0,0,"MAR 26 2018",1103,22,27,33,35,27,35,25,30,137,128,"Goble""""","Kogut""""",Maddox,CHARLOTTE,NYK,CHA,8.5
Malik Monk,0,50,6,0,0,1,3,57.1,7,0,0,0,4,1,11,15:43,-3,1,0,0,"MAR 26 2018",1103,22,27,33,35,27,35,25,30,137,128,"Goble""""","Kogut""""",Maddox,CHARLOTTE,NYK,CHA,19.5
Willy Hernangomez,2,0,0,0,3,5,0,71.4,7,3,100,2,5,2,12,17:02,-6,1,1,1,"MAR 26 2018",1103,22,27,33,35,27,35,25,30,137,128,"Goble""""","Kogut""""",Maddox,CHARLOTTE,NYK,CHA,22.5
Treveon Graham,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 26 2018",1103,22,27,33,35,27,35,25,30,137,128,"Goble""""","Kogut""""",Maddox,CHARLOTTE,NYK,CHA,NA
Julyan Stone,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 26 2018",1103,22,27,33,35,27,35,25,30,137,128,"Goble""""","Kogut""""",Maddox,CHARLOTTE,NYK,CHA,NA
Kyle Kuzma,2,33.3,6,3,1,11,2,53.3,15,0,66.7,3,8,11,20,40:52,-9,1,0,0,"MAR 26 2018",1104,29,26,21,30,26,27,28,31,112,106,"Capers""""","Buchert""""",Nansel,DETROIT,LAL,DET,31.5
Julius Randle,9,0,0,5,5,11,0,53.8,13,1,90,10,7,10,23,32:16,-7,1,0,1,"MAR 26 2018",1104,29,26,21,30,26,27,28,31,112,106,"Capers""""","Buchert""""",Nansel,DETROIT,LAL,DET,24.5
Brook Lopez,2,0,4,0,5,3,0,37.5,16,0,50,4,6,3,14,31:47,-5,9,5,0,"MAR 26 2018",1104,29,26,21,30,26,27,28,31,112,106,"Capers""""","Buchert""""",Nansel,DETROIT,LAL,DET,43.5
Kentavious CaldwellPope,0,30,10,0,1,5,3,29.4,17,1,0,0,5,4,13,38:15,-6,3,1,0,"MAR 26 2018",1104,29,26,21,30,26,27,28,31,112,106,"Capers""""","Buchert""""",Nansel,DETROIT,LAL,DET,31.5
Lonzo Ball,0,100,1,2,4,8,1,87.5,8,1,0,0,7,7,15,43:00,-4,11,0,2,"MAR 26 2018",1104,29,26,21,30,26,27,28,31,112,106,"Capers""""","Buchert""""",Nansel,DETROIT,LAL,DET,45.5
Ivica Zubac,3,0,0,0,1,4,0,40,5,2,75,4,2,2,7,8:33,0,1,1,0,"MAR 26 2018",1104,29,26,21,30,26,27,28,31,112,106,"Capers""""","Buchert""""",Nansel,DETROIT,LAL,DET,12.5
Travis Wear,4,0,2,0,0,4,0,0,2,0,100,4,0,4,4,17:04,-1,0,0,0,"MAR 26 2018",1104,29,26,21,30,26,27,28,31,112,106,"Capers""""","Buchert""""",Nansel,DETROIT,LAL,DET,4
Tyler Ennis,0,0,0,0,1,1,0,42.9,7,1,0,0,3,0,6,17:50,3,3,0,0,"MAR 26 2018",1104,29,26,21,30,26,27,28,31,112,106,"Capers""""","Buchert""""",Nansel,DETROIT,LAL,DET,11.5
Channing Frye,0,0,0,0,2,0,0,100,2,0,0,0,2,0,4,6:59,1,0,0,0,"MAR 26 2018",1104,29,26,21,30,26,27,28,31,112,106,"Capers""""","Buchert""""",Nansel,DETROIT,LAL,DET,4
Gary Payton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2:46,-2,0,0,0,"MAR 26 2018",1104,29,26,21,30,26,27,28,31,112,106,"Capers""""","Buchert""""",Nansel,DETROIT,LAL,DET,0
Thomas Bryant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:39,0,0,0,0,"MAR 26 2018",1104,29,26,21,30,26,27,28,31,112,106,"Capers""""","Buchert""""",Nansel,DETROIT,LAL,DET,0
Brandon Ingram,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"MAR 26 2018",1104,29,26,21,30,26,27,28,31,112,106,"Capers""""","Buchert""""",Nansel,DETROIT,LAL,DET,NA
Stanley Johnson,0,0,3,0,5,8,0,22.2,9,1,0,0,2,7,4,30:10,7,6,0,1,"MAR 26 2018",1104,29,26,21,30,26,27,28,31,112,106,"Capers""""","Buchert""""",Nansel,DETROIT,LAL,DET,24
Blake Griffin,1,66.7,3,2,6,5,2,66.7,9,0,33.3,3,6,5,15,24:19,4,3,0,0,"MAR 26 2018",1104,29,26,21,30,26,27,28,31,112,106,"Capers""""","Buchert""""",Nansel,DETROIT,LAL,DET,25.5
Andre Drummond,5,0,1,3,4,18,0,31.3,16,3,83.3,6,5,15,15,39:23,9,2,1,0,"MAR 26 2018",1104,29,26,21,30,26,27,28,31,112,106,"Capers""""","Buchert""""",Nansel,DETROIT,LAL,DET,31
Reggie Bullock,0,66.7,3,0,0,5,2,50,14,1,0,0,7,4,16,29:30,5,0,1,1,"MAR 26 2018",1104,29,26,21,30,26,27,28,31,112,106,"Capers""""","Buchert""""",Nansel,DETROIT,LAL,DET,31
Reggie Jackson,0,33.3,6,1,3,5,2,40.9,22,2,0,0,9,3,20,28:04,0,3,0,0,"MAR 26 2018",1104,29,26,21,30,26,27,28,31,112,106,"Capers""""","Buchert""""",Nansel,DETROIT,LAL,DET,32.5
Ish Smith,0,100,2,1,3,0,2,55.6,9,0,0,0,5,0,12,19:56,6,2,0,0,"MAR 26 2018",1104,29,26,21,30,26,27,28,31,112,106,"Capers""""","Buchert""""",Nansel,DETROIT,LAL,DET,18
Anthony Tolliver,4,42.9,7,0,2,3,3,44.4,9,0,100,4,4,3,15,28:03,5,3,0,0,"MAR 26 2018",1104,29,26,21,30,26,27,28,31,112,106,"Capers""""","Buchert""""",Nansel,DETROIT,LAL,DET,24.5
James Ennis,0,33.3,3,0,2,1,1,60,5,0,0,0,3,1,7,17:50,-1,0,0,2,"MAR 26 2018",1104,29,26,21,30,26,27,28,31,112,106,"Capers""""","Buchert""""",Nansel,DETROIT,LAL,DET,16
Luke Kennard,0,20,5,0,0,2,1,42.9,7,1,0,0,3,1,7,18:30,1,2,0,0,"MAR 26 2018",1104,29,26,21,30,26,27,28,31,112,106,"Capers""""","Buchert""""",Nansel,DETROIT,LAL,DET,14
Eric Moreland,1,0,0,0,1,3,0,0,0,2,50,2,0,1,1,4:15,-6,0,0,0,"MAR 26 2018",1104,29,26,21,30,26,27,28,31,112,106,"Capers""""","Buchert""""",Nansel,DETROIT,LAL,DET,3
Dwight Buycks,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 26 2018",1104,29,26,21,30,26,27,28,31,112,106,"Capers""""","Buchert""""",Nansel,DETROIT,LAL,DET,NA
Henry Ellenson,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 26 2018",1104,29,26,21,30,26,27,28,31,112,106,"Capers""""","Buchert""""",Nansel,DETROIT,LAL,DET,NA
Langston Galloway,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 26 2018",1104,29,26,21,30,26,27,28,31,112,106,"Capers""""","Buchert""""",Nansel,DETROIT,LAL,DET,NA
Wilson Chandler,1,25,4,2,2,8,1,37.5,8,1,50,2,3,7,8,34:43,-7,7,0,2,"MAR 26 2018",1105,27,32,15,30,23,28,34,38,123,104,"Foster""""","Mott""""",Orr,PHILADELPHIA,DEN,PHI,31.5
Paul Millsap,6,0,2,2,2,9,0,50,10,2,54.5,11,5,7,16,31:40,-9,3,0,1,"MAR 26 2018",1105,27,32,15,30,23,28,34,38,123,104,"Foster""""","Mott""""",Orr,PHILADELPHIA,DEN,PHI,24.5
Nikola Jokic,5,50,2,2,4,7,1,28.6,14,3,83.3,6,4,4,14,30:43,-6,4,1,1,"MAR 26 2018",1105,27,32,15,30,23,28,34,38,123,104,"Foster""""","Mott""""",Orr,PHILADELPHIA,DEN,PHI,28
Will Barton,4,62.5,8,3,2,1,5,53.3,15,0,100,4,8,1,25,36:14,-11,3,0,0,"MAR 26 2018",1105,27,32,15,30,23,28,34,38,123,104,"Foster""""","Mott""""",Orr,PHILADELPHIA,DEN,PHI,33.5
Jamal Murray,1,25,8,1,2,3,2,38.9,18,0,100,1,7,3,17,35:43,-22,3,2,2,"MAR 26 2018",1105,27,32,15,30,23,28,34,38,123,104,"Foster""""","Mott""""",Orr,PHILADELPHIA,DEN,PHI,38.5
Devin Harris,3,0,3,1,3,2,0,16.7,6,0,75,4,1,2,5,20:42,-1,3,0,2,"MAR 26 2018",1105,27,32,15,30,23,28,34,38,123,104,"Foster""""","Mott""""",Orr,PHILADELPHIA,DEN,PHI,13.5
Trey Lyles,0,0,2,1,0,0,0,50,4,0,0,0,2,0,4,11:48,-9,0,0,0,"MAR 26 2018",1105,27,32,15,30,23,28,34,38,123,104,"Foster""""","Mott""""",Orr,PHILADELPHIA,DEN,PHI,3
Mason Plumlee,1,0,0,3,3,1,0,100,3,1,25,4,3,0,7,13:27,-11,2,3,1,"MAR 26 2018",1105,27,32,15,30,23,28,34,38,123,104,"Foster""""","Mott""""",Orr,PHILADELPHIA,DEN,PHI,19
Torrey Craig,0,0,0,0,3,6,0,33.3,3,2,0,2,1,4,2,17:03,-15,1,0,1,"MAR 26 2018",1105,27,32,15,30,23,28,34,38,123,104,"Foster""""","Mott""""",Orr,PHILADELPHIA,DEN,PHI,12.5
