Name,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score
Kyle Kuzma,4,40,5,1,3,10,2,28.6,14,1,100,4,4,9,14,38:48,14,2,0,0,"MAR 11 2018",1000,29,31,22,31,33,32,33,29,127,113,"Capers""""","Brown""""",Twardoski,LOS,CLE,LAL,26
Julius Randle,8,0,0,4,3,14,0,77.8,18,6,80,10,14,8,36,37:59,19,7,2,1,"MAR 11 2018",1000,29,31,22,31,33,32,33,29,127,113,"Capers""""","Brown""""",Twardoski,LOS,CLE,LAL,57.5
Brook Lopez,0,50,4,1,3,8,2,55.6,18,2,0,0,10,6,22,32:46,13,4,2,1,"MAR 11 2018",1000,29,31,22,31,33,32,33,29,127,113,"Capers""""","Brown""""",Twardoski,LOS,CLE,LAL,48
Kentavious CaldwellPope,2,50,8,2,2,6,4,53.8,13,2,100,2,7,4,20,37:40,15,1,0,2,"MAR 11 2018",1000,29,31,22,31,33,32,33,29,127,113,"Capers""""","Brown""""",Twardoski,LOS,CLE,LAL,37.5
Lonzo Ball,0,16.7,6,0,2,3,1,18.2,11,0,0,0,2,3,5,31:31,-1,7,0,1,"MAR 11 2018",1000,29,31,22,31,33,32,33,29,127,113,"Capers""""","Brown""""",Twardoski,LOS,CLE,LAL,23.5
Isaiah Thomas,4,28.6,7,5,3,5,2,43.8,16,3,100,4,7,2,20,30:44,18,9,0,1,"MAR 11 2018",1000,29,31,22,31,33,32,33,29,127,113,"Capers""""","Brown""""",Twardoski,LOS,CLE,LAL,36.5
Travis Wear,0,66.7,3,0,1,2,2,66.7,3,0,0,0,2,2,6,12:08,-4,0,0,0,"MAR 11 2018",1000,29,31,22,31,33,32,33,29,127,113,"Capers""""","Brown""""",Twardoski,LOS,CLE,LAL,12
Alex Caruso,0,0,1,0,0,2,0,66.7,3,0,0,0,2,2,4,12:18,-1,0,0,1,"MAR 11 2018",1000,29,31,22,31,33,32,33,29,127,113,"Capers""""","Brown""""",Twardoski,LOS,CLE,LAL,9
Ivica Zubac,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,5:41,-3,0,0,2,"MAR 11 2018",1000,29,31,22,31,33,32,33,29,127,113,"Capers""""","Brown""""",Twardoski,LOS,CLE,LAL,7
Derrick Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:25,0,0,0,0,"MAR 11 2018",1000,29,31,22,31,33,32,33,29,127,113,"Capers""""","Brown""""",Twardoski,LOS,CLE,LAL,0
Luol Deng,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 11 2018",1000,29,31,22,31,33,32,33,29,127,113,"Capers""""","Brown""""",Twardoski,LOS,CLE,LAL,NA
Tyler Ennis,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 11 2018",1000,29,31,22,31,33,32,33,29,127,113,"Capers""""","Brown""""",Twardoski,LOS,CLE,LAL,NA
Kyle Anderson,2,0,2,0,2,1,0,33.3,6,1,50,4,2,0,6,14:40,-17,1,0,0,"MAR 12 2018",1001,21,22,24,26,25,29,34,21,109,93,"Foster""""","Tiven""""",Taylor,HOUSTON,SAS,HOU,6.5
Rudy Gay,0,33.3,3,4,3,5,1,40,15,2,0,0,6,3,13,23:34,-16,0,0,0,"MAR 12 2018",1001,21,22,24,26,25,29,34,21,109,93,"Foster""""","Tiven""""",Taylor,HOUSTON,SAS,HOU,16
Pau Gasol,2,0,0,1,2,4,0,20,5,1,100,2,1,3,4,14:30,-14,1,0,0,"MAR 12 2018",1001,21,22,24,26,25,29,34,21,109,93,"Foster""""","Tiven""""",Taylor,HOUSTON,SAS,HOU,6.5
Patty Mills,0,50,2,0,0,1,1,33.3,3,0,0,0,1,1,3,8:38,-9,2,0,0,"MAR 12 2018",1001,21,22,24,26,25,29,34,21,109,93,"Foster""""","Tiven""""",Taylor,HOUSTON,SAS,HOU,9
Dejounte Murray,1,0,0,2,0,4,0,42.9,7,1,50,2,3,3,7,19:41,-22,3,0,1,"MAR 12 2018",1001,21,22,24,26,25,29,34,21,109,93,"Foster""""","Tiven""""",Taylor,HOUSTON,SAS,HOU,15.5
Danny Green,1,25,4,0,0,1,1,20,5,0,50,2,1,1,4,13:34,-3,0,0,0,"MAR 12 2018",1001,21,22,24,26,25,29,34,21,109,93,"Foster""""","Tiven""""",Taylor,HOUSTON,SAS,HOU,6
Bryn Forbes,5,25,4,0,1,2,1,50,8,1,100,5,4,1,14,24:46,2,3,0,1,"MAR 12 2018",1001,21,22,24,26,25,29,34,21,109,93,"Foster""""","Tiven""""",Taylor,HOUSTON,SAS,HOU,20.5
Tony Parker,2,0,0,2,0,0,0,83.3,6,0,100,2,5,0,12,15:44,-8,3,0,0,"MAR 12 2018",1001,21,22,24,26,25,29,34,21,109,93,"Foster""""","Tiven""""",Taylor,HOUSTON,SAS,HOU,12.5
Joffrey Lauvergne,0,0,0,2,1,6,0,25,4,1,0,0,1,5,2,18:54,-8,2,0,0,"MAR 12 2018",1001,21,22,24,26,25,29,34,21,109,93,"Foster""""","Tiven""""",Taylor,HOUSTON,SAS,HOU,9
Davis Bertans,0,50,6,0,2,3,3,50,8,0,0,0,4,3,11,20:05,2,1,0,1,"MAR 12 2018",1001,21,22,24,26,25,29,34,21,109,93,"Foster""""","Tiven""""",Taylor,HOUSTON,SAS,HOU,24.5
Brandon Paul,1,0,2,2,4,3,0,0,5,0,25,4,0,3,1,32:20,3,1,1,0,"MAR 12 2018",1001,21,22,24,26,25,29,34,21,109,93,"Foster""""","Tiven""""",Taylor,HOUSTON,SAS,HOU,5.5
Derrick White,2,80,5,0,0,4,4,50,8,0,100,2,4,4,14,18:58,4,1,1,0,"MAR 12 2018",1001,21,22,24,26,25,29,34,21,109,93,"Foster""""","Tiven""""",Taylor,HOUSTON,SAS,HOU,28.5
Matt Costello,0,0,0,0,2,2,0,100,1,0,0,0,1,2,2,14:36,6,2,0,2,"MAR 12 2018",1001,21,22,24,26,25,29,34,21,109,93,"Foster""""","Tiven""""",Taylor,HOUSTON,SAS,HOU,13
Trevor Ariza,2,42.9,7,1,2,5,3,55.6,9,0,100,2,5,5,15,30:52,17,1,0,0,"MAR 12 2018",1001,21,22,24,26,25,29,34,21,109,93,"Foster""""","Tiven""""",Taylor,HOUSTON,SAS,HOU,24.5
PJ Tucker,0,33.3,3,0,2,7,1,50,4,0,0,0,2,7,5,20:35,23,0,0,3,"MAR 12 2018",1001,21,22,24,26,25,29,34,21,109,93,"Foster""""","Tiven""""",Taylor,HOUSTON,SAS,HOU,23
Clint Capela,1,0,0,3,5,9,0,85.7,7,1,33.3,3,6,8,13,25:52,8,0,1,1,"MAR 12 2018",1001,21,22,24,26,25,29,34,21,109,93,"Foster""""","Tiven""""",Taylor,HOUSTON,SAS,HOU,24
James Harden,14,18.2,11,3,3,6,2,35.3,17,2,100,14,6,4,28,28:56,17,6,0,0,"MAR 12 2018",1001,21,22,24,26,25,29,34,21,109,93,"Foster""""","Tiven""""",Taylor,HOUSTON,SAS,HOU,30
Chris Paul,0,50,4,1,1,3,2,72.7,11,1,0,0,8,2,18,22:49,19,9,0,1,"MAR 12 2018",1001,21,22,24,26,25,29,34,21,109,93,"Foster""""","Tiven""""",Taylor,HOUSTON,SAS,HOU,40.5
Eric Gordon,1,0,6,3,1,1,0,0,7,0,50,2,0,1,1,23:15,4,2,0,0,"MAR 12 2018",1001,21,22,24,26,25,29,34,21,109,93,"Foster""""","Tiven""""",Taylor,HOUSTON,SAS,HOU,1
Luc Mbah,0,100,1,1,1,3,1,100,4,1,0,2,4,2,9,22:25,-5,1,0,0,"MAR 12 2018",1001,21,22,24,26,25,29,34,21,109,93,"Foster""""","Tiven""""",Taylor,HOUSTON,SAS,HOU,14.5
Joe Johnson,0,0,1,1,2,3,0,0,3,0,0,0,0,3,0,25:35,-4,4,0,0,"MAR 12 2018",1001,21,22,24,26,25,29,34,21,109,93,"Foster""""","Tiven""""",Taylor,HOUSTON,SAS,HOU,8
Nene nan,0,0,0,0,2,2,0,75,4,2,0,0,3,0,6,15:12,1,1,2,0,"MAR 12 2018",1001,21,22,24,26,25,29,34,21,109,93,"Foster""""","Tiven""""",Taylor,HOUSTON,SAS,HOU,15.5
Gerald Green,0,36.4,11,2,2,9,4,35.7,14,1,0,0,5,8,14,20:19,0,0,1,1,"MAR 12 2018",1001,21,22,24,26,25,29,34,21,109,93,"Foster""""","Tiven""""",Taylor,HOUSTON,SAS,HOU,35
Tarik Black,0,0,0,0,3,2,0,0,0,1,0,0,0,1,0,4:10,0,0,0,0,"MAR 12 2018",1001,21,22,24,26,25,29,34,21,109,93,"Foster""""","Tiven""""",Taylor,HOUSTON,SAS,HOU,2
Ryan Anderson,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"MAR 12 2018",1001,21,22,24,26,25,29,34,21,109,93,"Foster""""","Tiven""""",Taylor,HOUSTON,SAS,HOU,NA
Khris Middleton,4,66.7,3,1,2,6,2,64.3,14,2,100,4,9,4,24,35:24,21,4,0,1,"MAR 12 2018",1002,32,32,26,31,24,26,23,30,103,121,"Mauer""""","Wood""""",Petraitis,MILWAUKEE,MIL,MEM,38
Giannis Antetokounmpo,5,33.3,3,6,5,6,1,50,14,1,71.4,7,7,5,20,27:46,3,4,1,0,"MAR 12 2018",1002,32,32,26,31,24,26,23,30,103,121,"Mauer""""","Wood""""",Petraitis,MILWAUKEE,MIL,MEM,26
John Henson,1,0,0,0,2,7,0,62.5,8,1,25,4,5,6,11,26:53,5,0,2,0,"MAR 12 2018",1002,32,32,26,31,24,26,23,30,103,121,"Mauer""""","Wood""""",Petraitis,MILWAUKEE,MIL,MEM,23
Tony Snell,0,66.7,6,1,3,0,4,57.1,7,0,0,0,4,0,12,30:33,7,4,0,2,"MAR 12 2018",1002,32,32,26,31,24,26,23,30,103,121,"Mauer""""","Wood""""",Petraitis,MILWAUKEE,MIL,MEM,31
Eric Bledsoe,0,50,4,3,5,6,2,46.2,13,2,0,1,6,4,14,24:11,7,5,0,2,"MAR 12 2018",1002,32,32,26,31,24,26,23,30,103,121,"Mauer""""","Wood""""",Petraitis,MILWAUKEE,MIL,MEM,34.5
Sterling Brown,0,0,0,0,0,4,0,83.3,6,0,0,0,5,4,10,19:31,7,2,0,1,"MAR 12 2018",1002,32,32,26,31,24,26,23,30,103,121,"Mauer""""","Wood""""",Petraitis,MILWAUKEE,MIL,MEM,20
Jabari Parker,0,0,2,3,0,3,0,50,6,0,0,0,3,3,6,21:23,11,2,0,0,"MAR 12 2018",1002,32,32,26,31,24,26,23,30,103,121,"Mauer""""","Wood""""",Petraitis,MILWAUKEE,MIL,MEM,9
Tyler Zeller,2,0,0,1,4,6,0,100,3,1,66.7,3,3,5,8,20:05,12,0,2,0,"MAR 12 2018",1002,32,32,26,31,24,26,23,30,103,121,"Mauer""""","Wood""""",Petraitis,MILWAUKEE,MIL,MEM,17
Brandon Jennings,3,50,6,2,1,8,3,55.6,9,3,100,3,5,5,16,23:49,11,12,0,0,"MAR 12 2018",1002,32,32,26,31,24,26,23,30,103,121,"Mauer""""","Wood""""",Petraitis,MILWAUKEE,MIL,MEM,43
Jason Terry,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,8:23,3,0,0,0,"MAR 12 2018",1002,32,32,26,31,24,26,23,30,103,121,"Mauer""""","Wood""""",Petraitis,MILWAUKEE,MIL,MEM,0
Thon Maker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:02,1,0,0,0,"MAR 12 2018",1002,32,32,26,31,24,26,23,30,103,121,"Mauer""""","Wood""""",Petraitis,MILWAUKEE,MIL,MEM,0
DJ Wilson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:00,2,0,0,0,"MAR 12 2018",1002,32,32,26,31,24,26,23,30,103,121,"Mauer""""","Wood""""",Petraitis,MILWAUKEE,MIL,MEM,0
Shabazz Muhammad,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 12 2018",1002,32,32,26,31,24,26,23,30,103,121,"Mauer""""","Wood""""",Petraitis,MILWAUKEE,MIL,MEM,NA
Jarell Martin,3,50,2,1,3,4,1,54.5,11,1,75,4,6,3,16,29:04,0,5,1,0,"MAR 12 2018",1002,32,32,26,31,24,26,23,30,103,121,"Mauer""""","Wood""""",Petraitis,MILWAUKEE,MIL,MEM,28.5
JaMychal Green,3,0,1,1,5,7,0,50,8,3,50,6,4,4,11,28:54,-7,1,0,2,"MAR 12 2018",1002,32,32,26,31,24,26,23,30,103,121,"Mauer""""","Wood""""",Petraitis,MILWAUKEE,MIL,MEM,21.5
Marc Gasol,1,0,3,1,2,7,0,47.1,17,2,33.3,3,8,5,17,30:31,-9,3,0,1,"MAR 12 2018",1002,32,32,26,31,24,26,23,30,103,121,"Mauer""""","Wood""""",Petraitis,MILWAUKEE,MIL,MEM,29.5
Dillon Brooks,0,40,5,0,2,0,2,53.8,13,0,0,0,7,0,16,30:02,-9,1,0,1,"MAR 12 2018",1002,32,32,26,31,24,26,23,30,103,121,"Mauer""""","Wood""""",Petraitis,MILWAUKEE,MIL,MEM,24.5
Kobi Simmons,0,100,1,1,3,0,1,50,8,0,0,0,4,0,9,26:34,-2,5,0,0,"MAR 12 2018",1002,32,32,26,31,24,26,23,30,103,121,"Mauer""""","Wood""""",Petraitis,MILWAUKEE,MIL,MEM,17.5
Ben McLemore,1,75,4,1,0,3,3,66.7,9,1,50,2,6,2,16,22:25,-15,2,1,0,"MAR 12 2018",1002,32,32,26,31,24,26,23,30,103,121,"Mauer""""","Wood""""",Petraitis,MILWAUKEE,MIL,MEM,29
Chandler Parsons,0,25,4,2,1,2,1,25,4,0,0,0,1,2,3,16:12,-16,0,2,0,"MAR 12 2018",1002,32,32,26,31,24,26,23,30,103,121,"Mauer""""","Wood""""",Petraitis,MILWAUKEE,MIL,MEM,11
Xavier RathanMayes,2,0,2,2,5,1,0,0,5,0,50,4,0,1,2,21:26,-16,5,1,1,"MAR 12 2018",1002,32,32,26,31,24,26,23,30,103,121,"Mauer""""","Wood""""",Petraitis,MILWAUKEE,MIL,MEM,12.5
Wayne Selden,0,20,5,0,0,0,1,14.3,7,0,0,0,1,0,3,15:23,-3,1,0,0,"MAR 12 2018",1002,32,32,26,31,24,26,23,30,103,121,"Mauer""""","Wood""""",Petraitis,MILWAUKEE,MIL,MEM,6.5
Deyonta Davis,0,0,0,0,2,7,0,71.4,7,3,0,0,5,4,10,17:29,-9,3,0,1,"MAR 12 2018",1002,32,32,26,31,24,26,23,30,103,121,"Mauer""""","Wood""""",Petraitis,MILWAUKEE,MIL,MEM,24.5
Ivan Rabb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:00,-2,1,0,0,"MAR 12 2018",1002,32,32,26,31,24,26,23,30,103,121,"Mauer""""","Wood""""",Petraitis,MILWAUKEE,MIL,MEM,1.5
Brice Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:00,-2,0,0,0,"MAR 12 2018",1002,32,32,26,31,24,26,23,30,103,121,"Mauer""""","Wood""""",Petraitis,MILWAUKEE,MIL,MEM,0
Justin Jackson,0,50,6,0,1,2,3,60,10,0,0,0,6,2,15,27:21,-2,1,0,0,"MAR 12 2018",1003,16,24,39,22,19,27,32,28,106,101,"Smith""""","Malloy""""",Orr,OKLAHOMA,SAC,OKC,24.5
Zach Randolph,0,0,4,0,0,5,0,27.8,18,0,0,0,5,5,10,23:26,-9,2,0,2,"MAR 12 2018",1003,16,24,39,22,19,27,32,28,106,101,"Smith""""","Malloy""""",Orr,OKLAHOMA,SAC,OKC,24
Kosta Koufos,0,0,0,1,4,10,0,37.5,8,4,0,0,3,6,6,16:06,-6,1,0,0,"MAR 12 2018",1003,16,24,39,22,19,27,32,28,106,101,"Smith""""","Malloy""""",Orr,OKLAHOMA,SAC,OKC,16.5
Bogdan Bogdanovic,4,42.9,7,1,3,8,3,54.5,11,0,80,5,6,8,19,29:29,-6,3,0,0,"MAR 12 2018",1003,16,24,39,22,19,27,32,28,106,101,"Smith""""","Malloy""""",Orr,OKLAHOMA,SAC,OKC,32.5
DeAaron Fox,2,33.3,3,2,3,1,1,33.3,12,0,66.7,3,4,1,11,33:33,-3,10,1,1,"MAR 12 2018",1003,16,24,39,22,19,27,32,28,106,101,"Smith""""","Malloy""""",Orr,OKLAHOMA,SAC,OKC,31
Willie CauleyStein,1,0,0,2,3,7,0,57.1,7,4,50,2,4,3,9,28:39,4,0,1,1,"MAR 12 2018",1003,16,24,39,22,19,27,32,28,106,101,"Smith""""","Malloy""""",Orr,OKLAHOMA,SAC,OKC,19
Garrett Temple,2,60,5,3,4,7,3,55.6,9,2,100,2,5,5,15,29:05,1,1,1,2,"MAR 12 2018",1003,16,24,39,22,19,27,32,28,106,101,"Smith""""","Malloy""""",Orr,OKLAHOMA,SAC,OKC,33.5
Buddy Hield,0,25,4,0,0,1,1,16.7,6,0,0,0,1,1,3,14:55,-2,0,2,0,"MAR 12 2018",1003,16,24,39,22,19,27,32,28,106,101,"Smith""""","Malloy""""",Orr,OKLAHOMA,SAC,OKC,12
Vince Carter,0,33.3,3,0,2,7,1,33.3,6,2,0,0,2,5,5,22:59,0,2,1,1,"MAR 12 2018",1003,16,24,39,22,19,27,32,28,106,101,"Smith""""","Malloy""""",Orr,OKLAHOMA,SAC,OKC,23
Frank Mason,4,0,1,2,2,1,0,33.3,6,1,100,4,2,0,8,14:27,-2,1,0,1,"MAR 12 2018",1003,16,24,39,22,19,27,32,28,106,101,"Smith""""","Malloy""""",Orr,OKLAHOMA,SAC,OKC,7.5
Bruno Caboclo,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 12 2018",1003,16,24,39,22,19,27,32,28,106,101,"Smith""""","Malloy""""",Orr,OKLAHOMA,SAC,OKC,NA
Iman Shumpert,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 12 2018",1003,16,24,39,22,19,27,32,28,106,101,"Smith""""","Malloy""""",Orr,OKLAHOMA,SAC,OKC,NA
Paul George,3,44.4,9,3,3,6,4,38.9,18,0,75,4,7,6,21,38:16,3,5,0,0,"MAR 12 2018",1003,16,24,39,22,19,27,32,28,106,101,"Smith""""","Malloy""""",Orr,OKLAHOMA,SAC,OKC,36.5
Carmelo Anthony,2,71.4,7,2,4,6,5,50,14,1,100,2,7,5,21,31:44,5,0,1,1,"MAR 12 2018",1003,16,24,39,22,19,27,32,28,106,101,"Smith""""","Malloy""""",Orr,OKLAHOMA,SAC,OKC,39
Steven Adams,0,0,0,0,2,6,0,60,5,3,0,0,3,3,6,22:41,9,2,2,0,"MAR 12 2018",1003,16,24,39,22,19,27,32,28,106,101,"Smith""""","Malloy""""",Orr,OKLAHOMA,SAC,OKC,21
Corey Brewer,7,25,4,0,1,6,1,50,8,1,100,7,4,5,16,32:55,-3,1,1,2,"MAR 12 2018",1003,16,24,39,22,19,27,32,28,106,101,"Smith""""","Malloy""""",Orr,OKLAHOMA,SAC,OKC,27.5
Russell Westbrook,1,66.7,3,2,2,10,2,36.8,19,0,33.3,3,7,10,17,36:16,4,11,0,0,"MAR 12 2018",1003,16,24,39,22,19,27,32,28,106,101,"Smith""""","Malloy""""",Orr,OKLAHOMA,SAC,OKC,44.5
Patrick Patterson,0,0,4,0,1,7,0,20,5,0,0,0,1,7,2,20:50,-5,0,0,1,"MAR 12 2018",1003,16,24,39,22,19,27,32,28,106,101,"Smith""""","Malloy""""",Orr,OKLAHOMA,SAC,OKC,12
Jerami Grant,1,0,1,0,1,2,0,60,5,0,50,2,3,2,7,20:45,1,1,0,0,"MAR 12 2018",1003,16,24,39,22,19,27,32,28,106,101,"Smith""""","Malloy""""",Orr,OKLAHOMA,SAC,OKC,9.5
Raymond Felton,0,33.3,3,1,0,0,1,60,5,0,0,0,3,0,7,15:34,1,1,1,1,"MAR 12 2018",1003,16,24,39,22,19,27,32,28,106,101,"Smith""""","Malloy""""",Orr,OKLAHOMA,SAC,OKC,15.5
Terrance Ferguson,0,50,2,1,0,0,1,50,2,0,0,0,1,0,3,10:53,5,0,1,0,"MAR 12 2018",1003,16,24,39,22,19,27,32,28,106,101,"Smith""""","Malloy""""",Orr,OKLAHOMA,SAC,OKC,7
Josh Huestis,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3:29,0,0,0,0,"MAR 12 2018",1003,16,24,39,22,19,27,32,28,106,101,"Smith""""","Malloy""""",Orr,OKLAHOMA,SAC,OKC,-1
Alex Abrines,0,100,2,0,1,0,2,100,2,0,0,0,2,0,6,6:37,5,0,0,0,"MAR 12 2018",1003,16,24,39,22,19,27,32,28,106,101,"Smith""""","Malloy""""",Orr,OKLAHOMA,SAC,OKC,10
Nick Collison,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 12 2018",1003,16,24,39,22,19,27,32,28,106,101,"Smith""""","Malloy""""",Orr,OKLAHOMA,SAC,OKC,NA
Dakari Johnson,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 12 2018",1003,16,24,39,22,19,27,32,28,106,101,"Smith""""","Malloy""""",Orr,OKLAHOMA,SAC,OKC,NA
Josh Richardson,0,0,1,0,4,2,0,33.3,6,1,0,0,2,1,4,16:04,2,1,0,0,"MAR 12 2018",1004,25,22,25,27,34,25,29,27,115,99,"Richardson""""","Davis""""",Ayotte,PORTLAND,MIA,POR,7.5
James Johnson,2,0,1,2,2,6,0,60,5,0,50,4,3,6,8,24:02,-13,4,0,0,"MAR 12 2018",1004,25,22,25,27,34,25,29,27,115,99,"Richardson""""","Davis""""",Ayotte,PORTLAND,MIA,POR,16
Bam Adebayo,2,0,0,3,4,9,0,10,10,4,100,2,1,5,4,24:40,-8,3,1,1,"MAR 12 2018",1004,25,22,25,27,34,25,29,27,115,99,"Richardson""""","Davis""""",Ayotte,PORTLAND,MIA,POR,18.5
Tyler Johnson,1,57.1,7,0,2,3,4,40,15,0,50,2,6,3,17,34:48,-21,2,0,0,"MAR 12 2018",1004,25,22,25,27,34,25,29,27,115,99,"Richardson""""","Davis""""",Ayotte,PORTLAND,MIA,POR,30
Goran Dragic,3,0,3,2,4,2,0,58.8,17,0,100,3,10,2,23,30:45,-14,2,0,1,"MAR 12 2018",1004,25,22,25,27,34,25,29,27,115,99,"Richardson""""","Davis""""",Ayotte,PORTLAND,MIA,POR,26
Wayne Ellington,0,30,10,1,3,3,3,33.3,12,0,0,0,4,3,11,30:03,-11,0,0,2,"MAR 12 2018",1004,25,22,25,27,34,25,29,27,115,99,"Richardson""""","Davis""""",Ayotte,PORTLAND,MIA,POR,25
Rodney McGruder,0,0,2,0,1,3,0,50,8,1,0,0,4,2,8,25:53,-4,1,1,1,"MAR 12 2018",1004,25,22,25,27,34,25,29,27,115,99,"Richardson""""","Davis""""",Ayotte,PORTLAND,MIA,POR,18.5
Kelly Olynyk,2,25,4,2,4,5,1,42.9,7,1,100,2,3,4,9,23:51,-5,7,0,1,"MAR 12 2018",1004,25,22,25,27,34,25,29,27,115,99,"Richardson""""","Davis""""",Ayotte,PORTLAND,MIA,POR,25.5
Justise Winslow,1,66.7,3,1,0,13,2,54.5,11,3,33.3,3,6,10,15,29:54,-6,4,2,0,"MAR 12 2018",1004,25,22,25,27,34,25,29,27,115,99,"Richardson""""","Davis""""",Ayotte,PORTLAND,MIA,POR,42
Luke Babbitt,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 12 2018",1004,25,22,25,27,34,25,29,27,115,99,"Richardson""""","Davis""""",Ayotte,PORTLAND,MIA,POR,NA
Udonis Haslem,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 12 2018",1004,25,22,25,27,34,25,29,27,115,99,"Richardson""""","Davis""""",Ayotte,PORTLAND,MIA,POR,NA
