Name,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score
Juancho Hernangomez,0,16.7,6,0,4,10,1,33.3,9,3,0,0,3,7,7,28:05,-12,0,1,0,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,22
Kenneth Faried,5,0,0,2,0,8,0,37.5,8,5,83.3,6,3,3,11,23:09,-5,0,0,0,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,12
Nikola Jokic,0,33.3,3,2,1,6,1,42.9,7,0,0,0,3,6,7,26:16,-20,6,1,1,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,28
Gary Harris,2,36.4,11,2,2,3,4,37.5,16,0,100,2,6,3,18,33:19,-23,1,1,0,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,29.5
Jamal Murray,0,0,6,3,1,1,0,38.5,13,1,0,0,5,0,10,29:07,-21,2,0,1,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,14
Trey Lyles,2,0,2,1,0,2,0,33.3,6,2,100,2,2,0,6,17:44,-19,0,0,1,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,8
Will Barton,2,50,2,0,3,4,1,42.9,7,1,100,2,3,3,9,31:03,-21,0,0,0,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,13
Emmanuel Mudiay,2,0,2,5,1,3,0,33.3,6,0,100,2,2,3,6,18:53,-8,3,1,1,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,12.5
Mason Plumlee,0,0,0,1,1,2,0,0,3,0,0,0,0,2,0,15:33,-4,0,0,1,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,4
Malik Beasley,1,0,1,1,0,2,0,50,2,0,50,2,1,2,3,10:40,-7,1,0,1,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,7.5
Torrey Craig,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,6:11,-5,0,0,0,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,1
Darrell Arthur,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,NA
Richard Jefferson,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,NA
Joe Ingles,0,20,5,3,1,4,1,28.6,7,0,0,0,2,4,5,29:53,9,6,0,0,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,17
Jonas Jerebko,0,75,4,0,2,8,3,60,10,1,0,0,6,7,15,26:54,19,2,1,0,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,35
Derrick Favors,0,0,0,1,1,9,0,75,16,2,0,0,12,7,24,32:40,30,5,3,1,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,51.5
Donovan Mitchell,4,40,5,2,4,3,2,41.7,12,0,100,4,5,3,16,30:14,20,2,0,2,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,26
Ricky Rubio,1,40,5,1,3,4,2,50,10,0,50,2,5,4,13,29:23,14,5,1,1,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,32.5
Thabo Sefolosha,0,0,3,0,3,3,0,20,5,0,0,0,1,3,2,14:42,5,1,0,2,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,12.5
Alec Burks,3,60,5,0,2,4,3,40,10,1,100,3,4,3,14,20:00,5,0,0,1,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,24
Raul Neto,0,0,1,2,1,0,0,40,5,0,0,0,2,0,4,15:33,11,1,0,0,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,3.5
Royce ONeale,0,75,4,1,1,1,3,57.1,7,0,0,0,4,1,11,20:36,23,1,0,0,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,18.5
Ekpe Udoh,0,0,0,1,2,4,0,33.3,3,3,0,0,1,1,2,15:20,-1,1,1,0,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,9.5
Nate Wolters,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2:39,5,0,0,0,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,1
Tony Bradley,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,2:06,5,0,0,0,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,2
Rodney Hood,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"NOV 28 2017",301,24,25,17,11,26,22,28,30,106,77,"Callahan""""","Wood""""",Adams,UTAH,DEN,UTA,NA
Khris Middleton,2,40,5,2,4,4,2,57.1,7,0,66.7,3,4,4,12,23:32,21,2,0,1,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,22
Giannis Antetokounmpo,9,100,1,2,4,5,1,68.8,16,0,69.2,13,11,5,32,26:15,26,5,1,5,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,53.5
John Henson,1,0,0,1,2,5,0,50,8,0,50,2,4,5,9,24:01,28,1,3,0,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,22.5
Tony Snell,1,100,2,1,1,2,2,100,3,0,50,2,3,2,9,29:41,32,2,1,1,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,22
Eric Bledsoe,4,75,4,0,1,5,3,70,10,0,80,5,7,5,21,23:49,27,5,0,3,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,44.5
DeAndre Liggins,0,0,1,2,2,1,0,50,2,0,0,0,1,1,2,24:41,-1,2,0,1,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,7
Thon Maker,0,0,2,0,3,5,0,57.1,7,0,0,2,4,5,8,19:36,2,0,0,0,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,13
Malcolm Brogdon,1,0,1,1,0,6,0,57.1,7,0,50,2,4,6,9,19:48,3,5,0,1,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,23.5
Jason Terry,0,25,4,1,2,2,1,20,5,0,0,0,1,2,3,22:36,12,3,0,1,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,13.5
DJ Wilson,0,0,0,1,2,2,0,66.7,3,0,0,0,2,2,4,12:52,-10,1,0,0,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,6.5
Joel Bolomboy,1,0,0,0,0,1,0,0,0,1,50,2,0,0,1,4:23,-5,0,0,0,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,1
Gary Payton,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4:23,-5,1,0,0,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,0.5
Rashad Vaughn,0,0,1,0,1,0,0,50,2,0,0,0,1,0,2,4:23,-5,0,0,0,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,2
Garrett Temple,5,100,3,1,2,2,3,62.5,8,0,71.4,7,5,2,18,24:30,-26,0,0,0,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,20
Skal Labissiere,3,0,0,0,2,6,0,50,8,3,100,3,4,3,11,24:14,0,0,0,0,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,14
Zach Randolph,0,0,1,2,1,5,0,55.6,9,0,0,0,5,5,10,19:16,-19,1,1,0,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,17.5
George Hill,2,0,2,0,3,2,0,0,2,0,100,2,0,2,2,19:52,-13,2,0,0,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,5
DeAaron Fox,0,0,3,2,3,1,0,20,10,0,0,0,2,1,4,23:58,-24,2,0,0,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,6
Willie CauleyStein,0,0,1,4,4,10,0,50,10,2,0,2,5,8,10,24:24,-13,1,0,0,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,17.5
Kosta Koufos,2,0,0,0,1,7,0,0,2,4,33.3,6,0,3,2,13:52,-13,1,0,0,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,8.5
Buddy Hield,2,50,2,1,1,2,1,50,10,0,100,2,5,2,13,21:19,0,0,0,1,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,17
Bogdan Bogdanovic,2,50,2,3,2,0,1,66.7,3,0,66.7,3,2,0,7,19:36,-8,1,0,2,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,11.5
Frank Mason,2,0,1,3,1,2,0,33.3,9,0,100,2,3,2,8,24:02,-1,7,0,1,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,18.5
Vince Carter,0,0,0,0,1,2,0,0,3,0,0,0,0,2,0,9:21,-16,0,1,0,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,5
Malachi Richardson,2,0,1,0,0,0,0,0,1,0,100,2,0,0,2,8:23,5,0,0,1,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,3
Justin Jackson,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,7:13,3,0,0,0,"NOV 28 2017",302,32,29,31,20,26,11,22,28,87,112,"Foster""""","Williams""""",Goldenberg,MILWAUKEE,MIL,SAC,1
TJ Warren,3,0,1,1,0,2,0,33.3,6,1,75,4,2,1,7,22:57,-13,0,1,0,"NOV 29 2017",303,19,22,29,37,36,33,35,27,131,107,"Garretson""""","Taylor""""",Twardoski,DETROIT,PHX,DET,8
Marquese Chriss,5,25,4,0,5,4,1,33.3,6,1,83.3,6,2,3,10,22:51,4,1,1,1,"NOV 29 2017",303,19,22,29,37,36,33,35,27,131,107,"Garretson""""","Taylor""""",Twardoski,DETROIT,PHX,DET,18.5
Greg Monroe,0,0,0,3,1,7,0,70,10,2,0,0,7,5,14,25:00,-13,5,0,2,"NOV 29 2017",303,19,22,29,37,36,33,35,27,131,107,"Garretson""""","Taylor""""",Twardoski,DETROIT,PHX,DET,31.5
Devin Booker,6,66.7,3,7,3,4,2,87.5,8,0,100,6,7,4,22,27:12,-19,0,0,1,"NOV 29 2017",303,19,22,29,37,36,33,35,27,131,107,"Garretson""""","Taylor""""",Twardoski,DETROIT,PHX,DET,20
Tyler Ulis,4,50,2,2,2,2,1,50,8,0,100,4,4,2,13,22:57,-15,4,0,1,"NOV 29 2017",303,19,22,29,37,36,33,35,27,131,107,"Garretson""""","Taylor""""",Twardoski,DETROIT,PHX,DET,20
Josh Jackson,2,0,2,2,2,7,0,47.4,19,3,50,4,9,4,20,31:33,-12,1,0,3,"NOV 29 2017",303,19,22,29,37,36,33,35,27,131,107,"Garretson""""","Taylor""""",Twardoski,DETROIT,PHX,DET,33.5
Dragan Bender,0,25,4,1,3,2,1,25,4,0,0,0,1,2,3,16:16,-3,2,0,1,"NOV 29 2017",303,19,22,29,37,36,33,35,27,131,107,"Garretson""""","Taylor""""",Twardoski,DETROIT,PHX,DET,12
Troy Daniels,0,50,2,1,1,0,1,25,4,0,0,0,1,0,3,17:02,-19,0,0,0,"NOV 29 2017",303,19,22,29,37,36,33,35,27,131,107,"Garretson""""","Taylor""""",Twardoski,DETROIT,PHX,DET,4
Alex Len,0,0,0,0,0,3,0,28.6,7,0,0,0,2,3,4,16:36,-21,1,1,0,"NOV 29 2017",303,19,22,29,37,36,33,35,27,131,107,"Garretson""""","Taylor""""",Twardoski,DETROIT,PHX,DET,11.5
Mike James,2,0,1,2,0,4,0,37.5,8,0,50,4,3,4,8,15:55,-4,4,1,1,"NOV 29 2017",303,19,22,29,37,36,33,35,27,131,107,"Garretson""""","Taylor""""",Twardoski,DETROIT,PHX,DET,20
Jared Dudley,0,33.3,3,0,2,2,1,25,4,1,0,0,1,1,3,21:41,-5,3,0,1,"NOV 29 2017",303,19,22,29,37,36,33,35,27,131,107,"Garretson""""","Taylor""""",Twardoski,DETROIT,PHX,DET,14.5
Tyson Chandler,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 29 2017",303,19,22,29,37,36,33,35,27,131,107,"Garretson""""","Taylor""""",Twardoski,DETROIT,PHX,DET,NA
Stanley Johnson,0,0,0,2,0,3,0,50,4,0,0,0,2,3,4,21:51,21,0,0,3,"NOV 29 2017",303,19,22,29,37,36,33,35,27,131,107,"Garretson""""","Taylor""""",Twardoski,DETROIT,PHX,DET,14
Tobias Harris,2,33.3,6,0,1,7,2,57.1,14,0,66.7,3,8,7,20,26:49,23,1,0,0,"NOV 29 2017",303,19,22,29,37,36,33,35,27,131,107,"Garretson""""","Taylor""""",Twardoski,DETROIT,PHX,DET,30.5
Andre Drummond,3,0,0,2,2,7,0,62.5,8,2,100,3,5,5,13,27:52,18,7,1,1,"NOV 29 2017",303,19,22,29,37,36,33,35,27,131,107,"Garretson""""","Taylor""""",Twardoski,DETROIT,PHX,DET,31.5
Avery Bradley,0,66.7,3,1,3,0,2,75,12,0,0,0,9,0,20,28:10,15,1,0,2,"NOV 29 2017",303,19,22,29,37,36,33,35,27,131,107,"Garretson""""","Taylor""""",Twardoski,DETROIT,PHX,DET,30.5
Reggie Jackson,3,50,4,4,3,1,2,69.2,13,0,75,4,9,1,23,21:56,9,5,0,2,"NOV 29 2017",303,19,22,29,37,36,33,35,27,131,107,"Garretson""""","Taylor""""",Twardoski,DETROIT,PHX,DET,34.5
Luke Kennard,2,100,2,2,3,2,2,50,8,0,100,2,4,2,12,26:09,3,6,0,2,"NOV 29 2017",303,19,22,29,37,36,33,35,27,131,107,"Garretson""""","Taylor""""",Twardoski,DETROIT,PHX,DET,29
Ish Smith,2,0,0,1,0,3,0,60,10,0,66.7,3,6,3,14,20:41,25,6,1,0,"NOV 29 2017",303,19,22,29,37,36,33,35,27,131,107,"Garretson""""","Taylor""""",Twardoski,DETROIT,PHX,DET,26
Langston Galloway,0,42.9,7,1,2,4,3,37.5,8,0,0,0,3,4,9,19:50,9,1,1,0,"NOV 29 2017",303,19,22,29,37,36,33,35,27,131,107,"Garretson""""","Taylor""""",Twardoski,DETROIT,PHX,DET,22.5
Eric Moreland,2,0,0,1,3,6,0,50,2,2,100,2,1,4,4,14:45,16,3,2,0,"NOV 29 2017",303,19,22,29,37,36,33,35,27,131,107,"Garretson""""","Taylor""""",Twardoski,DETROIT,PHX,DET,17.5
Anthony Tolliver,0,50,4,2,1,5,2,40,5,0,0,0,2,5,6,15:48,11,0,1,1,"NOV 29 2017",303,19,22,29,37,36,33,35,27,131,107,"Garretson""""","Taylor""""",Twardoski,DETROIT,PHX,DET,19
Henry Ellenson,0,0,1,1,0,4,0,50,2,0,0,0,1,4,2,5:23,-10,1,0,0,"NOV 29 2017",303,19,22,29,37,36,33,35,27,131,107,"Garretson""""","Taylor""""",Twardoski,DETROIT,PHX,DET,6.5
Boban Marjanovic,2,0,0,2,4,1,0,50,2,1,50,4,1,0,4,5:23,-10,0,0,0,"NOV 29 2017",303,19,22,29,37,36,33,35,27,131,107,"Garretson""""","Taylor""""",Twardoski,DETROIT,PHX,DET,1
Reggie Bullock,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,5:23,-10,0,0,0,"NOV 29 2017",303,19,22,29,37,36,33,35,27,131,107,"Garretson""""","Taylor""""",Twardoski,DETROIT,PHX,DET,1
Paul George,6,33.3,6,2,2,5,2,41.2,17,1,85.7,7,7,4,22,40:37,-12,5,0,1,"NOV 29 2017",304,25,32,23,28,31,28,28,34,121,108,"Wright""""","Petraitis""""",Ford,ORLANDO,OKC,ORL,33.5
Carmelo Anthony,3,33.3,9,1,2,7,3,31.3,16,0,100,3,5,7,16,34:12,-3,2,1,0,"NOV 29 2017",304,25,32,23,28,31,28,28,34,121,108,"Wright""""","Petraitis""""",Ford,ORLANDO,OKC,ORL,31
Steven Adams,0,0,0,0,4,8,0,30,10,7,0,2,3,1,6,28:05,-5,0,1,1,"NOV 29 2017",304,25,32,23,28,31,28,28,34,121,108,"Wright""""","Petraitis""""",Ford,ORLANDO,OKC,ORL,20
Andre Roberson,1,0,2,2,1,9,0,62.5,8,6,50,2,5,3,11,30:00,1,1,1,0,"NOV 29 2017",304,25,32,23,28,31,28,28,34,121,108,"Wright""""","Petraitis""""",Ford,ORLANDO,OKC,ORL,21.5
Russell Westbrook,8,70,10,7,3,11,7,47.8,23,4,66.7,12,11,7,37,37:47,-5,5,0,5,"NOV 29 2017",304,25,32,23,28,31,28,28,34,121,108,"Wright""""","Petraitis""""",Ford,ORLANDO,OKC,ORL,69.5
Terrance Ferguson,0,0,2,0,2,2,0,0,3,1,0,0,0,1,0,19:32,-14,0,0,0,"NOV 29 2017",304,25,32,23,28,31,28,28,34,121,108,"Wright""""","Petraitis""""",Ford,ORLANDO,OKC,ORL,2
Raymond Felton,1,0,1,1,1,4,0,22.2,9,1,50,2,2,3,5,16:08,-9,2,0,0,"NOV 29 2017",304,25,32,23,28,31,28,28,34,121,108,"Wright""""","Petraitis""""",Ford,ORLANDO,OKC,ORL,10
Jerami Grant,1,0,2,0,0,1,0,66.7,6,0,50,2,4,1,9,20:02,-8,2,2,1,"NOV 29 2017",304,25,32,23,28,31,28,28,34,121,108,"Wright""""","Petraitis""""",Ford,ORLANDO,OKC,ORL,21
Dakari Johnson,0,0,0,0,3,1,0,25,4,1,0,0,1,0,2,6:30,-3,0,0,0,"NOV 29 2017",304,25,32,23,28,31,28,28,34,121,108,"Wright""""","Petraitis""""",Ford,ORLANDO,OKC,ORL,3
Patrick Patterson,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7:07,-7,0,0,0,"NOV 29 2017",304,25,32,23,28,31,28,28,34,121,108,"Wright""""","Petraitis""""",Ford,ORLANDO,OKC,ORL,0
Alex Abrines,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 29 2017",304,25,32,23,28,31,28,28,34,121,108,"Wright""""","Petraitis""""",Ford,ORLANDO,OKC,ORL,NA
Nick Collison,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 29 2017",304,25,32,23,28,31,28,28,34,121,108,"Wright""""","Petraitis""""",Ford,ORLANDO,OKC,ORL,NA
Josh Huestis,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 29 2017",304,25,32,23,28,31,28,28,34,121,108,"Wright""""","Petraitis""""",Ford,ORLANDO,OKC,ORL,NA
Jonathon Simmons,2,0,0,2,5,0,0,66.7,3,0,66.7,3,2,0,6,33:08,3,2,0,0,"NOV 29 2017",304,25,32,23,28,31,28,28,34,121,108,"Wright""""","Petraitis""""",Ford,ORLANDO,OKC,ORL,5
Aaron Gordon,8,50,12,1,1,15,6,56.5,23,0,72.7,11,13,15,40,43:57,17,4,1,4,"NOV 29 2017",304,25,32,23,28,31,28,28,34,121,108,"Wright""""","Petraitis""""",Ford,ORLANDO,OKC,ORL,79
Nikola Vucevic,1,0,4,0,3,7,0,53.8,13,0,50,2,7,7,15,30:56,14,7,0,0,"NOV 29 2017",304,25,32,23,28,31,28,28,34,121,108,"Wright""""","Petraitis""""",Ford,ORLANDO,OKC,ORL,31.5
Evan Fournier,3,37.5,8,3,3,1,3,41.7,12,0,100,3,5,1,16,32:59,3,3,1,0,"NOV 29 2017",304,25,32,23,28,31,28,28,34,121,108,"Wright""""","Petraitis""""",Ford,ORLANDO,OKC,ORL,24.5
Elfrid Payton,3,0,0,2,4,5,0,80,10,0,60,5,8,5,19,30:55,-5,6,1,4,"NOV 29 2017",304,25,32,23,28,31,28,28,34,121,108,"Wright""""","Petraitis""""",Ford,ORLANDO,OKC,ORL,43
Terrence Ross,0,66.7,3,1,1,1,2,66.7,3,0,0,0,2,1,6,13:40,0,1,2,0,"NOV 29 2017",304,25,32,23,28,31,28,28,34,121,108,"Wright""""","Petraitis""""",Ford,ORLANDO,OKC,ORL,17.5
Bismack Biyombo,0,0,0,3,2,4,0,80,5,1,0,0,4,3,8,17:04,-1,1,1,0,"NOV 29 2017",304,25,32,23,28,31,28,28,34,121,108,"Wright""""","Petraitis""""",Ford,ORLANDO,OKC,ORL,13.5
Arron Afflalo,0,0,1,1,2,1,0,0,2,0,0,0,0,1,0,16:13,20,0,1,0,"NOV 29 2017",304,25,32,23,28,31,28,28,34,121,108,"Wright""""","Petraitis""""",Ford,ORLANDO,OKC,ORL,3
DJ Augustin,1,100,2,0,1,1,2,80,5,1,50,2,4,0,11,17:05,18,3,0,1,"NOV 29 2017",304,25,32,23,28,31,28,28,34,121,108,"Wright""""","Petraitis""""",Ford,ORLANDO,OKC,ORL,22.5
Mario Hezonja,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,4:03,-4,1,0,0,"NOV 29 2017",304,25,32,23,28,31,28,28,34,121,108,"Wright""""","Petraitis""""",Ford,ORLANDO,OKC,ORL,3.5
Shelvin Mack,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 29 2017",304,25,32,23,28,31,28,28,34,121,108,"Wright""""","Petraitis""""",Ford,ORLANDO,OKC,ORL,NA
Marreese Speights,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 29 2017",304,25,32,23,28,31,28,28,34,121,108,"Wright""""","Petraitis""""",Ford,ORLANDO,OKC,ORL,NA
Otto Porter,2,0,2,2,2,4,0,21.4,14,1,100,2,3,3,8,25:14,-22,2,0,3,"NOV 29 2017",305,18,22,25,48,28,30,26,34,118,113,"Spooner""""","Boland""""",Ervin,PHILADELPHIA,WAS,PHI,20
Markieff Morris,0,33.3,3,1,3,2,1,33.3,9,0,0,0,3,2,7,16:59,-15,0,0,0,"NOV 29 2017",305,18,22,25,48,28,30,26,34,118,113,"Spooner""""","Boland""""",Ervin,PHILADELPHIA,WAS,PHI,10
Marcin Gortat,0,0,0,0,2,2,0,42.9,7,0,0,2,3,2,6,20:30,-20,1,1,0,"NOV 29 2017",305,18,22,25,48,28,30,26,34,118,113,"Spooner""""","Boland""""",Ervin,PHILADELPHIA,WAS,PHI,12.5
Bradley Beal,5,80,5,0,6,4,4,50,12,0,100,5,6,4,21,22:57,-9,1,0,1,"NOV 29 2017",305,18,22,25,48,28,30,26,34,118,113,"Spooner""""","Boland""""",Ervin,PHILADELPHIA,WAS,PHI,32.5
Tim Frazier,0,0,1,3,2,3,0,50,4,1,0,0,2,2,4,19:09,-15,3,0,0,"NOV 29 2017",305,18,22,25,48,28,30,26,34,118,113,"Spooner""""","Boland""""",Ervin,PHILADELPHIA,WAS,PHI,8.5
Kelly Oubre,7,33.3,3,3,6,7,1,46.7,15,2,100,7,7,5,22,28:39,5,4,1,1,"NOV 29 2017",305,18,22,25,48,28,30,26,34,118,113,"Spooner""""","Boland""""",Ervin,PHILADELPHIA,WAS,PHI,33
Ian Mahinmi,4,0,0,1,4,2,0,66.7,3,0,66.7,6,2,2,8,25:26,17,1,0,2,"NOV 29 2017",305,18,22,25,48,28,30,26,34,118,113,"Spooner""""","Boland""""",Ervin,PHILADELPHIA,WAS,PHI,12.5
Tomas Satoransky,4,0,0,0,5,2,0,57.1,7,0,100,4,4,2,12,28:51,10,8,0,0,"NOV 29 2017",305,18,22,25,48,28,30,26,34,118,113,"Spooner""""","Boland""""",Ervin,PHILADELPHIA,WAS,PHI,22
Jodie Meeks,8,50,6,0,5,4,3,45.5,11,1,88.9,9,5,3,21,26:27,11,1,0,1,"NOV 29 2017",305,18,22,25,48,28,30,26,34,118,113,"Spooner""""","Boland""""",Ervin,PHILADELPHIA,WAS,PHI,27.5
