Name,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score
Salah Mejri,1,0,0,1,2,3,0,100,3,0,100,1,3,3,7,10:02,11,0,1,0,"JAN 9 2018",601,19,29,27,24,25,18,39,32,114,99,"Corbin""""","Richardson""""",Phillips,DALLAS,ORL,DAL,11
Devin Harris,0,0,1,0,0,1,0,40,5,0,0,0,2,1,4,13:35,-13,1,0,1,"JAN 9 2018",601,19,29,27,24,25,18,39,32,114,99,"Corbin""""","Richardson""""",Phillips,DALLAS,ORL,DAL,9.5
Dwight Powell,1,0,1,0,4,3,0,75,4,0,50,2,3,3,7,22:51,-5,1,0,0,"JAN 9 2018",601,19,29,27,24,25,18,39,32,114,99,"Corbin""""","Richardson""""",Phillips,DALLAS,ORL,DAL,10.5
JJ Barea,0,0,2,0,1,2,0,50,8,0,0,0,4,2,8,24:48,-10,12,0,0,"JAN 9 2018",601,19,29,27,24,25,18,39,32,114,99,"Corbin""""","Richardson""""",Phillips,DALLAS,ORL,DAL,28
Josh McRoberts,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2:37,-3,0,0,0,"JAN 9 2018",601,19,29,27,24,25,18,39,32,114,99,"Corbin""""","Richardson""""",Phillips,DALLAS,ORL,DAL,0
Kyle Collinsworth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:14,1,0,0,0,"JAN 9 2018",601,19,29,27,24,25,18,39,32,114,99,"Corbin""""","Richardson""""",Phillips,DALLAS,ORL,DAL,0
Malachi Richardson,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5:03,-16,0,0,0,"JAN 9 2018",602,27,25,22,12,31,22,31,15,99,86,"Workman""""","Fitzgerald""""",Ford,LOS,SAC,LAL,0
Willie CauleyStein,2,0,1,1,2,4,0,30,10,0,33.3,6,3,4,8,28:11,-23,3,0,1,"JAN 9 2018",602,27,25,22,12,31,22,31,15,99,86,"Workman""""","Fitzgerald""""",Ford,LOS,SAC,LAL,16.5
Zach Randolph,3,0,1,3,2,12,0,16.7,12,4,75,4,2,8,7,22:22,-15,1,0,0,"JAN 9 2018",602,27,25,22,12,31,22,31,15,99,86,"Workman""""","Fitzgerald""""",Ford,LOS,SAC,LAL,14.5
Buddy Hield,2,75,4,2,2,1,3,36.4,11,0,100,2,4,1,13,22:31,-14,2,0,1,"JAN 9 2018",602,27,25,22,12,31,22,31,15,99,86,"Workman""""","Fitzgerald""""",Ford,LOS,SAC,LAL,22
DeAaron Fox,0,60,5,3,1,1,3,37.5,16,0,0,1,6,1,15,32:10,-26,3,1,4,"JAN 9 2018",602,27,25,22,12,31,22,31,15,99,86,"Workman""""","Fitzgerald""""",Ford,LOS,SAC,LAL,38.5
Bogdan Bogdanovic,5,0,3,0,2,2,0,53.8,13,0,83.3,6,7,2,19,32:02,8,4,0,1,"JAN 9 2018",602,27,25,22,12,31,22,31,15,99,86,"Workman""""","Fitzgerald""""",Ford,LOS,SAC,LAL,25
Garrett Temple,0,50,2,3,1,1,1,16.7,6,0,0,0,1,1,3,29:58,10,0,0,2,"JAN 9 2018",602,27,25,22,12,31,22,31,15,99,86,"Workman""""","Fitzgerald""""",Ford,LOS,SAC,LAL,9
Kosta Koufos,0,0,0,3,3,15,0,60,5,3,0,1,3,12,6,21:18,8,2,0,3,"JAN 9 2018",602,27,25,22,12,31,22,31,15,99,86,"Workman""""","Fitzgerald""""",Ford,LOS,SAC,LAL,30
Skal Labissiere,4,0,1,1,3,4,0,40,5,2,80,5,2,2,8,24:09,4,0,0,0,"JAN 9 2018",602,27,25,22,12,31,22,31,15,99,86,"Workman""""","Fitzgerald""""",Ford,LOS,SAC,LAL,7
Vince Carter,2,25,4,0,3,3,1,28.6,7,1,100,2,2,2,7,22:16,-1,0,3,3,"JAN 9 2018",602,27,25,22,12,31,22,31,15,99,86,"Workman""""","Fitzgerald""""",Ford,LOS,SAC,LAL,28
Justin Jackson,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 9 2018",602,27,25,22,12,31,22,31,15,99,86,"Workman""""","Fitzgerald""""",Ford,LOS,SAC,LAL,NA
Brandon Ingram,1,66.7,3,7,4,5,2,66.7,9,0,50,2,6,5,15,23:48,19,3,1,0,"JAN 9 2018",602,27,25,22,12,31,22,31,15,99,86,"Workman""""","Fitzgerald""""",Ford,LOS,SAC,LAL,23.5
Julius Randle,5,100,1,6,1,14,1,61.5,13,3,83.3,6,8,11,22,30:20,33,6,0,1,"JAN 9 2018",602,27,25,22,12,31,22,31,15,99,86,"Workman""""","Fitzgerald""""",Ford,LOS,SAC,LAL,39
Brook Lopez,1,62.5,8,1,5,3,5,66.7,9,0,50,2,6,3,18,22:21,15,0,0,0,"JAN 9 2018",602,27,25,22,12,31,22,31,15,99,86,"Workman""""","Fitzgerald""""",Ford,LOS,SAC,LAL,29
Kentavious CaldwellPope,4,28.6,7,1,1,4,2,45.5,11,0,80,5,5,4,16,32:53,27,2,1,2,"JAN 9 2018",602,27,25,22,12,31,22,31,15,99,86,"Workman""""","Fitzgerald""""",Ford,LOS,SAC,LAL,31
Lonzo Ball,0,14.3,7,1,1,11,1,20,10,2,0,0,2,9,5,36:42,33,11,1,5,"JAN 9 2018",602,27,25,22,12,31,22,31,15,99,86,"Workman""""","Fitzgerald""""",Ford,LOS,SAC,LAL,51.5
Tyler Ennis,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,9:27,-22,0,0,0,"JAN 9 2018",602,27,25,22,12,31,22,31,15,99,86,"Workman""""","Fitzgerald""""",Ford,LOS,SAC,LAL,1
Corey Brewer,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,5:40,-14,0,0,0,"JAN 9 2018",602,27,25,22,12,31,22,31,15,99,86,"Workman""""","Fitzgerald""""",Ford,LOS,SAC,LAL,1
Larry Nance,2,0,0,2,3,8,0,66.7,6,2,40,5,4,6,10,19:15,-7,1,0,1,"JAN 9 2018",602,27,25,22,12,31,22,31,15,99,86,"Workman""""","Fitzgerald""""",Ford,LOS,SAC,LAL,18.5
Kyle Kuzma,0,25,4,3,2,4,1,44.4,9,1,0,1,4,3,9,24:04,-15,3,1,3,"JAN 9 2018",602,27,25,22,12,31,22,31,15,99,86,"Workman""""","Fitzgerald""""",Ford,LOS,SAC,LAL,28.5
Jordan Clarkson,0,0,3,3,4,1,0,40,5,0,0,0,2,1,4,14:27,-11,1,0,0,"JAN 9 2018",602,27,25,22,12,31,22,31,15,99,86,"Workman""""","Fitzgerald""""",Ford,LOS,SAC,LAL,3.5
Josh Hart,0,0,1,1,1,3,0,0,1,0,0,0,0,3,0,21:03,7,3,0,0,"JAN 9 2018",602,27,25,22,12,31,22,31,15,99,86,"Workman""""","Fitzgerald""""",Ford,LOS,SAC,LAL,6.5
Ivica Zubac,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 9 2018",602,27,25,22,12,31,22,31,15,99,86,"Workman""""","Fitzgerald""""",Ford,LOS,SAC,LAL,NA
Wesley Matthews,0,0,3,0,0,4,0,25,8,0,0,0,2,4,4,36:33,8,3,1,1,"JAN 10 2018",603,20,39,24,32,28,24,25,34,111,115,"Adams""""","Forte""""",Blair,DALLAS,DAL,CHA,18.5
Harrison Barnes,4,60,5,0,1,11,3,69.2,13,1,100,4,9,10,25,35:05,6,2,1,0,"JAN 10 2018",603,20,39,24,32,28,24,25,34,111,115,"Adams""""","Forte""""",Blair,DALLAS,DAL,CHA,44
Dirk Nowitzki,0,42.9,7,0,2,2,3,50,16,0,0,0,8,2,19,22:29,-3,2,0,2,"JAN 10 2018",603,20,39,24,32,28,24,25,34,111,115,"Adams""""","Forte""""",Blair,DALLAS,DAL,CHA,36
Dennis Smith,7,0,5,1,1,3,0,30.8,13,0,87.5,8,4,3,15,31:19,1,6,2,0,"JAN 10 2018",603,20,39,24,32,28,24,25,34,111,115,"Adams""""","Forte""""",Blair,DALLAS,DAL,CHA,25
Yogi Ferrell,1,70,10,1,3,4,7,70,10,0,50,2,7,4,22,36:02,6,1,0,1,"JAN 10 2018",603,20,39,24,32,28,24,25,34,111,115,"Adams""""","Forte""""",Blair,DALLAS,DAL,CHA,42.5
Maxi Kleber,0,0,2,2,4,1,0,28.6,7,0,0,0,2,1,4,12:15,-14,1,0,2,"JAN 10 2018",603,20,39,24,32,28,24,25,34,111,115,"Adams""""","Forte""""",Blair,DALLAS,DAL,CHA,10.5
JJ Barea,2,66.7,3,2,2,6,2,44.4,9,0,66.7,3,4,6,12,20:31,1,5,0,0,"JAN 10 2018",603,20,39,24,32,28,24,25,34,111,115,"Adams""""","Forte""""",Blair,DALLAS,DAL,CHA,25.5
Devin Harris,5,0,1,0,1,0,0,33.3,6,0,71.4,7,2,0,9,19:45,-2,1,0,0,"JAN 10 2018",603,20,39,24,32,28,24,25,34,111,115,"Adams""""","Forte""""",Blair,DALLAS,DAL,CHA,5.5
Salah Mejri,0,0,0,2,6,6,0,100,1,1,0,0,1,5,2,13:55,19,2,2,1,"JAN 10 2018",603,20,39,24,32,28,24,25,34,111,115,"Adams""""","Forte""""",Blair,DALLAS,DAL,CHA,18
Dwight Powell,3,0,0,0,2,2,0,0,0,1,75,4,0,1,3,12:06,-2,0,1,0,"JAN 10 2018",603,20,39,24,32,28,24,25,34,111,115,"Adams""""","Forte""""",Blair,DALLAS,DAL,CHA,5
Josh McRoberts,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 10 2018",603,20,39,24,32,28,24,25,34,111,115,"Adams""""","Forte""""",Blair,DALLAS,DAL,CHA,NA
Michael KiddGilchrist,1,0,0,2,4,4,0,55.6,9,0,50,2,5,4,11,25:49,0,2,0,0,"JAN 10 2018",603,20,39,24,32,28,24,25,34,111,115,"Adams""""","Forte""""",Blair,DALLAS,DAL,CHA,15
Marvin Williams,0,50,2,1,3,6,1,66.7,3,0,0,0,2,6,5,28:36,3,2,0,1,"JAN 10 2018",603,20,39,24,32,28,24,25,34,111,115,"Adams""""","Forte""""",Blair,DALLAS,DAL,CHA,18
Dwight Howard,5,0,0,3,1,12,0,100,5,3,27.8,18,5,9,15,35:18,-6,2,4,1,"JAN 10 2018",603,20,39,24,32,28,24,25,34,111,115,"Adams""""","Forte""""",Blair,DALLAS,DAL,CHA,37
Nicolas Batum,0,0,2,1,0,7,0,22.2,9,1,0,0,2,6,4,31:43,-5,1,0,0,"JAN 10 2018",603,20,39,24,32,28,24,25,34,111,115,"Adams""""","Forte""""",Blair,DALLAS,DAL,CHA,11.5
Kemba Walker,6,33.3,9,1,3,3,3,57.1,28,0,100,6,16,3,41,37:08,0,4,1,3,"JAN 10 2018",603,20,39,24,32,28,24,25,34,111,115,"Adams""""","Forte""""",Blair,DALLAS,DAL,CHA,61
Jeremy Lamb,3,33.3,3,2,5,4,1,50,8,0,75,4,4,4,12,22:11,-4,1,0,1,"JAN 10 2018",603,20,39,24,32,28,24,25,34,111,115,"Adams""""","Forte""""",Blair,DALLAS,DAL,CHA,17.5
Treveon Graham,0,50,2,1,1,3,1,50,4,0,0,0,2,3,5,16:34,0,0,0,0,"JAN 10 2018",603,20,39,24,32,28,24,25,34,111,115,"Adams""""","Forte""""",Blair,DALLAS,DAL,CHA,9
Frank Kaminsky,0,66.7,3,0,0,1,2,40,10,0,0,0,4,1,10,18:12,-5,0,0,0,"JAN 10 2018",603,20,39,24,32,28,24,25,34,111,115,"Adams""""","Forte""""",Blair,DALLAS,DAL,CHA,15
Michael CarterWilliams,0,0,0,0,4,2,0,33.3,3,0,0,0,1,2,2,10:52,-4,2,0,0,"JAN 10 2018",603,20,39,24,32,28,24,25,34,111,115,"Adams""""","Forte""""",Blair,DALLAS,DAL,CHA,7
Johnny OBryant,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,2:07,-3,0,0,0,"JAN 10 2018",603,20,39,24,32,28,24,25,34,111,115,"Adams""""","Forte""""",Blair,DALLAS,DAL,CHA,1
Malik Monk,0,50,4,0,0,0,2,50,4,0,0,0,2,0,6,11:30,4,2,0,0,"JAN 10 2018",603,20,39,24,32,28,24,25,34,111,115,"Adams""""","Forte""""",Blair,DALLAS,DAL,CHA,13
Julyan Stone,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 10 2018",603,20,39,24,32,28,24,25,34,111,115,"Adams""""","Forte""""",Blair,DALLAS,DAL,CHA,NA
Cody Zeller,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"JAN 10 2018",603,20,39,24,32,28,24,25,34,111,115,"Adams""""","Forte""""",Blair,DALLAS,DAL,CHA,NA
Josh Richardson,1,75,4,2,4,3,3,55.6,9,1,50,2,5,2,14,38:22,7,4,0,1,"JAN 10 2018",604,38,20,26,30,26,21,31,28,106,114,"Stafford""""","Ervin""""",Petraitis,MIAMI,MIA,IND,29
Kelly Olynyk,1,50,4,3,4,3,2,50,8,1,50,2,4,2,11,27:17,5,1,0,1,"JAN 10 2018",604,38,20,26,30,26,21,31,28,106,114,"Stafford""""","Ervin""""",Petraitis,MIAMI,MIA,IND,18.5
Hassan Whiteside,2,0,0,2,5,15,0,70,10,2,100,2,7,13,16,28:18,14,1,4,0,"JAN 10 2018",604,38,20,26,30,26,21,31,28,106,114,"Stafford""""","Ervin""""",Petraitis,MIAMI,MIA,IND,40.5
Derrick Jones,0,0,1,1,2,1,0,66.7,6,1,0,1,4,0,8,20:46,-5,1,1,1,"JAN 10 2018",604,38,20,26,30,26,21,31,28,106,114,"Stafford""""","Ervin""""",Petraitis,MIAMI,MIA,IND,15.5
Goran Dragic,3,25,4,4,4,3,1,50,16,1,75,4,8,2,20,30:44,7,9,0,1,"JAN 10 2018",604,38,20,26,30,26,21,31,28,106,114,"Stafford""""","Ervin""""",Petraitis,MIAMI,MIA,IND,34.5
Wayne Ellington,1,40,10,0,1,5,4,38.5,13,0,100,1,5,5,15,32:40,12,2,1,0,"JAN 10 2018",604,38,20,26,30,26,21,31,28,106,114,"Stafford""""","Ervin""""",Petraitis,MIAMI,MIA,IND,33
Bam Adebayo,7,0,1,1,2,2,0,44.4,9,0,77.8,9,4,2,15,31:11,-9,5,0,1,"JAN 10 2018",604,38,20,26,30,26,21,31,28,106,114,"Stafford""""","Ervin""""",Petraitis,MIAMI,MIA,IND,19.5
Tyler Johnson,0,50,6,2,3,5,3,60,10,0,0,0,6,5,15,30:42,9,2,0,1,"JAN 10 2018",604,38,20,26,30,26,21,31,28,106,114,"Stafford""""","Ervin""""",Petraitis,MIAMI,MIA,IND,30
Udonis Haslem,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 10 2018",604,38,20,26,30,26,21,31,28,106,114,"Stafford""""","Ervin""""",Petraitis,MIAMI,MIA,IND,NA
James Johnson,NA,NA,NA,NA,NA,NA,NA,NA,SUSPENDED,NA,NA,NA,,NA,NA,NWT,NA,NA,NA,NA,"JAN 10 2018",604,38,20,26,30,26,21,31,28,106,114,"Stafford""""","Ervin""""",Petraitis,MIAMI,MIA,IND,NA
Jordan Mickey,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 10 2018",604,38,20,26,30,26,21,31,28,106,114,"Stafford""""","Ervin""""",Petraitis,MIAMI,MIA,IND,NA
Derrick Walton,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 10 2018",604,38,20,26,30,26,21,31,28,106,114,"Stafford""""","Ervin""""",Petraitis,MIAMI,MIA,IND,NA
Justise Winslow,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,NWT,NA,NA,NA,NA,"JAN 10 2018",604,38,20,26,30,26,21,31,28,106,114,"Stafford""""","Ervin""""",Petraitis,MIAMI,MIA,IND,NA
Bojan Bogdanovic,3,0,4,1,3,6,0,54.5,11,0,75,4,6,6,15,32:21,-5,0,0,0,"JAN 10 2018",604,38,20,26,30,26,21,31,28,106,114,"Stafford""""","Ervin""""",Petraitis,MIAMI,MIA,IND,17
Thaddeus Young,0,0,0,1,1,9,0,75,8,4,0,1,6,5,12,29:24,-9,1,1,1,"JAN 10 2018",604,38,20,26,30,26,21,31,28,106,114,"Stafford""""","Ervin""""",Petraitis,MIAMI,MIA,IND,27.5
Domantas Sabonis,2,0,0,4,5,8,0,53.3,15,3,66.7,3,8,5,18,30:54,-3,0,0,0,"JAN 10 2018",604,38,20,26,30,26,21,31,28,106,114,"Stafford""""","Ervin""""",Petraitis,MIAMI,MIA,IND,20
Victor Oladipo,8,0,6,4,5,7,0,42.9,21,1,72.7,11,9,6,26,37:46,-8,4,0,3,"JAN 10 2018",604,38,20,26,30,26,21,31,28,106,114,"Stafford""""","Ervin""""",Petraitis,MIAMI,MIA,IND,36
Darren Collison,3,0,0,0,2,0,0,50,4,0,100,3,2,0,7,27:20,-3,3,1,2,"JAN 10 2018",604,38,20,26,30,26,21,31,28,106,114,"Stafford""""","Ervin""""",Petraitis,MIAMI,MIA,IND,17.5
Al Jefferson,0,0,0,2,3,2,0,40,5,0,0,0,2,2,4,17:06,-5,0,1,0,"JAN 10 2018",604,38,20,26,30,26,21,31,28,106,114,"Stafford""""","Ervin""""",Petraitis,MIAMI,MIA,IND,7
Cory Joseph,1,0,3,1,1,3,0,25,8,1,50,2,2,2,5,26:41,-8,1,0,0,"JAN 10 2018",604,38,20,26,30,26,21,31,28,106,114,"Stafford""""","Ervin""""",Petraitis,MIAMI,MIA,IND,7.5
Joe Young,0,0,0,0,0,1,0,50,2,0,0,2,1,1,2,5:18,7,0,0,1,"JAN 10 2018",604,38,20,26,30,26,21,31,28,106,114,"Stafford""""","Ervin""""",Petraitis,MIAMI,MIA,IND,6
Lance Stephenson,2,25,4,0,3,8,1,54.5,11,2,66.7,3,6,6,15,24:41,-7,4,0,0,"JAN 10 2018",604,38,20,26,30,26,21,31,28,106,114,"Stafford""""","Ervin""""",Petraitis,MIAMI,MIA,IND,29
TJ Leaf,0,0,1,1,0,1,0,50,2,1,0,0,1,0,2,8:29,1,0,0,0,"JAN 10 2018",604,38,20,26,30,26,21,31,28,106,114,"Stafford""""","Ervin""""",Petraitis,MIAMI,MIA,IND,2
Alex Poythress,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 10 2018",604,38,20,26,30,26,21,31,28,106,114,"Stafford""""","Ervin""""",Petraitis,MIAMI,MIA,IND,NA
Joe Ingles,1,16.7,6,1,1,5,1,33.3,12,1,100,1,4,4,10,38:18,1,6,0,0,"JAN 10 2018",605,25,21,37,24,32,18,27,27,104,107,"Brothers""""","Barnaky""""",Holtkamp,UTAH,UTA,WAS,24
Jonas Jerebko,3,0,1,2,2,4,0,50,6,2,75,4,3,2,9,20:06,10,1,0,1,"JAN 10 2018",605,25,21,37,24,32,18,27,27,104,107,"Brothers""""","Barnaky""""",Holtkamp,UTAH,UTA,WAS,12.5
Ekpe Udoh,2,0,0,0,3,9,0,70,10,5,100,2,7,4,16,33:36,-4,2,2,4,"JAN 10 2018",605,25,21,37,24,32,18,27,27,104,107,"Brothers""""","Barnaky""""",Holtkamp,UTAH,UTA,WAS,44
Donovan Mitchell,0,20,10,2,4,5,2,35,20,1,0,0,7,4,16,30:59,-8,4,1,1,"JAN 10 2018",605,25,21,37,24,32,18,27,27,104,107,"Brothers""""","Barnaky""""",Holtkamp,UTAH,UTA,WAS,35
Ricky Rubio,0,60,5,3,4,2,3,52.9,17,1,0,0,9,1,21,41:26,2,3,0,3,"JAN 10 2018",605,25,21,37,24,32,18,27,27,104,107,"Brothers""""","Barnaky""""",Holtkamp,UTAH,UTA,WAS,39.5
Joe Johnson,3,75,4,2,0,4,3,55.6,9,0,75,4,5,4,16,33:26,8,4,0,3,"JAN 10 2018",605,25,21,37,24,32,18,27,27,104,107,"Brothers""""","Barnaky""""",Holtkamp,UTAH,UTA,WAS,36
Rodney Hood,0,20,5,2,0,6,1,27.3,11,0,0,0,3,6,7,14:57,5,2,0,0,"JAN 10 2018",605,25,21,37,24,32,18,27,27,104,107,"Brothers""""","Barnaky""""",Holtkamp,UTAH,UTA,WAS,16
Alec Burks,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,4:48,-1,0,0,1,"JAN 10 2018",605,25,21,37,24,32,18,27,27,104,107,"Brothers""""","Barnaky""""",Holtkamp,UTAH,UTA,WAS,3
Thabo Sefolosha,0,0,0,0,1,0,0,100,1,0,0,0,1,0,2,8:52,-8,0,0,1,"JAN 10 2018",605,25,21,37,24,32,18,27,27,104,107,"Brothers""""","Barnaky""""",Holtkamp,UTAH,UTA,WAS,5
Royce ONeale,1,100,1,0,1,4,1,100,4,1,50,2,4,3,10,13:32,10,1,0,1,"JAN 10 2018",605,25,21,37,24,32,18,27,27,104,107,"Brothers""""","Barnaky""""",Holtkamp,UTAH,UTA,WAS,19.5
Tony Bradley,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 10 2018",605,25,21,37,24,32,18,27,27,104,107,"Brothers""""","Barnaky""""",Holtkamp,UTAH,UTA,WAS,NA
Derrick Favors,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"JAN 10 2018",605,25,21,37,24,32,18,27,27,104,107,"Brothers""""","Barnaky""""",Holtkamp,UTAH,UTA,WAS,NA
Naz MitrouLong,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"JAN 10 2018",605,25,21,37,24,32,18,27,27,104,107,"Brothers""""","Barnaky""""",Holtkamp,UTAH,UTA,WAS,NA
Otto Porter,2,50,4,2,4,6,2,55.6,9,2,100,2,5,4,14,36:57,11,1,0,3,"JAN 10 2018",605,25,21,37,24,32,18,27,27,104,107,"Brothers""""","Barnaky""""",Holtkamp,UTAH,UTA,WAS,30.5
Markieff Morris,0,66.7,3,3,3,6,2,75,4,1,0,0,3,5,8,26:57,5,2,0,1,"JAN 10 2018",605,25,21,37,24,32,18,27,27,104,107,"Brothers""""","Barnaky""""",Holtkamp,UTAH,UTA,WAS,21
