Name,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score
Shane Larkin,0,0,1,0,1,1,0,33.3,3,0,0,0,1,1,2,6:33,4,0,0,1,"NOV 14 2017",201,30,22,28,29,21,31,19,31,102,109,"Mauer""""","Cutler""""",Williams,BOSTON,BOS,BKN,6
Abdel Nader,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 14 2017",201,30,22,28,29,21,31,19,31,102,109,"Mauer""""","Cutler""""",Williams,BOSTON,BOS,BKN,NA
Guerschon Yabusele,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 14 2017",201,30,22,28,29,21,31,19,31,102,109,"Mauer""""","Cutler""""",Williams,BOSTON,BOS,BKN,NA
DeMarre Carroll,2,20,5,1,2,7,1,27.3,11,2,100,2,3,5,9,30:23,-6,1,0,0,"NOV 14 2017",201,30,22,28,29,21,31,19,31,102,109,"Mauer""""","Cutler""""",Williams,BOSTON,BOS,BKN,16.5
Rondae HollisJefferson,2,0,0,2,2,9,0,53.8,13,3,50,4,7,6,16,32:49,-21,1,0,0,"NOV 14 2017",201,30,22,28,29,21,31,19,31,102,109,"Mauer""""","Cutler""""",Williams,BOSTON,BOS,BKN,22.5
Trevor Booker,2,0,1,3,3,8,0,50,10,1,100,2,5,7,12,27:33,2,2,0,1,"NOV 14 2017",201,30,22,28,29,21,31,19,31,102,109,"Mauer""""","Cutler""""",Williams,BOSTON,BOS,BKN,21
Allen Crabbe,0,62.5,8,1,1,3,5,50,10,0,0,0,5,3,15,32:45,-14,3,0,2,"NOV 14 2017",201,30,22,28,29,21,31,19,31,102,109,"Mauer""""","Cutler""""",Williams,BOSTON,BOS,BKN,37.5
Spencer Dinwiddie,3,16.7,6,1,4,3,1,28.6,14,0,60,5,4,3,12,34:18,-2,11,1,0,"NOV 14 2017",201,30,22,28,29,21,31,19,31,102,109,"Mauer""""","Cutler""""",Williams,BOSTON,BOS,BKN,32.5
Quincy Acy,0,0,2,2,5,4,0,0,3,1,0,0,0,3,0,19:21,1,3,2,0,"NOV 14 2017",201,30,22,28,29,21,31,19,31,102,109,"Mauer""""","Cutler""""",Williams,BOSTON,BOS,BKN,12.5
Caris LeVert,1,100,2,3,2,1,2,85.7,7,0,33.3,3,6,1,15,22:13,3,4,0,1,"NOV 14 2017",201,30,22,28,29,21,31,19,31,102,109,"Mauer""""","Cutler""""",Williams,BOSTON,BOS,BKN,25
Joe Harris,0,45.5,11,0,2,4,5,50,14,2,0,0,7,2,19,19:47,-2,0,0,0,"NOV 14 2017",201,30,22,28,29,21,31,19,31,102,109,"Mauer""""","Cutler""""",Williams,BOSTON,BOS,BKN,33
Timofey Mozgov,0,0,0,0,0,1,0,100,1,0,0,0,1,1,2,5:37,-1,0,0,0,"NOV 14 2017",201,30,22,28,29,21,31,19,31,102,109,"Mauer""""","Cutler""""",Williams,BOSTON,BOS,BKN,3
Isaiah Whitehead,0,0,0,1,2,2,0,0,3,0,0,0,0,2,0,6:22,2,0,0,0,"NOV 14 2017",201,30,22,28,29,21,31,19,31,102,109,"Mauer""""","Cutler""""",Williams,BOSTON,BOS,BKN,1
Jarrett Allen,0,0,0,0,1,1,0,50,2,0,0,0,1,1,2,8:52,3,1,0,0,"NOV 14 2017",201,30,22,28,29,21,31,19,31,102,109,"Mauer""""","Cutler""""",Williams,BOSTON,BOS,BKN,4.5
Sean Kilpatrick,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 14 2017",201,30,22,28,29,21,31,19,31,102,109,"Mauer""""","Cutler""""",Williams,BOSTON,BOS,BKN,NA
Tyler Zeller,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 14 2017",201,30,22,28,29,21,31,19,31,102,109,"Mauer""""","Cutler""""",Williams,BOSTON,BOS,BKN,NA
OG Anunoby,1,75,4,0,4,2,3,75,8,0,50,2,6,2,16,29:34,22,1,0,1,"NOV 14 2017",202,31,45,27,26,33,31,30,19,113,129,"Corbin""""","Adams""""",Nansel,TORONTO,TOR,HOU,27.5
Serge Ibaka,0,50,2,1,3,5,1,40,5,0,0,2,2,5,5,24:52,18,0,2,0,"NOV 14 2017",202,31,45,27,26,33,31,30,19,113,129,"Corbin""""","Adams""""",Nansel,TORONTO,TOR,HOU,17
Jonas Valanciunas,2,0,0,2,2,7,0,55.6,9,3,100,2,5,4,12,16:48,-1,1,0,0,"NOV 14 2017",202,31,45,27,26,33,31,30,19,113,129,"Corbin""""","Adams""""",Nansel,TORONTO,TOR,HOU,16.5
DeMar DeRozan,13,0,3,3,2,6,0,46.7,15,0,81.3,16,7,6,27,33:59,7,5,0,1,"NOV 14 2017",202,31,45,27,26,33,31,30,19,113,129,"Corbin""""","Adams""""",Nansel,TORONTO,TOR,HOU,27.5
Kyle Lowry,9,28.6,7,2,4,5,2,33.3,12,0,90,10,4,5,19,36:60,14,10,0,1,"NOV 14 2017",202,31,45,27,26,33,31,30,19,113,129,"Corbin""""","Adams""""",Nansel,TORONTO,TOR,HOU,35
Pascal Siakam,0,0,1,0,4,1,0,50,2,0,0,0,1,1,2,19:01,-7,2,0,2,"NOV 14 2017",202,31,45,27,26,33,31,30,19,113,129,"Corbin""""","Adams""""",Nansel,TORONTO,TOR,HOU,12
CJ Miles,1,66.7,9,0,3,1,6,50,12,0,50,2,6,1,19,16:37,-7,2,1,2,"NOV 14 2017",202,31,45,27,26,33,31,30,19,113,129,"Corbin""""","Adams""""",Nansel,TORONTO,TOR,HOU,43
Lucas Nogueira,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,5:29,2,0,0,0,"NOV 14 2017",202,31,45,27,26,33,31,30,19,113,129,"Corbin""""","Adams""""",Nansel,TORONTO,TOR,HOU,2
Delon Wright,4,0,0,2,1,2,0,100,5,0,80,5,5,2,14,25:38,18,2,0,1,"NOV 14 2017",202,31,45,27,26,33,31,30,19,113,129,"Corbin""""","Adams""""",Nansel,TORONTO,TOR,HOU,16
Jakob Poeltl,1,0,0,1,3,2,0,75,4,1,100,1,3,1,7,13:36,5,1,1,1,"NOV 14 2017",202,31,45,27,26,33,31,30,19,113,129,"Corbin""""","Adams""""",Nansel,TORONTO,TOR,HOU,14.5
Fred VanVleet,2,50,4,1,3,3,2,33.3,6,1,100,2,2,2,8,15:53,7,4,0,2,"NOV 14 2017",202,31,45,27,26,33,31,30,19,113,129,"Corbin""""","Adams""""",Nansel,TORONTO,TOR,HOU,24
Alfonzo McKinnie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:33,2,0,0,0,"NOV 14 2017",202,31,45,27,26,33,31,30,19,113,129,"Corbin""""","Adams""""",Nansel,TORONTO,TOR,HOU,0
Trevor Ariza,3,62.5,8,1,4,8,5,54.5,11,0,100,3,6,8,20,37:48,0,2,0,1,"NOV 14 2017",202,31,45,27,26,33,31,30,19,113,129,"Corbin""""","Adams""""",Nansel,TORONTO,TOR,HOU,40
Ryan Anderson,1,33.3,6,1,1,8,2,37.5,8,4,50,2,3,4,9,31:15,-24,0,1,0,"NOV 14 2017",202,31,45,27,26,33,31,30,19,113,129,"Corbin""""","Adams""""",Nansel,TORONTO,TOR,HOU,22
Clint Capela,1,0,0,0,3,11,0,71.4,7,5,50,2,5,6,11,28:50,-17,1,0,2,"NOV 14 2017",202,31,45,27,26,33,31,30,19,113,129,"Corbin""""","Adams""""",Nansel,TORONTO,TOR,HOU,28.5
Eric Gordon,6,0,7,3,4,1,0,25,12,0,85.7,7,3,1,12,33:01,-8,3,0,1,"NOV 14 2017",202,31,45,27,26,33,31,30,19,113,129,"Corbin""""","Adams""""",Nansel,TORONTO,TOR,HOU,11.5
James Harden,19,27.3,11,9,5,6,3,32,25,1,100,19,8,5,38,39:22,-2,11,1,0,"NOV 14 2017",202,31,45,27,26,33,31,30,19,113,129,"Corbin""""","Adams""""",Nansel,TORONTO,TOR,HOU,41.5
PJ Tucker,0,0,1,1,2,5,0,0,1,1,0,0,0,4,0,16:01,-13,1,0,0,"NOV 14 2017",202,31,45,27,26,33,31,30,19,113,129,"Corbin""""","Adams""""",Nansel,TORONTO,TOR,HOU,5.5
Luc Mbah,1,50,4,1,4,2,2,50,6,0,50,2,3,2,9,31:15,-11,3,0,0,"NOV 14 2017",202,31,45,27,26,33,31,30,19,113,129,"Corbin""""","Adams""""",Nansel,TORONTO,TOR,HOU,17.5
Tarik Black,3,0,1,2,4,7,0,62.5,8,3,75,4,5,4,13,17:49,1,0,2,0,"NOV 14 2017",202,31,45,27,26,33,31,30,19,113,129,"Corbin""""","Adams""""",Nansel,TORONTO,TOR,HOU,21
Bobby Brown,1,0,1,1,0,0,0,0,1,0,50,2,0,0,1,1:33,-2,0,0,0,"NOV 14 2017",202,31,45,27,26,33,31,30,19,113,129,"Corbin""""","Adams""""",Nansel,TORONTO,TOR,HOU,-1
Zhou Qi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:33,-2,0,0,0,"NOV 14 2017",202,31,45,27,26,33,31,30,19,113,129,"Corbin""""","Adams""""",Nansel,TORONTO,TOR,HOU,0
Demetrius Jackson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:33,-2,0,0,0,"NOV 14 2017",202,31,45,27,26,33,31,30,19,113,129,"Corbin""""","Adams""""",Nansel,TORONTO,TOR,HOU,0
Nene nan,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 14 2017",202,31,45,27,26,33,31,30,19,113,129,"Corbin""""","Adams""""",Nansel,TORONTO,TOR,HOU,NA
Chris Paul,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 14 2017",202,31,45,27,26,33,31,30,19,113,129,"Corbin""""","Adams""""",Nansel,TORONTO,TOR,HOU,NA
Kyle Anderson,5,0,0,0,2,8,0,25,4,2,83.3,6,1,6,7,33:54,9,3,2,1,"NOV 14 2017",203,17,27,18,35,16,23,21,31,91,97,"Callahan""""","Wall""""",Scott,SAN,SAS,DAL,23.5
LaMarcus Aldridge,8,0,2,3,1,5,0,57.1,21,1,80,10,12,4,32,35:51,12,4,2,1,"NOV 14 2017",203,17,27,18,35,16,23,21,31,91,97,"Callahan""""","Wall""""",Scott,SAN,SAS,DAL,41
Pau Gasol,0,0,2,3,1,10,0,20,5,1,0,0,1,9,2,23:25,5,4,0,0,"NOV 14 2017",203,17,27,18,35,16,23,21,31,91,97,"Callahan""""","Wall""""",Scott,SAN,SAS,DAL,15
Danny Green,0,0,3,1,0,3,0,33.3,6,0,0,0,2,3,4,26:49,1,1,1,2,"NOV 14 2017",203,17,27,18,35,16,23,21,31,91,97,"Callahan""""","Wall""""",Scott,SAN,SAS,DAL,16.5
Patty Mills,1,44.4,9,1,1,3,4,53.8,13,0,50,2,7,3,19,29:43,-7,2,1,4,"NOV 14 2017",203,17,27,18,35,16,23,21,31,91,97,"Callahan""""","Wall""""",Scott,SAN,SAS,DAL,46
Bryn Forbes,0,0,2,0,2,3,0,40,5,1,0,1,2,2,4,17:58,-3,0,0,0,"NOV 14 2017",203,17,27,18,35,16,23,21,31,91,97,"Callahan""""","Wall""""",Scott,SAN,SAS,DAL,7
Rudy Gay,2,0,1,3,3,6,0,14.3,7,2,100,2,1,4,4,16:06,-1,2,1,0,"NOV 14 2017",203,17,27,18,35,16,23,21,31,91,97,"Callahan""""","Wall""""",Scott,SAN,SAS,DAL,11
Dejounte Murray,1,50,2,0,3,7,1,57.1,7,1,50,2,4,6,10,19:56,11,0,0,0,"NOV 14 2017",203,17,27,18,35,16,23,21,31,91,97,"Callahan""""","Wall""""",Scott,SAN,SAS,DAL,18
Brandon Paul,0,0,2,0,1,1,0,33.3,3,0,0,0,1,1,2,9:54,10,1,0,0,"NOV 14 2017",203,17,27,18,35,16,23,21,31,91,97,"Callahan""""","Wall""""",Scott,SAN,SAS,DAL,4.5
Joffrey Lauvergne,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4:53,-10,1,0,0,"NOV 14 2017",203,17,27,18,35,16,23,21,31,91,97,"Callahan""""","Wall""""",Scott,SAN,SAS,DAL,1.5
Davis Bertans,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5:09,5,0,0,1,"NOV 14 2017",203,17,27,18,35,16,23,21,31,91,97,"Callahan""""","Wall""""",Scott,SAN,SAS,DAL,2
Manu Ginobili,4,50,2,0,1,1,1,57.1,7,0,100,4,4,1,13,16:22,-2,0,0,0,"NOV 14 2017",203,17,27,18,35,16,23,21,31,91,97,"Callahan""""","Wall""""",Scott,SAN,SAS,DAL,12
Wesley Matthews,3,20,5,0,6,4,1,36.4,11,0,60,5,4,4,12,37:32,-11,1,0,1,"NOV 14 2017",203,17,27,18,35,16,23,21,31,91,97,"Callahan""""","Wall""""",Scott,SAN,SAS,DAL,19.5
Harrison Barnes,6,0,2,2,4,8,0,31.3,16,2,100,6,5,6,16,37:37,-2,2,0,3,"NOV 14 2017",203,17,27,18,35,16,23,21,31,91,97,"Callahan""""","Wall""""",Scott,SAN,SAS,DAL,28
Dirk Nowitzki,1,25,4,1,1,7,1,62.5,8,1,100,1,5,6,12,28:57,1,6,1,0,"NOV 14 2017",203,17,27,18,35,16,23,21,31,91,97,"Callahan""""","Wall""""",Scott,SAN,SAS,DAL,31
Yogi Ferrell,0,0,4,3,2,4,0,0,5,1,0,0,0,3,0,33:02,-1,2,0,1,"NOV 14 2017",203,17,27,18,35,16,23,21,31,91,97,"Callahan""""","Wall""""",Scott,SAN,SAS,DAL,7
Dennis Smith,2,45.5,11,6,4,6,5,43.5,23,0,100,2,10,6,27,36:24,-8,2,0,0,"NOV 14 2017",203,17,27,18,35,16,23,21,31,91,97,"Callahan""""","Wall""""",Scott,SAN,SAS,DAL,38
Nerlens Noel,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,4:57,-5,0,0,0,"NOV 14 2017",203,17,27,18,35,16,23,21,31,91,97,"Callahan""""","Wall""""",Scott,SAN,SAS,DAL,0
JJ Barea,1,50,6,2,0,6,3,54.5,11,0,100,1,6,6,16,26:34,-3,4,0,1,"NOV 14 2017",203,17,27,18,35,16,23,21,31,91,97,"Callahan""""","Wall""""",Scott,SAN,SAS,DAL,34
Maxi Kleber,1,0,2,0,1,1,0,40,5,0,100,1,2,1,5,20:51,1,0,1,0,"NOV 14 2017",203,17,27,18,35,16,23,21,31,91,97,"Callahan""""","Wall""""",Scott,SAN,SAS,DAL,8
Salah Mejri,1,0,0,0,4,3,0,100,1,1,50,2,1,2,3,14:06,-2,1,2,1,"NOV 14 2017",203,17,27,18,35,16,23,21,31,91,97,"Callahan""""","Wall""""",Scott,SAN,SAS,DAL,15.5
Gian Clavell,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 14 2017",203,17,27,18,35,16,23,21,31,91,97,"Callahan""""","Wall""""",Scott,SAN,SAS,DAL,NA
Dwight Powell,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 14 2017",203,17,27,18,35,16,23,21,31,91,97,"Callahan""""","Wall""""",Scott,SAN,SAS,DAL,NA
Jeff Withey,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 14 2017",203,17,27,18,35,16,23,21,31,91,97,"Callahan""""","Wall""""",Scott,SAN,SAS,DAL,NA
Bogdan Bogdanovic,0,25,4,1,3,2,1,37.5,8,0,0,0,3,2,7,22:49,-17,0,0,0,"NOV 15 2017",204,16,19,26,19,24,40,28,34,126,80,"Brothers""""","Collins""""",Nansel,ATLANTA,SAC,ATL,10
Zach Randolph,2,0,2,1,0,4,0,63.6,11,3,66.7,3,7,1,16,24:30,-17,2,0,0,"NOV 15 2017",204,16,19,26,19,24,40,28,34,126,80,"Brothers""""","Collins""""",Nansel,ATLANTA,SAC,ATL,20
Willie CauleyStein,2,0,0,2,2,3,0,33.3,6,1,100,2,2,2,6,20:43,-14,3,0,0,"NOV 15 2017",204,16,19,26,19,24,40,28,34,126,80,"Brothers""""","Collins""""",Nansel,ATLANTA,SAC,ATL,9.5
Garrett Temple,0,33.3,3,1,2,2,1,14.3,7,1,0,0,1,1,3,17:54,-6,3,0,1,"NOV 15 2017",204,16,19,26,19,24,40,28,34,126,80,"Brothers""""","Collins""""",Nansel,ATLANTA,SAC,ATL,13.5
George Hill,3,20,5,0,1,1,1,36.4,11,0,100,3,4,1,12,24:21,-16,2,0,3,"NOV 15 2017",204,16,19,26,19,24,40,28,34,126,80,"Brothers""""","Collins""""",Nansel,ATLANTA,SAC,ATL,24
Justin Jackson,0,28.6,7,2,2,4,2,25,12,0,0,2,3,4,8,25:53,-30,0,1,1,"NOV 15 2017",204,16,19,26,19,24,40,28,34,126,80,"Brothers""""","Collins""""",Nansel,ATLANTA,SAC,ATL,20
Malachi Richardson,1,0,2,0,2,2,0,0,7,1,50,2,0,1,1,20:22,-21,2,0,1,"NOV 15 2017",204,16,19,26,19,24,40,28,34,126,80,"Brothers""""","Collins""""",Nansel,ATLANTA,SAC,ATL,8
Kosta Koufos,1,0,0,1,2,4,0,100,3,2,25,4,3,2,7,16:46,-20,0,0,1,"NOV 15 2017",204,16,19,26,19,24,40,28,34,126,80,"Brothers""""","Collins""""",Nansel,ATLANTA,SAC,ATL,12
Buddy Hield,1,25,4,1,4,2,1,25,8,1,50,2,2,1,6,20:35,-28,2,1,2,"NOV 15 2017",204,16,19,26,19,24,40,28,34,126,80,"Brothers""""","Collins""""",Nansel,ATLANTA,SAC,ATL,20
DeAaron Fox,0,0,0,2,1,1,0,25,4,0,0,0,1,1,2,18:55,-32,2,0,2,"NOV 15 2017",204,16,19,26,19,24,40,28,34,126,80,"Brothers""""","Collins""""",Nansel,ATLANTA,SAC,ATL,10
Georgios Papagiannis,0,0,0,0,0,2,0,50,4,1,0,0,2,1,4,10:31,-12,0,0,1,"NOV 15 2017",204,16,19,26,19,24,40,28,34,126,80,"Brothers""""","Collins""""",Nansel,ATLANTA,SAC,ATL,9
Skal Labissiere,0,0,0,0,0,1,0,60,5,1,0,0,3,0,6,7:10,-5,1,0,0,"NOV 15 2017",204,16,19,26,19,24,40,28,34,126,80,"Brothers""""","Collins""""",Nansel,ATLANTA,SAC,ATL,8.5
Frank Mason,2,0,1,1,0,1,0,0,2,0,100,2,0,1,2,9:31,-12,1,0,0,"NOV 15 2017",204,16,19,26,19,24,40,28,34,126,80,"Brothers""""","Collins""""",Nansel,ATLANTA,SAC,ATL,1.5
Taurean Prince,1,60,5,4,4,5,3,62.5,8,0,50,2,5,5,14,31:43,38,8,1,4,"NOV 15 2017",204,16,19,26,19,24,40,28,34,126,80,"Brothers""""","Collins""""",Nansel,ATLANTA,SAC,ATL,47
Luke Babbitt,0,75,4,0,0,1,3,71.4,7,0,0,0,5,1,13,11:03,18,0,1,0,"NOV 15 2017",204,16,19,26,19,24,40,28,34,126,80,"Brothers""""","Collins""""",Nansel,ATLANTA,SAC,ATL,23
Dewayne Dedmon,1,100,1,0,3,14,1,90,10,5,33.3,3,9,9,20,23:53,21,5,2,2,"NOV 15 2017",204,16,19,26,19,24,40,28,34,126,80,"Brothers""""","Collins""""",Nansel,ATLANTA,SAC,ATL,54.5
Kent Bazemore,2,0,3,1,3,5,0,50,6,0,100,2,3,5,8,23:16,22,3,1,0,"NOV 15 2017",204,16,19,26,19,24,40,28,34,126,80,"Brothers""""","Collins""""",Nansel,ATLANTA,SAC,ATL,17.5
Dennis Schroder,3,50,4,5,2,0,2,66.7,12,0,75,4,8,0,21,25:12,18,8,0,0,"NOV 15 2017",204,16,19,26,19,24,40,28,34,126,80,"Brothers""""","Collins""""",Nansel,ATLANTA,SAC,ATL,29
Ersan Ilyasova,1,0,1,0,1,8,0,0,4,1,50,2,0,7,1,17:58,3,2,0,0,"NOV 15 2017",204,16,19,26,19,24,40,28,34,126,80,"Brothers""""","Collins""""",Nansel,ATLANTA,SAC,ATL,11
John Collins,0,0,0,3,5,8,0,77.8,9,2,0,0,7,6,14,22:23,22,0,0,0,"NOV 15 2017",204,16,19,26,19,24,40,28,34,126,80,"Brothers""""","Collins""""",Nansel,ATLANTA,SAC,ATL,19
Marco Belinelli,1,25,4,0,0,2,1,50,8,0,100,1,4,2,10,19:53,26,5,0,1,"NOV 15 2017",204,16,19,26,19,24,40,28,34,126,80,"Brothers""""","Collins""""",Nansel,ATLANTA,SAC,ATL,23.5
Malcolm Delaney,0,50,4,3,1,4,2,57.1,7,0,0,0,4,4,10,23:18,13,1,0,1,"NOV 15 2017",204,16,19,26,19,24,40,28,34,126,80,"Brothers""""","Collins""""",Nansel,ATLANTA,SAC,ATL,19.5
Isaiah Taylor,1,75,4,2,0,1,3,66.7,6,0,50,2,4,1,12,22:02,28,4,0,1,"NOV 15 2017",204,16,19,26,19,24,40,28,34,126,80,"Brothers""""","Collins""""",Nansel,ATLANTA,SAC,ATL,25
Tyler Cavanaugh,0,50,2,0,4,5,1,50,2,1,0,0,1,4,3,19:19,21,4,1,0,"NOV 15 2017",204,16,19,26,19,24,40,28,34,126,80,"Brothers""""","Collins""""",Nansel,ATLANTA,SAC,ATL,19
Otto Porter,0,100,2,2,1,13,2,62.5,8,2,0,0,5,11,12,39:32,7,0,0,2,"NOV 15 2017",205,30,31,10,31,19,30,25,19,93,102,"Foster""""","Richardson""""",Wood,WASHINGTON,WAS,MIA,33
Markieff Morris,1,50,4,2,6,2,2,50,12,1,100,1,6,1,15,22:03,10,0,0,0,"NOV 15 2017",205,30,31,10,31,19,30,25,19,93,102,"Foster""""","Richardson""""",Wood,WASHINGTON,WAS,MIA,18
Marcin Gortat,2,0,0,1,3,5,0,0,6,3,100,2,0,2,2,26:51,1,0,0,2,"NOV 15 2017",205,30,31,10,31,19,30,25,19,93,102,"Foster""""","Richardson""""",Wood,WASHINGTON,WAS,MIA,10
Bradley Beal,13,16.7,6,2,1,7,1,31.6,19,3,92.9,14,6,4,26,39:21,8,1,0,2,"NOV 15 2017",205,30,31,10,31,19,30,25,19,93,102,"Foster""""","Richardson""""",Wood,WASHINGTON,WAS,MIA,27.5
John Wall,7,66.7,3,1,2,4,2,42.9,21,1,87.5,8,9,3,27,37:40,18,6,2,1,"NOV 15 2017",205,30,31,10,31,19,30,25,19,93,102,"Foster""""","Richardson""""",Wood,WASHINGTON,WAS,MIA,45
Ian Mahinmi,2,0,0,2,3,2,0,0,1,1,100,2,0,1,2,17:29,-3,0,0,0,"NOV 15 2017",205,30,31,10,31,19,30,25,19,93,102,"Foster""""","Richardson""""",Wood,WASHINGTON,WAS,MIA,0
Kelly Oubre,2,50,2,0,1,5,1,40,5,0,100,2,2,5,7,30:40,10,2,0,0,"NOV 15 2017",205,30,31,10,31,19,30,25,19,93,102,"Foster""""","Richardson""""",Wood,WASHINGTON,WAS,MIA,15
Tim Frazier,0,100,1,1,1,1,1,66.7,3,0,0,0,2,1,5,10:40,-9,0,0,0,"NOV 15 2017",205,30,31,10,31,19,30,25,19,93,102,"Foster""""","Richardson""""",Wood,WASHINGTON,WAS,MIA,7
Jodie Meeks,2,0,1,1,1,1,0,66.7,3,0,100,2,2,1,6,15:44,3,0,0,1,"NOV 15 2017",205,30,31,10,31,19,30,25,19,93,102,"Foster""""","Richardson""""",Wood,WASHINGTON,WAS,MIA,7
Chris McCullough,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 15 2017",205,30,31,10,31,19,30,25,19,93,102,"Foster""""","Richardson""""",Wood,WASHINGTON,WAS,MIA,NA
Tomas Satoransky,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 15 2017",205,30,31,10,31,19,30,25,19,93,102,"Foster""""","Richardson""""",Wood,WASHINGTON,WAS,MIA,NA
Mike Scott,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 15 2017",205,30,31,10,31,19,30,25,19,93,102,"Foster""""","Richardson""""",Wood,WASHINGTON,WAS,MIA,NA
