Name,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score
Nikola Vucevic,0,25,4,3,1,10,1,45.5,11,0,0,0,5,10,11,31:07,-9,4,0,0,"NOV 15 2017",213,33,14,24,23,24,27,24,24,99,94,"Zarba""""","Kogut""""",Richardson,PORTLAND,ORL,POR,26
Terrence Ross,0,33.3,3,0,2,4,1,40,5,1,0,0,2,3,5,27:22,-12,2,0,3,"NOV 15 2017",213,33,14,24,23,24,27,24,24,99,94,"Zarba""""","Kogut""""",Richardson,PORTLAND,ORL,POR,23
Elfrid Payton,0,66.7,3,3,3,3,2,54.5,11,3,0,0,6,0,14,30:45,-14,5,0,0,"NOV 15 2017",213,33,14,24,23,24,27,24,24,99,94,"Zarba""""","Kogut""""",Richardson,PORTLAND,ORL,POR,25.5
Jonathon Simmons,3,100,1,2,3,3,1,54.5,11,0,100,3,6,3,16,26:29,12,3,0,0,"NOV 15 2017",213,33,14,24,23,24,27,24,24,99,94,"Zarba""""","Kogut""""",Richardson,PORTLAND,ORL,POR,20.5
Shelvin Mack,0,0,1,0,0,3,0,40,5,1,0,0,2,2,4,16:03,6,2,0,0,"NOV 15 2017",213,33,14,24,23,24,27,24,24,99,94,"Zarba""""","Kogut""""",Richardson,PORTLAND,ORL,POR,10
Bismack Biyombo,0,0,0,1,2,6,0,0,1,0,0,0,0,6,0,16:53,4,0,2,0,"NOV 15 2017",213,33,14,24,23,24,27,24,24,99,94,"Zarba""""","Kogut""""",Richardson,PORTLAND,ORL,POR,11
Marreese Speights,0,50,4,1,1,3,2,57.1,7,0,0,0,4,3,10,16:27,4,0,1,0,"NOV 15 2017",213,33,14,24,23,24,27,24,24,99,94,"Zarba""""","Kogut""""",Richardson,PORTLAND,ORL,POR,19
Mario Hezonja,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,7:27,2,0,0,1,"NOV 15 2017",213,33,14,24,23,24,27,24,24,99,94,"Zarba""""","Kogut""""",Richardson,PORTLAND,ORL,POR,4
Arron Afflalo,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 15 2017",213,33,14,24,23,24,27,24,24,99,94,"Zarba""""","Kogut""""",Richardson,PORTLAND,ORL,POR,NA
DJ Augustin,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"NOV 15 2017",213,33,14,24,23,24,27,24,24,99,94,"Zarba""""","Kogut""""",Richardson,PORTLAND,ORL,POR,NA
Jonathan Isaac,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"NOV 15 2017",213,33,14,24,23,24,27,24,24,99,94,"Zarba""""","Kogut""""",Richardson,PORTLAND,ORL,POR,NA
Maurice Harkless,0,0,0,0,1,3,0,75,4,0,0,0,3,3,6,27:37,13,0,0,0,"NOV 15 2017",213,33,14,24,23,24,27,24,24,99,94,"Zarba""""","Kogut""""",Richardson,PORTLAND,ORL,POR,9
Caleb Swanigan,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,5:34,-9,0,0,0,"NOV 15 2017",213,33,14,24,23,24,27,24,24,99,94,"Zarba""""","Kogut""""",Richardson,PORTLAND,ORL,POR,-1
Jusuf Nurkic,1,0,1,2,2,8,0,33.3,15,4,100,1,5,4,11,31:51,9,5,0,0,"NOV 15 2017",213,33,14,24,23,24,27,24,24,99,94,"Zarba""""","Kogut""""",Richardson,PORTLAND,ORL,POR,23.5
CJ McCollum,4,57.1,7,3,2,4,4,50,16,1,100,4,8,3,24,38:11,11,3,0,3,"NOV 15 2017",213,33,14,24,23,24,27,24,24,99,94,"Zarba""""","Kogut""""",Richardson,PORTLAND,ORL,POR,42.5
Damian Lillard,3,50,10,2,1,11,5,42.9,21,1,75,4,9,10,26,37:22,8,7,0,0,"NOV 15 2017",213,33,14,24,23,24,27,24,24,99,94,"Zarba""""","Kogut""""",Richardson,PORTLAND,ORL,POR,52.5
Noah Vonleh,0,0,0,0,1,7,0,33.3,6,2,0,0,2,5,4,21:18,-5,1,0,0,"NOV 15 2017",213,33,14,24,23,24,27,24,24,99,94,"Zarba""""","Kogut""""",Richardson,PORTLAND,ORL,POR,12.5
Evan Turner,1,0,2,0,1,1,0,22.2,9,0,50,2,2,1,5,23:24,-12,1,0,0,"NOV 15 2017",213,33,14,24,23,24,27,24,24,99,94,"Zarba""""","Kogut""""",Richardson,PORTLAND,ORL,POR,6.5
Ed Davis,0,0,0,2,0,6,0,100,1,2,0,0,1,4,2,16:05,-2,0,1,1,"NOV 15 2017",213,33,14,24,23,24,27,24,24,99,94,"Zarba""""","Kogut""""",Richardson,PORTLAND,ORL,POR,12
Pat Connaughton,0,0,2,1,0,1,0,33.3,3,0,0,0,1,1,2,12:03,1,2,0,0,"NOV 15 2017",213,33,14,24,23,24,27,24,24,99,94,"Zarba""""","Kogut""""",Richardson,PORTLAND,ORL,POR,5
Shabazz Napier,0,100,5,1,2,0,5,58.3,12,0,0,0,7,0,19,26:35,11,2,1,3,"NOV 15 2017",213,33,14,24,23,24,27,24,24,99,94,"Zarba""""","Kogut""""",Richardson,PORTLAND,ORL,POR,43
Zach Collins,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 15 2017",213,33,14,24,23,24,27,24,24,99,94,"Zarba""""","Kogut""""",Richardson,PORTLAND,ORL,POR,NA
Jake Layman,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 15 2017",213,33,14,24,23,24,27,24,24,99,94,"Zarba""""","Kogut""""",Richardson,PORTLAND,ORL,POR,NA
Meyers Leonard,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 15 2017",213,33,14,24,23,24,27,24,24,99,94,"Zarba""""","Kogut""""",Richardson,PORTLAND,ORL,POR,NA
Dario Saric,0,14.3,7,0,1,6,1,30,10,1,0,0,3,5,7,33:20,1,0,3,0,"NOV 15 2017",214,29,29,25,32,26,28,30,25,109,115,"Smith""""","Davis""""",Lewis,PHILADELPHIA,PHI,LAL,24
Robert Covington,0,40,5,2,4,6,2,55.6,9,0,0,0,5,6,12,29:45,16,1,1,0,"NOV 15 2017",214,29,29,25,32,26,28,30,25,109,115,"Smith""""","Davis""""",Lewis,PHILADELPHIA,PHI,LAL,24.5
Joel Embiid,16,66.7,3,2,4,15,2,70,20,2,84.2,19,14,13,46,34:29,19,7,7,0,"NOV 15 2017",214,29,29,25,32,26,28,30,25,109,115,"Smith""""","Davis""""",Lewis,PHILADELPHIA,PHI,LAL,78.5
JJ Redick,3,0,8,2,4,8,0,26.7,15,0,75,4,4,8,11,34:53,3,5,0,1,"NOV 15 2017",214,29,29,25,32,26,28,30,25,109,115,"Smith""""","Davis""""",Lewis,PHILADELPHIA,PHI,LAL,24.5
Ben Simmons,2,0,0,1,1,9,0,61.5,13,3,50,4,8,6,18,39:06,19,10,1,5,"NOV 15 2017",214,29,29,25,32,26,28,30,25,109,115,"Smith""""","Davis""""",Lewis,PHILADELPHIA,PHI,LAL,57
TJ McConnell,0,100,1,5,0,4,1,60,5,1,0,0,3,3,7,22:30,-8,4,0,1,"NOV 15 2017",214,29,29,25,32,26,28,30,25,109,115,"Smith""""","Davis""""",Lewis,PHILADELPHIA,PHI,LAL,17
Amir Johnson,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,9:00,-10,0,1,0,"NOV 15 2017",214,29,29,25,32,26,28,30,25,109,115,"Smith""""","Davis""""",Lewis,PHILADELPHIA,PHI,LAL,1
Timothe LuwawuCabarrot,0,16.7,6,2,2,3,1,40,10,1,0,0,4,2,9,24:42,1,0,1,0,"NOV 15 2017",214,29,29,25,32,26,28,30,25,109,115,"Smith""""","Davis""""",Lewis,PHILADELPHIA,PHI,LAL,15
Justin Anderson,3,0,2,0,1,0,0,25,4,0,100,3,1,0,5,7:44,-8,0,0,0,"NOV 15 2017",214,29,29,25,32,26,28,30,25,109,115,"Smith""""","Davis""""",Lewis,PHILADELPHIA,PHI,LAL,2
Richaun Holmes,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4:31,-3,0,1,0,"NOV 15 2017",214,29,29,25,32,26,28,30,25,109,115,"Smith""""","Davis""""",Lewis,PHILADELPHIA,PHI,LAL,4
Furkan Korkmaz,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 15 2017",214,29,29,25,32,26,28,30,25,109,115,"Smith""""","Davis""""",Lewis,PHILADELPHIA,PHI,LAL,NA
Jahlil Okafor,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 15 2017",214,29,29,25,32,26,28,30,25,109,115,"Smith""""","Davis""""",Lewis,PHILADELPHIA,PHI,LAL,NA
Brandon Ingram,4,0,0,2,4,11,0,61.1,18,4,80,5,11,7,26,39:46,-2,3,2,0,"NOV 15 2017",214,29,29,25,32,26,28,30,25,109,115,"Smith""""","Davis""""",Lewis,PHILADELPHIA,PHI,LAL,41.5
Kyle Kuzma,5,25,4,2,2,7,1,50,18,4,83.3,6,9,3,24,30:47,-4,1,0,0,"NOV 15 2017",214,29,29,25,32,26,28,30,25,109,115,"Smith""""","Davis""""",Lewis,PHILADELPHIA,PHI,LAL,27.5
Brook Lopez,2,0,5,0,3,2,0,25,12,1,100,2,3,1,8,15:55,-11,2,0,0,"NOV 15 2017",214,29,29,25,32,26,28,30,25,109,115,"Smith""""","Davis""""",Lewis,PHILADELPHIA,PHI,LAL,11
Kentavious CaldwellPope,2,25,8,0,1,7,2,36.4,11,0,100,2,4,7,12,41:15,0,2,2,1,"NOV 15 2017",214,29,29,25,32,26,28,30,25,109,115,"Smith""""","Davis""""",Lewis,PHILADELPHIA,PHI,LAL,33
Lonzo Ball,0,0,6,2,3,5,0,11.1,9,3,0,0,1,2,2,21:25,-18,2,0,1,"NOV 15 2017",214,29,29,25,32,26,28,30,25,109,115,"Smith""""","Davis""""",Lewis,PHILADELPHIA,PHI,LAL,11
Julius Randle,4,0,1,3,6,8,0,16.7,12,3,66.7,6,2,5,8,29:39,5,1,0,1,"NOV 15 2017",214,29,29,25,32,26,28,30,25,109,115,"Smith""""","Davis""""",Lewis,PHILADELPHIA,PHI,LAL,13.5
Jordan Clarkson,4,0,2,0,1,6,0,38.1,21,3,100,4,8,3,20,31:40,3,5,0,2,"NOV 15 2017",214,29,29,25,32,26,28,30,25,109,115,"Smith""""","Davis""""",Lewis,PHILADELPHIA,PHI,LAL,35.5
Andrew Bogut,0,0,0,0,2,10,0,60,5,4,0,0,3,6,6,19:39,-2,2,2,1,"NOV 15 2017",214,29,29,25,32,26,28,30,25,109,115,"Smith""""","Davis""""",Lewis,PHILADELPHIA,PHI,LAL,28
Corey Brewer,1,0,1,0,1,1,0,33.3,3,0,50,2,1,1,3,9:54,-1,0,0,1,"NOV 15 2017",214,29,29,25,32,26,28,30,25,109,115,"Smith""""","Davis""""",Lewis,PHILADELPHIA,PHI,LAL,6
Vander Blue,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 15 2017",214,29,29,25,32,26,28,30,25,109,115,"Smith""""","Davis""""",Lewis,PHILADELPHIA,PHI,LAL,NA
Thomas Bryant,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 15 2017",214,29,29,25,32,26,28,30,25,109,115,"Smith""""","Davis""""",Lewis,PHILADELPHIA,PHI,LAL,NA
Tyler Ennis,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 15 2017",214,29,29,25,32,26,28,30,25,109,115,"Smith""""","Davis""""",Lewis,PHILADELPHIA,PHI,LAL,NA
Larry Nance,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"NOV 15 2017",214,29,29,25,32,26,28,30,25,109,115,"Smith""""","Davis""""",Lewis,PHILADELPHIA,PHI,LAL,NA
Kevin Durant,4,40,5,3,2,3,2,50,18,1,100,4,9,2,24,34:58,-6,3,2,1,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,37.5
Draymond Green,4,25,4,4,2,8,1,27.3,11,2,66.7,6,3,6,11,38:17,7,5,3,1,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,32.5
Zaza Pachulia,0,0,0,0,2,6,0,75,4,1,0,0,3,5,6,17:51,16,1,0,0,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,13.5
Klay Thompson,0,27.3,11,1,5,7,3,27.8,18,1,0,0,5,6,13,34:03,4,3,1,0,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,32.5
Stephen Curry,1,22.2,9,4,5,6,2,21.4,14,2,50,2,3,4,9,31:04,-14,5,0,4,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,33.5
Andre Iguodala,2,0,0,1,2,4,0,60,5,0,100,2,3,4,8,29:39,-18,1,1,0,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,13.5
Nick Young,1,66.7,3,0,2,1,2,66.7,3,0,50,2,2,1,7,9:32,-14,0,0,1,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,14
Shaun Livingston,0,0,0,0,1,1,0,25,4,0,0,0,1,1,2,16:50,10,4,1,0,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,12
JaVale McGee,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3:47,-8,0,0,1,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,3
David West,0,0,0,0,1,2,0,75,4,0,0,1,3,2,6,10:48,5,0,1,1,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,14
Kevon Looney,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4:42,-6,0,0,0,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,-1
Omri Casspi,0,0,0,0,0,8,0,100,1,0,0,2,1,8,2,8:29,4,0,1,0,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,13
Patrick McCaw,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,NA
Jayson Tatum,8,0,0,1,3,4,0,40,5,1,88.9,9,2,3,12,27:04,-18,0,0,1,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,10
Marcus Morris,2,40,5,2,1,4,2,40,10,0,100,2,4,4,12,26:20,-12,1,1,1,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,23.5
Al Horford,4,0,4,5,1,11,0,63.6,11,1,100,4,7,10,18,35:08,16,2,0,0,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,23
Jaylen Brown,5,37.5,8,0,3,7,3,38.9,18,3,83.3,6,7,4,22,34:06,8,0,2,2,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,42
Kyrie Irving,7,20,5,1,2,5,1,25,16,0,87.5,8,4,5,16,33:47,-4,6,1,1,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,30
Marcus Smart,1,0,3,3,3,7,0,0,7,0,50,2,0,7,1,30:35,15,3,1,2,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,17.5
Semi Ojeleye,2,0,3,0,1,5,0,0,3,1,100,2,0,4,2,16:33,0,0,0,0,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,5
Daniel Theis,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2:58,-2,0,0,0,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,2
Terry Rozier,2,25,4,2,1,2,1,20,5,1,66.7,3,1,1,5,21:18,6,2,0,0,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,8
Aron Baynes,2,0,0,1,0,5,0,25,4,0,100,2,1,5,4,12:12,11,1,0,1,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,10.5
Shane Larkin,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,NA
Abdel Nader,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,NA
Guerschon Yabusele,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 16 2017",215,28,19,21,20,18,24,26,24,92,88,"Capers""""","Fraher""""",Ford,BOSTON,GSW,BOS,NA
Ryan Anderson,4,60,10,1,1,4,6,58.3,12,1,100,4,7,3,24,29:08,22,0,1,0,"NOV 16 2017",216,45,45,30,22,23,42,26,25,116,142,"Spooner""""","Lane""""",Twardoski,HOUSTON,HOU,PHX,38
Trevor Ariza,0,60,5,2,0,6,3,50,8,1,0,0,4,5,11,35:19,22,2,0,1,"NOV 16 2017",216,45,45,30,22,23,42,26,25,116,142,"Spooner""""","Lane""""",Twardoski,HOUSTON,HOU,PHX,27
Clint Capela,0,0,0,0,1,10,0,54.5,11,3,0,3,6,7,12,21:19,14,2,2,0,"NOV 16 2017",216,45,45,30,22,23,42,26,25,116,142,"Spooner""""","Lane""""",Twardoski,HOUSTON,HOU,PHX,31
Chris Paul,3,50,4,1,4,4,2,42.9,7,0,100,3,3,4,11,20:45,12,10,0,2,"NOV 16 2017",216,45,45,30,22,23,42,26,25,116,142,"Spooner""""","Lane""""",Twardoski,HOUSTON,HOU,PHX,36
James Harden,18,54.5,11,5,3,2,6,54.5,22,0,100,18,12,2,48,34:37,15,7,1,2,"NOV 16 2017",216,45,45,30,22,23,42,26,25,116,142,"Spooner""""","Lane""""",Twardoski,HOUSTON,HOU,PHX,58.5
Eric Gordon,4,14.3,7,2,1,2,1,40,10,0,100,4,4,2,13,25:32,22,3,2,0,"NOV 16 2017",216,45,45,30,22,23,42,26,25,116,142,"Spooner""""","Lane""""",Twardoski,HOUSTON,HOU,PHX,21.5
PJ Tucker,2,50,4,2,2,9,2,50,4,2,100,2,2,7,8,32:59,12,0,0,3,"NOV 16 2017",216,45,45,30,22,23,42,26,25,116,142,"Spooner""""","Lane""""",Twardoski,HOUSTON,HOU,PHX,26
Nene nan,4,0,0,0,3,1,0,75,4,0,100,4,3,1,10,14:41,15,1,0,1,"NOV 16 2017",216,45,45,30,22,23,42,26,25,116,142,"Spooner""""","Lane""""",Twardoski,HOUSTON,HOU,PHX,11.5
Tarik Black,0,0,1,0,1,10,0,16.7,6,5,0,0,1,5,2,12:00,-3,1,1,0,"NOV 16 2017",216,45,45,30,22,23,42,26,25,116,142,"Spooner""""","Lane""""",Twardoski,HOUSTON,HOU,PHX,16.5
Zhou Qi,0,0,0,1,3,1,0,0,3,0,0,0,0,1,0,8:15,-2,0,2,0,"NOV 16 2017",216,45,45,30,22,23,42,26,25,116,142,"Spooner""""","Lane""""",Twardoski,HOUSTON,HOU,PHX,6
Bobby Brown,0,50,2,0,1,2,1,33.3,3,0,0,0,1,2,3,5:25,1,1,0,0,"NOV 16 2017",216,45,45,30,22,23,42,26,25,116,142,"Spooner""""","Lane""""",Twardoski,HOUSTON,HOU,PHX,8.5
TJ Warren,0,0,1,1,1,3,0,63.6,11,1,0,0,7,2,14,26:32,-23,3,0,1,"NOV 16 2017",216,45,45,30,22,23,42,26,25,116,142,"Spooner""""","Lane""""",Twardoski,HOUSTON,HOU,PHX,23.5
Marquese Chriss,1,0,3,1,4,1,0,28.6,7,0,33.3,3,2,1,5,16:14,0,0,3,1,"NOV 16 2017",216,45,45,30,22,23,42,26,25,116,142,"Spooner""""","Lane""""",Twardoski,HOUSTON,HOU,PHX,16
Greg Monroe,0,0,0,0,2,11,0,71.4,14,3,0,0,10,8,20,26:21,-2,1,1,2,"NOV 16 2017",216,45,45,30,22,23,42,26,25,116,142,"Spooner""""","Lane""""",Twardoski,HOUSTON,HOU,PHX,41.5
Devin Booker,2,40,5,5,4,2,2,43.8,16,0,50,4,7,2,18,30:18,-23,10,0,0,"NOV 16 2017",216,45,45,30,22,23,42,26,25,116,142,"Spooner""""","Lane""""",Twardoski,HOUSTON,HOU,PHX,32
Tyler Ulis,2,0,0,2,3,2,0,60,5,0,100,2,3,2,8,22:24,-11,4,0,2,"NOV 16 2017",216,45,45,30,22,23,42,26,25,116,142,"Spooner""""","Lane""""",Twardoski,HOUSTON,HOU,PHX,18
Dragan Bender,0,0,2,1,3,3,0,0,4,1,0,0,0,2,0,22:30,-21,3,0,0,"NOV 16 2017",216,45,45,30,22,23,42,26,25,116,142,"Spooner""""","Lane""""",Twardoski,HOUSTON,HOU,PHX,6.5
Alex Len,3,0,0,0,1,13,0,37.5,8,6,60,5,3,7,9,21:39,-24,0,0,0,"NOV 16 2017",216,45,45,30,22,23,42,26,25,116,142,"Spooner""""","Lane""""",Twardoski,HOUSTON,HOU,PHX,19
Josh Jackson,3,33.3,3,3,3,3,1,54.5,11,2,75,4,6,1,16,28:35,-9,3,1,2,"NOV 16 2017",216,45,45,30,22,23,42,26,25,116,142,"Spooner""""","Lane""""",Twardoski,HOUSTON,HOU,PHX,28.5
Mike James,1,0,3,1,0,6,0,7.7,13,2,33.3,3,1,4,3,19:34,-11,3,0,1,"NOV 16 2017",216,45,45,30,22,23,42,26,25,116,142,"Spooner""""","Lane""""",Twardoski,HOUSTON,HOU,PHX,14.5
Troy Daniels,0,53.8,13,0,1,3,7,53.3,15,1,0,0,8,2,23,25:53,-6,1,0,0,"NOV 16 2017",216,45,45,30,22,23,42,26,25,116,142,"Spooner""""","Lane""""",Twardoski,HOUSTON,HOU,PHX,41.5
Jared Dudley,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"NOV 16 2017",216,45,45,30,22,23,42,26,25,116,142,"Spooner""""","Lane""""",Twardoski,HOUSTON,HOU,PHX,NA
Stanley Johnson,0,20,5,0,1,1,1,11.1,9,0,0,0,1,1,3,24:43,-9,0,2,0,"NOV 17 2017",217,32,26,23,19,23,24,24,36,107,100,"DeRosa""""","Stafford""""",Tiven,INDIANA,DET,IND,12
Tobias Harris,2,20,5,0,3,5,1,37.5,16,1,100,2,6,4,15,29:36,-3,2,1,1,"NOV 17 2017",217,32,26,23,19,23,24,24,36,107,100,"DeRosa""""","Stafford""""",Tiven,INDIANA,DET,IND,29
Andre Drummond,1,0,0,5,4,15,0,50,10,7,50,2,5,8,11,35:25,-12,5,3,1,"NOV 17 2017",217,32,26,23,19,23,24,24,36,107,100,"DeRosa""""","Stafford""""",Tiven,INDIANA,DET,IND,39.5
Avery Bradley,1,60,5,0,3,6,3,46.2,13,0,50,2,6,6,16,33:07,-13,0,0,0,"NOV 17 2017",217,32,26,23,19,23,24,24,36,107,100,"DeRosa""""","Stafford""""",Tiven,INDIANA,DET,IND,27
Reggie Jackson,0,40,5,3,2,2,2,50,14,0,0,0,7,2,16,28:34,-1,7,0,0,"NOV 17 2017",217,32,26,23,19,23,24,24,36,107,100,"DeRosa""""","Stafford""""",Tiven,INDIANA,DET,IND,29.5
Luke Kennard,0,75,4,2,2,3,3,62.5,8,1,0,0,5,2,13,24:52,0,0,0,2,"NOV 17 2017",217,32,26,23,19,23,24,24,36,107,100,"DeRosa""""","Stafford""""",Tiven,INDIANA,DET,IND,26
Langston Galloway,0,33.3,3,0,0,1,1,28.6,7,0,0,0,2,1,5,13:18,8,1,0,0,"NOV 17 2017",217,32,26,23,19,23,24,24,36,107,100,"DeRosa""""","Stafford""""",Tiven,INDIANA,DET,IND,9.5
Ish Smith,4,100,1,1,2,2,1,50,10,0,100,4,5,2,15,19:49,-8,2,0,0,"NOV 17 2017",217,32,26,23,19,23,24,24,36,107,100,"DeRosa""""","Stafford""""",Tiven,INDIANA,DET,IND,17
Anthony Tolliver,0,40,5,0,0,5,2,40,5,1,0,0,2,4,6,18:01,-2,2,0,0,"NOV 17 2017",217,32,26,23,19,23,24,24,36,107,100,"DeRosa""""","Stafford""""",Tiven,INDIANA,DET,IND,18
Eric Moreland,0,0,0,0,1,3,0,0,1,1,0,0,0,2,0,12:35,5,1,2,0,"NOV 17 2017",217,32,26,23,19,23,24,24,36,107,100,"DeRosa""""","Stafford""""",Tiven,INDIANA,DET,IND,10.5
Reggie Bullock,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 17 2017",217,32,26,23,19,23,24,24,36,107,100,"DeRosa""""","Stafford""""",Tiven,INDIANA,DET,IND,NA
Henry Ellenson,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 17 2017",217,32,26,23,19,23,24,24,36,107,100,"DeRosa""""","Stafford""""",Tiven,INDIANA,DET,IND,NA
Boban Marjanovic,NA,NA,NA,NA,NA,NA,NA,DECISION,'COACH''S',NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"NOV 17 2017",217,32,26,23,19,23,24,24,36,107,100,"DeRosa""""","Stafford""""",Tiven,INDIANA,DET,IND,NA
